#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rf0109 	 8.699469 	 0.065390 	 0.065390 
 rf0111 	 8.634079 	 0.065390 	 0.065390 
 rf0115 	 8.699469 	 0.032695 	 0.000000 
 rf0117 	 8.634079 	 0.098085 	 0.065390 
 rf0118 	 8.535994 	 0.163476 	 0.228866 
 rf0119 	 8.634079 	 0.163476 	 0.130780 
 rf0120 	 8.209043 	 0.457731 	 0.588512 
 rf0122 	 8.470603 	 0.130780 	 0.196171 
 rf0125 	 8.437908 	 0.000000 	 0.000000 
 rf0126 	 8.797554 	 0.098085 	 0.065390 
 rf0127 	 8.601384 	 0.000000 	 0.032695 
 rf0128 	 8.666774 	 0.065390 	 0.098085 
 rf0129 	 8.699469 	 0.098085 	 0.098085 
 rf0132 	 8.699469 	 0.032695 	 0.032695 
 rf0133 	 8.666774 	 0.000000 	 0.032695 
 rf0134 	 8.699469 	 0.065390 	 0.098085 
 rf0138 	 8.961030 	 0.301030 	 -0.301030 
 rf0143 	 8.666774 	 0.065390 	 0.065390 
 rf0145 	 8.699469 	 0.032695 	 0.065390 
 rf0147 	 8.764859 	 0.065390 	 0.032695 
 rf0150 	 8.764859 	 0.065390 	 0.065390 
 rf0154 	 8.601384 	 0.130780 	 0.098085 
 rf0156 	 8.732164 	 0.065390 	 0.065390 
 rf0157 	 8.437908 	 0.098085 	 0.098085 
 rf0158 	 8.601384 	 0.130780 	 0.098085 
 rf0160 	 8.732164 	 0.098085 	 0.098085 
 rf0164 	 8.764859 	 0.098085 	 0.065390 
 rf0165 	 8.764859 	 0.130780 	 0.130780 
 rf0166 	 8.961030 	 0.301030 	 -0.301030 
 rf0167 	 8.699469 	 0.065390 	 0.163476 
 rf0169 	 8.601384 	 0.130780 	 0.098085 
 rf0170 	 8.961030 	 0.301030 	 -0.301030 
 rf0171 	 8.764859 	 0.065390 	 0.163476 
 rf0172 	 8.764859 	 0.098085 	 0.098085 
 rf0173 	 8.764859 	 0.098085 	 0.098085 
 rf0175 	 8.699469 	 0.130780 	 0.098085 
 rf0176 	 8.699469 	 0.065390 	 0.098085 
 rf0177 	 8.666774 	 0.065390 	 0.065390 
 rf0179 	 8.601384 	 0.098085 	 0.098085 
 rf0180 	 8.699469 	 0.098085 	 0.065390 
 rf0182 	 8.797554 	 0.098085 	 0.098085 
 rf0190 	 8.634079 	 0.032695 	 0.032695 
 rf0191 	 8.797554 	 0.098085 	 0.065390 
 rf0192 	 8.601384 	 0.098085 	 0.098085 
 rf0193 	 8.797554 	 0.065390 	 0.032695 
 rf0195 	 8.732164 	 0.065390 	 0.098085 
 rf0197 	 8.601384 	 0.098085 	 0.098085 
 rf0199 	 8.634079 	 0.130780 	 0.196171 
 rf0201 	 8.405213 	 0.032695 	 0.065390 
 rf0204 	 8.535994 	 0.065390 	 0.065390 
 rf0205 	 8.764859 	 0.065390 	 0.065390 
 rf0206 	 8.699469 	 0.032695 	 0.065390 
 rf0207 	 8.568689 	 0.098085 	 0.098085 
 rf0209 	 8.797554 	 0.098085 	 0.098085 
 rf0210 	 8.634079 	 0.098085 	 0.065390 
 rf0216 	 8.797554 	 0.098085 	 0.065390 
 rf0217 	 8.699469 	 0.098085 	 0.098085 
 rf0221 	 8.699469 	 0.000000 	 0.000000 
 rf0223 	 8.764859 	 0.065390 	 0.065390 
 rf0226 	 8.699469 	 0.098085 	 0.130780 
 rf0227 	 8.666774 	 0.098085 	 0.098085 
 rf0229 	 8.732164 	 0.098085 	 0.065390 
 rf0233 	 8.732164 	 0.032695 	 0.000000 
 rf0234 	 8.764859 	 0.065390 	 0.098085 
 rf0236 	 8.601384 	 0.130780 	 0.130780 
 rf0237 	 8.666774 	 0.000000 	 0.098085 
 rf0238 	 8.634079 	 0.130780 	 0.130780 
 rf0241 	 8.241738 	 0.065390 	 0.032695 
 rf0242 	 8.699469 	 0.032695 	 0.032695 
 rf0246 	 8.307128 	 0.032695 	 0.130780 
 rf0247 	 8.568689 	 0.065390 	 0.098085 
 rf0248 	 8.961030 	 0.301030 	 -0.301030 
 rf0249 	 8.535994 	 0.000000 	 0.000000 
 rf0250 	 8.405213 	 0.032695 	 0.065390 
 rf0251 	 8.699469 	 0.065390 	 0.098085 
 rf0252 	 8.601384 	 0.098085 	 0.098085 
 rf0256 	 8.732164 	 0.065390 	 0.065390 
 rf0257 	 8.568689 	 0.130780 	 0.130780 
 rf0258 	 8.699469 	 0.065390 	 0.098085 
 rf0259 	 8.634079 	 0.098085 	 0.130780 
 rf0261 	 8.601384 	 0.065390 	 0.032695 
 rf0262 	 8.437908 	 0.130780 	 0.359646 
 rf0263 	 8.634079 	 0.065390 	 0.098085 
 rf0264 	 8.732164 	 0.065390 	 0.098085 
 rf0265 	 8.535994 	 0.098085 	 0.065390 
 rf0266 	 8.372518 	 0.032695 	 0.065390 
 rf0267 	 8.634079 	 0.065390 	 0.098085 
 rf0268 	 8.634079 	 0.130780 	 0.130780 
 rf0271 	 8.666774 	 0.032695 	 0.032695 
 rf0272 	 8.503298 	 0.065390 	 0.098085 
 rf0277 	 8.601384 	 0.065390 	 0.065390 
 rf0280 	 8.503298 	 0.098085 	 0.098085 
 rf0283 	 8.503298 	 0.032695 	 0.000000 
 rf0284 	 8.535994 	 0.098085 	 0.098085 
 rf0286 	 8.601384 	 0.032695 	 0.032695 
 rf0287 	 8.732164 	 0.032695 	 0.000000 
 rf0292 	 8.764859 	 0.098085 	 0.065390 
 rf0294 	 8.797554 	 0.065390 	 0.098085 
 rf0295 	 8.699469 	 0.032695 	 0.000000 
 rf0297 	 8.601384 	 0.098085 	 0.065390 
 rf0298 	 8.666774 	 0.098085 	 0.098085 
 rf0299 	 8.601384 	 0.098085 	 0.098085 
 rf0300 	 8.666774 	 0.098085 	 0.065390 
 rf0302 	 8.699469 	 0.032695 	 0.065390 
 rf0303 	 8.634079 	 0.098085 	 0.098085 
 rf0305 	 8.634079 	 0.098085 	 0.098085 
 rf0306 	 8.568689 	 0.130780 	 0.130780 
 rf0309 	 8.732164 	 0.000000 	 0.032695 
 rf0314 	 8.601384 	 0.130780 	 0.130780 
 rf0315 	 8.961030 	 0.301030 	 -0.301030 
 rf0316 	 8.699469 	 0.065390 	 0.032695 
 rf0319 	 8.699469 	 0.000000 	 0.000000 
 rf0320 	 8.503298 	 0.098085 	 0.098085 
 rf0323 	 8.699469 	 0.065390 	 0.065390 
 rf0324 	 8.666774 	 0.000000 	 0.000000 
 rf0325 	 8.699469 	 0.000000 	 0.000000 
 rf0326 	 8.568689 	 0.130780 	 0.098085 
 rf0328 	 8.732164 	 0.065390 	 0.065390 
 rf0329 	 8.732164 	 0.032695 	 0.000000 
 rf0332 	 8.503298 	 0.065390 	 0.065390 
 rf0333 	 8.699469 	 0.065390 	 0.098085 
 rf0335 	 8.568689 	 0.196171 	 0.163476 
 rf0338 	 8.503298 	 0.065390 	 0.065390 
 rf0339 	 8.666774 	 0.032695 	 0.065390 
 rf0340 	 8.568689 	 0.098085 	 0.130780 
 rf0341 	 8.764859 	 0.065390 	 0.032695 
 rf0342 	 8.699469 	 0.065390 	 0.065390 
 rf0343 	 8.666774 	 0.032695 	 0.032695 
 rf0348 	 8.764859 	 0.065390 	 0.098085 
 rf0351 	 8.601384 	 0.065390 	 0.065390 
 rf0354 	 8.666774 	 0.065390 	 0.098085 
 rf0358 	 8.437908 	 0.032695 	 0.065390 
 rf0363 	 8.405213 	 0.065390 	 0.032695 
 rf0364 	 8.699469 	 0.065390 	 0.098085 
 rf0365 	 8.634079 	 0.065390 	 0.032695 
 rf0366 	 8.568689 	 0.065390 	 0.098085 
 rf0367 	 8.503298 	 0.098085 	 0.098085 
 rf0368 	 8.568689 	 0.098085 	 0.065390 
 rf0370 	 8.601384 	 0.065390 	 0.065390 
 rf0372 	 8.601384 	 0.000000 	 0.000000 
 rf0374 	 8.666774 	 0.196171 	 0.163476 
 rf0375 	 8.732164 	 0.032695 	 0.000000 
 rf0376 	 8.601384 	 0.032695 	 0.065390 
 rf0377 	 8.732164 	 0.032695 	 0.000000 
 rf0378 	 8.732164 	 0.065390 	 0.065390 
 rf0381 	 8.601384 	 0.098085 	 0.065390 
 rf0383 	 8.764859 	 0.065390 	 0.098085 
 rf0385 	 8.666774 	 0.065390 	 0.065390 
 rf0386 	 8.732164 	 0.065390 	 0.065390 
 rf0388 	 8.699469 	 0.065390 	 0.098085 
 rf0389 	 8.601384 	 0.032695 	 0.065390 
 rf0391 	 8.634079 	 0.130780 	 0.098085 
 rf0392 	 8.503298 	 0.098085 	 0.098085 
 rf0395 	 8.764859 	 0.065390 	 0.065390 
 rf0396 	 8.764859 	 0.065390 	 0.032695 
 rf0397 	 8.764859 	 0.032695 	 0.032695 
 rf0398 	 8.732164 	 0.065390 	 0.065390 
 rf0399 	 8.666774 	 0.032695 	 0.065390 
 rf0400 	 8.797554 	 0.065390 	 0.065390 
 rf0401 	 8.437908 	 0.163476 	 0.228866 
 rf0403 	 8.601384 	 0.065390 	 0.065390 
 rf0405 	 8.666774 	 0.032695 	 0.000000 
 rf0411 	 8.699469 	 0.032695 	 0.000000 
 rf0412 	 8.666774 	 0.098085 	 0.065390 
 rf0413 	 8.666774 	 0.065390 	 0.098085 
 rf0415 	 8.699469 	 0.032695 	 0.065390 
 rf0417 	 8.764859 	 0.065390 	 0.032695 
 rf0419 	 8.372518 	 0.032695 	 0.065390 
 rf0425 	 8.699469 	 0.098085 	 0.065390 
 rf0426 	 7.816701 	 0.163476 	 1.013548 
 rf0427 	 8.732164 	 0.065390 	 0.098085 
 rf0428 	 8.535994 	 0.065390 	 0.065390 
 rf0431 	 8.470603 	 0.098085 	 0.130780 
 rf0432 	 8.666774 	 0.098085 	 0.098085 
 rf0434 	 8.535994 	 0.098085 	 0.098085 
 rf0435 	 8.699469 	 0.032695 	 0.032695 
 rf0436 	 8.535994 	 0.294256 	 0.228866 
 rf0439 	 8.307128 	 0.098085 	 0.392341 
 rf0441 	 8.503298 	 0.130780 	 0.130780 
 rf0443 	 8.568689 	 0.098085 	 0.130780 
 rf0444 	 8.699469 	 0.000000 	 0.000000 
 rf0447 	 8.666774 	 0.032695 	 0.032695 
 rf0448 	 8.699469 	 0.098085 	 0.065390 
 rf0453 	 8.666774 	 0.130780 	 0.130780 
 rf0454 	 8.601384 	 0.098085 	 0.098085 
 rf0455 	 8.764859 	 0.098085 	 0.065390 
 rf0456 	 8.666774 	 0.098085 	 0.098085 
 rf0459 	 8.503298 	 0.130780 	 0.098085 
 rf0460 	 8.764859 	 0.065390 	 0.065390 
 rf0461 	 8.503298 	 0.065390 	 0.065390 
 rf0462 	 8.601384 	 0.163476 	 0.130780 
 rf0463 	 8.764859 	 0.065390 	 0.065390 
 rf0464 	 8.307128 	 0.032695 	 0.032695 
 rf0465 	 8.601384 	 0.098085 	 0.098085 
 rf0466 	 8.666774 	 0.065390 	 0.065390 
 rf0467 	 8.699469 	 0.130780 	 0.130780 
 rf0468 	 8.797554 	 0.065390 	 0.065390 
 rf0473 	 8.732164 	 0.098085 	 0.098085 
 rf0474 	 8.437908 	 0.065390 	 0.065390 
 rf0476 	 8.634079 	 0.098085 	 0.098085 
 rf0477 	 8.568689 	 0.065390 	 0.065390 
 rf0479 	 8.535994 	 0.098085 	 0.130780 
 rf0480 	 8.666774 	 0.228866 	 0.163476 
 rf0482 	 8.601384 	 0.098085 	 0.098085 
 rf0485 	 8.405213 	 0.130780 	 0.228866 
 rf0487 	 8.601384 	 0.098085 	 0.098085 
 rf0488 	 8.666774 	 0.065390 	 0.065390 
 rf0493 	 8.634079 	 0.032695 	 0.032695 
 rf0496 	 8.503298 	 0.098085 	 0.098085 
 rf0497 	 8.470603 	 0.523122 	 0.196171 
 rf0498 	 8.307128 	 0.098085 	 0.457731 
 rf0499 	 8.601384 	 0.098085 	 0.098085 
 rf0500 	 8.699469 	 0.065390 	 0.098085 
 rf0503 	 8.634079 	 0.065390 	 0.032695 
 rf0504 	 8.764859 	 0.032695 	 0.000000 
 rf0505 	 8.601384 	 0.130780 	 0.098085 
 rf0506 	 8.699469 	 0.032695 	 0.032695 
 rf0507 	 8.666774 	 0.098085 	 0.098085 
 rf0510 	 8.405213 	 0.000000 	 0.000000 
 rf0511 	 8.634079 	 0.098085 	 0.065390 
 rf0513 	 8.764859 	 0.065390 	 0.065390 
 rf0524 	 8.568689 	 0.196171 	 0.228866 
 rf0545 	 8.437908 	 0.098085 	 0.425036 
 rf0583 	 8.339823 	 0.163476 	 0.457731 
 rf0607 	 8.568689 	 0.098085 	 0.098085 
 rf0622 	 8.568689 	 0.163476 	 0.130780 
 rf0630 	 8.437908 	 0.130780 	 0.163476 
 rf0642 	 8.339823 	 0.032695 	 0.065390 
 rf0644 	 8.405213 	 0.130780 	 0.359646 
 rf0663 	 8.405213 	 0.098085 	 0.130780 
 rf0684 	 8.764859 	 0.098085 	 0.098085 
 rf0693 	 8.470603 	 0.130780 	 0.130780 
 rf0695 	 8.601384 	 0.098085 	 0.098085 
 rf0707 	 8.699469 	 0.098085 	 0.098085 
 rf0713 	 8.634079 	 0.196171 	 0.163476 
 rf0716 	 8.764859 	 0.065390 	 0.032695 
 rf0730 	 8.732164 	 0.065390 	 0.098085 
 rf0745 	 8.274433 	 0.065390 	 0.130780 
 rf0783 	 8.503298 	 0.228866 	 0.196171 
 rf0795 	 8.601384 	 0.065390 	 0.098085 
 rs0001 	 8.535994 	 0.065390 	 0.065390 
 rs0002 	 8.666774 	 0.065390 	 0.098085 
 rs0003 	 8.601384 	 0.065390 	 0.065390 
 rs0010 	 8.634079 	 0.065390 	 0.065390 
 rs0011 	 8.601384 	 0.098085 	 0.098085 
 rs0012 	 8.634079 	 0.098085 	 0.065390 
 rs0013 	 8.666774 	 0.098085 	 0.065390 
 rs0014 	 8.601384 	 0.000000 	 0.000000 
 rs0017 	 8.797554 	 0.065390 	 0.032695 
 rs0020 	 8.568689 	 0.130780 	 0.098085 
 rs0022 	 8.666774 	 0.000000 	 0.032695 
 rs0023 	 8.699469 	 0.098085 	 0.098085 
 rs0027 	 8.961030 	 0.301030 	 -0.301030 
 rs0029 	 8.666774 	 0.032695 	 0.032695 
 rs0030 	 8.634079 	 0.065390 	 0.065390 
 rs0035 	 8.372518 	 0.032695 	 0.065390 
 rs0038 	 8.764859 	 0.098085 	 0.065390 
 rs0039 	 8.568689 	 0.130780 	 0.098085 
 rs0042 	 8.666774 	 0.098085 	 0.065390 
 rs0045 	 8.666774 	 0.065390 	 0.098085 
 rs0046 	 8.764859 	 0.065390 	 0.065390 
 rs0048 	 8.732164 	 0.098085 	 0.065390 
 rs0050 	 8.764859 	 0.065390 	 0.065390 
 rs0051 	 8.732164 	 0.065390 	 0.065390 
 rs0052 	 8.699469 	 0.065390 	 0.065390 
 rs0053 	 8.732164 	 0.000000 	 0.000000 
 rs0054 	 8.601384 	 0.098085 	 0.098085 
 rs0062 	 8.470603 	 0.065390 	 0.032695 
 rs0063 	 8.666774 	 0.032695 	 0.065390 
 rs0064 	 8.732164 	 0.065390 	 0.065390 
 rs0065 	 8.634079 	 0.098085 	 0.098085 
 rs0068 	 8.634079 	 0.163476 	 0.130780 
 rs0070 	 8.568689 	 0.130780 	 0.130780 
 rs0071 	 8.862945 	 0.098085 	 0.065390 
 rs0077 	 8.797554 	 0.098085 	 0.065390 
 rs0080 	 8.699469 	 0.032695 	 0.000000 
 rs0081 	 8.601384 	 0.130780 	 0.098085 
 rs0083 	 8.470603 	 0.065390 	 0.098085 
 rs0084 	 8.699469 	 0.098085 	 0.065390 
 rs0085 	 8.666774 	 0.065390 	 0.098085 
 rs0087 	 8.568689 	 0.032695 	 0.065390 
 rs0088 	 8.601384 	 0.098085 	 0.065390 
 rs0089 	 8.764859 	 0.065390 	 0.098085 
 rs0090 	 8.503298 	 0.098085 	 0.098085 
 rs0092 	 8.634079 	 0.098085 	 0.065390 
 rs0093 	 8.764859 	 0.065390 	 0.098085 
 rs0094 	 8.666774 	 0.065390 	 0.098085 
 rs0095 	 8.503298 	 0.228866 	 0.163476 
 rs0096 	 8.764859 	 0.065390 	 0.065390 
 rs0097 	 8.503298 	 0.065390 	 0.065390 
 rs0098 	 8.732164 	 0.065390 	 0.098085 
 rs0103 	 8.764859 	 0.065390 	 0.065390 
 rs0104 	 8.732164 	 0.065390 	 0.065390 
 rs0105 	 8.601384 	 0.130780 	 0.130780 
 rs0107 	 8.961030 	 0.301030 	 -0.301030 
 rs0109 	 8.601384 	 0.000000 	 0.000000 
 rs0111 	 8.535994 	 0.163476 	 0.130780 
 rs0113 	 8.535994 	 0.000000 	 0.032695 
 rs0118 	 8.666774 	 0.065390 	 0.098085 
 rs0120 	 8.699469 	 0.065390 	 0.065390 
 rs0121 	 8.764859 	 0.098085 	 0.065390 
 rs0122 	 8.568689 	 0.098085 	 0.098085 
 rs0123 	 8.764859 	 0.065390 	 0.098085 
 rs0124 	 8.535994 	 0.130780 	 0.130780 
 rs0126 	 8.666774 	 0.032695 	 0.065390 
 rs0127 	 8.634079 	 0.065390 	 0.065390 
 rs0128 	 8.764859 	 0.065390 	 0.032695 
 rs0130 	 8.568689 	 0.098085 	 0.130780 
 rs0133 	 8.764859 	 0.065390 	 0.065390 
 rs0134 	 8.732164 	 0.032695 	 0.065390 
 rs0135 	 8.699469 	 0.065390 	 0.098085 
 rs0136 	 8.764859 	 0.065390 	 0.032695 
 rs0137 	 8.666774 	 0.065390 	 0.065390 
 rs0138 	 8.568689 	 0.098085 	 0.098085 
 rs0140 	 8.307128 	 0.032695 	 0.065390 
 rs0141 	 8.634079 	 0.098085 	 0.098085 
 rs0143 	 8.764859 	 0.065390 	 0.065390 
 rs0145 	 8.601384 	 0.032695 	 0.098085 
 rs0146 	 8.503298 	 0.065390 	 0.032695 
 rs0147 	 8.666774 	 0.032695 	 0.065390 
 rs0148 	 8.764859 	 0.032695 	 0.065390 
 rs0149 	 8.699469 	 0.130780 	 0.098085 
 rs0150 	 8.601384 	 0.098085 	 0.130780 
 rs0156 	 8.601384 	 0.098085 	 0.065390 
 rs0157 	 8.601384 	 0.098085 	 0.065390 
 rs0159 	 8.764859 	 0.032695 	 0.065390 
 rs0162 	 8.961030 	 0.301030 	 -0.301030 
 rs0163 	 8.699469 	 0.065390 	 0.065390 
 rs0165 	 8.634079 	 0.065390 	 0.065390 
 rs0166 	 8.732164 	 0.032695 	 0.065390 
 rs0167 	 8.568689 	 0.098085 	 0.065390 
 rs0168 	 8.470603 	 0.065390 	 0.098085 
 rs0170 	 8.601384 	 0.065390 	 0.098085 
 rs0171 	 8.634079 	 0.098085 	 0.065390 
 rs0172 	 8.699469 	 0.098085 	 0.065390 
 rs0174 	 8.601384 	 0.098085 	 0.065390 
 rs0175 	 8.666774 	 0.032695 	 0.065390 
 rs0178 	 8.503298 	 0.065390 	 0.065390 
 rs0180 	 8.666774 	 0.065390 	 0.098085 
 rs0181 	 8.961030 	 0.301030 	 -0.301030 
 rs0183 	 8.764859 	 0.065390 	 0.065390 
 rs0185 	 8.732164 	 0.065390 	 0.098085 
 rs0188 	 8.732164 	 0.065390 	 0.032695 
 rs0189 	 8.797554 	 0.065390 	 0.032695 
 rs0190 	 8.699469 	 0.065390 	 0.032695 
 rs0191 	 8.666774 	 0.032695 	 0.000000 
 rs0192 	 8.666774 	 0.065390 	 0.065390 
 rs0193 	 8.699469 	 0.065390 	 0.098085 
 rs0194 	 8.634079 	 0.000000 	 0.032695 
 rs0195 	 8.764859 	 0.065390 	 0.065390 
 rs0196 	 8.666774 	 0.032695 	 0.032695 
 rs0200 	 8.961030 	 0.301030 	 -0.301030 
 rs0201 	 8.797554 	 0.065390 	 0.065390 
 rs0202 	 8.699469 	 0.000000 	 0.032695 
 rs0203 	 8.732164 	 0.098085 	 0.098085 
 rs0206 	 8.764859 	 0.065390 	 0.065390 
 rs0209 	 8.732164 	 0.065390 	 0.032695 
 rs0211 	 8.797554 	 0.098085 	 0.065390 
 rs0212 	 8.634079 	 0.130780 	 0.098085 
 rs0215 	 8.568689 	 0.098085 	 0.130780 
 rs0216 	 7.784006 	 0.228866 	 1.013548 
 rs0218 	 8.634079 	 0.098085 	 0.098085 
 rs0220 	 8.503298 	 0.065390 	 0.065390 
 rs0221 	 8.732164 	 0.065390 	 0.065390 
 rs0224 	 8.764859 	 0.065390 	 0.065390 
 rs0225 	 8.699469 	 0.098085 	 0.065390 
 rs0226 	 8.568689 	 0.065390 	 0.065390 
 rs0227 	 8.764859 	 0.065390 	 0.065390 
 rs0228 	 8.601384 	 0.098085 	 0.065390 
 rs0231 	 8.634079 	 0.065390 	 0.065390 
 rs0236 	 8.568689 	 0.130780 	 0.130780 
 rs0237 	 8.503298 	 0.000000 	 0.000000 
 rs0239 	 8.601384 	 0.000000 	 0.032695 
 rs0240 	 8.830249 	 0.065390 	 0.065390 
 rs0241 	 8.634079 	 0.065390 	 0.065390 
 rs0242 	 8.699469 	 0.098085 	 0.098085 
 rs0243 	 8.699469 	 0.032695 	 0.065390 
 rs0244 	 8.961030 	 0.301030 	 -0.301030 
 rs0246 	 8.470603 	 0.065390 	 0.032695 
 rs0247 	 8.339823 	 0.032695 	 0.032695 
 rs0250 	 8.764859 	 0.065390 	 0.098085 
 rs0253 	 8.699469 	 0.000000 	 0.032695 
 rs0255 	 8.601384 	 0.098085 	 0.065390 
 rs0256 	 8.568689 	 0.065390 	 0.065390 
 rs0257 	 8.634079 	 0.098085 	 0.098085 
 rs0259 	 8.666774 	 0.032695 	 0.032695 
 rs0260 	 8.764859 	 0.065390 	 0.098085 
 rs0261 	 8.601384 	 0.000000 	 0.032695 
 rs0262 	 8.535994 	 0.065390 	 0.065390 
 rs0263 	 8.764859 	 0.065390 	 0.065390 
 rs0264 	 8.437908 	 0.065390 	 0.098085 
 rs0266 	 8.732164 	 0.032695 	 0.000000 
 rs0267 	 8.764859 	 0.065390 	 0.032695 
 rs0268 	 8.764859 	 0.065390 	 0.032695 
 rs0269 	 8.601384 	 0.098085 	 0.098085 
 rs0270 	 8.764859 	 0.065390 	 0.065390 
 rs0273 	 8.634079 	 0.065390 	 0.098085 
 rs0274 	 8.666774 	 0.065390 	 0.065390 
 rs0275 	 8.634079 	 0.098085 	 0.065390 
 rs0276 	 8.634079 	 0.065390 	 0.098085 
 rs0277 	 8.601384 	 0.098085 	 0.098085 
 rs0280 	 8.764859 	 0.065390 	 0.065390 
 rs0282 	 8.699469 	 0.032695 	 0.032695 
 rs0283 	 8.666774 	 0.065390 	 0.065390 
 rs0284 	 8.601384 	 0.065390 	 0.032695 
 rs0289 	 8.699469 	 0.098085 	 0.065390 
 rs0297 	 8.568689 	 0.098085 	 0.065390 
 rs0299 	 8.764859 	 0.065390 	 0.032695 
 rs0303 	 8.437908 	 0.098085 	 0.294256 
 rs0306 	 8.634079 	 0.065390 	 0.065390 
 rs0308 	 8.732164 	 0.098085 	 0.098085 
 rs0313 	 8.732164 	 0.065390 	 0.098085 
 rs0314 	 8.666774 	 0.065390 	 0.098085 
 rs0315 	 8.666774 	 0.032695 	 0.032695 
 rs0316 	 8.732164 	 0.065390 	 0.065390 
 rs0318 	 8.405213 	 0.098085 	 0.130780 
 rs0320 	 8.732164 	 0.032695 	 0.065390 
 rs0323 	 8.666774 	 0.065390 	 0.065390 
 rs0325 	 8.601384 	 0.098085 	 0.098085 
 rs0328 	 8.666774 	 0.098085 	 0.098085 
 rs0329 	 8.601384 	 0.032695 	 0.032695 
 rs0331 	 8.699469 	 0.098085 	 0.065390 
 rs0334 	 8.699469 	 0.065390 	 0.065390 
 rs0336 	 8.634079 	 0.065390 	 0.098085 
 rs0337 	 8.666774 	 0.065390 	 0.065390 
 rs0339 	 8.764859 	 0.065390 	 0.065390 
 rs0340 	 8.699469 	 0.065390 	 0.032695 
 rs0341 	 8.601384 	 0.098085 	 0.065390 
 rs0343 	 8.535994 	 0.065390 	 0.098085 
 rs0344 	 8.568689 	 0.065390 	 0.065390 
 rs0345 	 8.437908 	 0.098085 	 0.196171 
 rs0349 	 8.372518 	 0.065390 	 0.065390 
 rs0350 	 8.568689 	 0.032695 	 0.065390 
 rs0351 	 8.666774 	 0.065390 	 0.032695 
 rs0354 	 8.535994 	 0.065390 	 0.065390 
 rs0356 	 8.699469 	 0.065390 	 0.032695 
 rs0358 	 8.732164 	 0.065390 	 0.065390 
 rs0364 	 8.535994 	 0.130780 	 0.098085 
 rs0365 	 8.601384 	 0.130780 	 0.130780 
 rs0367 	 8.568689 	 0.065390 	 0.065390 
 rs0371 	 8.764859 	 0.065390 	 0.065390 
 rs0372 	 8.535994 	 0.098085 	 0.098085 
