#Name 	 q_Estimate 	 Err_down 	 Err_up
 rs0167 	 7.490427 	 0.163476 	 0.392341 
 rs0168 	 7.490427 	 0.098085 	 0.163476 
 rs0170 	 7.294256 	 0.130780 	 0.163476 
 rs0171 	 7.228866 	 0.130780 	 0.228866 
 rs0172 	 7.000000 	 0.000000 	 0.228866 
 rs0173 	 7.261561 	 0.098085 	 0.130780 
 rs0174 	 7.228866 	 0.098085 	 0.130780 
 rs0175 	 7.392341 	 0.163476 	 0.359646 
 rs0177 	 7.392341 	 0.098085 	 0.523122 
 rs0178 	 7.000000 	 0.000000 	 0.425036 
 rs0179 	 7.000000 	 0.000000 	 1.602060 
 rs0180 	 7.228866 	 0.163476 	 0.326951 
 rs0181 	 7.000000 	 0.000000 	 0.523122 
 rs0182 	 7.032695 	 0.032695 	 0.228866 
 rs0183 	 7.457732 	 0.261561 	 0.294256 
 rs0188 	 8.602060 	 0.326951 	 0.000000 
 rs0190 	 7.555817 	 0.261561 	 0.326951 
 rs0191 	 8.602060 	 0.326951 	 0.000000 
 rs0193 	 7.130780 	 0.098085 	 0.130780 
 rs0194 	 8.144329 	 0.425036 	 0.425036 
 rs0196 	 7.000000 	 0.000000 	 0.326951 
 rs0201 	 7.000000 	 0.000000 	 0.294256 
 rs0202 	 7.294256 	 0.261561 	 0.065390 
 rs0203 	 7.882768 	 0.261561 	 0.359646 
 rs0206 	 7.392341 	 0.261561 	 0.294256 
 rs0209 	 7.555817 	 0.228866 	 0.294256 
 rs0210 	 7.228866 	 0.098085 	 0.130780 
 rs0211 	 7.359646 	 0.261561 	 0.163476 
 rs0212 	 7.130780 	 0.098085 	 0.130780 
 rs0214 	 7.163476 	 0.130780 	 0.163476 
 rs0215 	 7.196171 	 0.065390 	 0.098085 
 rs0218 	 7.000000 	 0.000000 	 0.294256 
 rs0220 	 7.523122 	 0.130780 	 0.163476 
 rs0221 	 7.228866 	 0.163476 	 0.196171 
 rs0222 	 7.523122 	 0.261561 	 0.228866 
 rs0223 	 7.523122 	 0.261561 	 0.228866 
 rs0225 	 7.621207 	 0.196171 	 0.261561 
 rs0226 	 7.392341 	 0.130780 	 0.130780 
 rs0227 	 7.294256 	 0.228866 	 0.196171 
 rs0228 	 7.294256 	 0.130780 	 0.130780 
 rs0231 	 7.261561 	 0.163476 	 0.261561 
 rs1329 	 7.392341 	 0.065390 	 0.130780 
 rs0236 	 7.196171 	 0.065390 	 0.098085 
 rs0237 	 8.209719 	 0.392341 	 0.392341 
 rs0239 	 7.523122 	 0.294256 	 0.163476 
 rs0240 	 8.242414 	 0.882768 	 0.359646 
 rs0241 	 7.326951 	 0.163476 	 0.326951 
 rs0242 	 7.065390 	 0.065390 	 0.228866 
 rs0243 	 7.555817 	 0.261561 	 0.196171 
 rs0244 	 7.326951 	 0.163476 	 0.294256 
 rs0246 	 7.784683 	 0.196171 	 0.392341 
 rs0247 	 7.588512 	 0.098085 	 0.098085 
 rs0250 	 8.078939 	 0.882768 	 0.457732 
 rs0253 	 7.490427 	 0.261561 	 0.228866 
 rs0255 	 7.425036 	 0.163476 	 0.228866 
 rs0256 	 7.490427 	 0.130780 	 0.457732 
 rs0257 	 7.196171 	 0.130780 	 0.163476 
 rs0259 	 7.555817 	 0.294256 	 0.294256 
 rs0260 	 7.457732 	 0.261561 	 0.261561 
 rs0261 	 7.915463 	 0.392341 	 0.588512 
 rs0262 	 7.425036 	 0.130780 	 0.130780 
 rs0263 	 7.359646 	 0.228866 	 0.163476 
 rs0264 	 7.555817 	 0.098085 	 0.228866 
 rs0266 	 8.602060 	 0.359646 	 0.000000 
 rs0267 	 7.000000 	 0.000000 	 0.294256 
 rs0268 	 7.000000 	 0.000000 	 0.294256 
 rs0269 	 7.392341 	 0.163476 	 0.392341 
 rs0270 	 7.490427 	 0.294256 	 0.196171 
 rs0272 	 7.228866 	 0.130780 	 0.294256 
 rs0273 	 7.228866 	 0.130780 	 0.294256 
 rs0274 	 7.228866 	 0.130780 	 0.294256 
 rs0275 	 7.000000 	 0.000000 	 0.294256 
 rs0276 	 7.228866 	 0.130780 	 0.228866 
 rs0277 	 7.196171 	 0.065390 	 0.130780 
 rs1330 	 7.163476 	 0.098085 	 0.098085 
 rs0280 	 8.340499 	 0.326951 	 0.261561 
 rs0282 	 8.046243 	 0.294256 	 0.425036 
 rs0283 	 7.130780 	 0.098085 	 0.326951 
 rs0285 	 7.392341 	 0.098085 	 0.130780 
 rs0289 	 7.163476 	 0.130780 	 0.261561 
 rs0290 	 7.294256 	 0.098085 	 0.130780 
 rs0291 	 7.294256 	 0.098085 	 0.130780 
 rs0292 	 7.457732 	 0.163476 	 0.294256 
 rs0297 	 7.326951 	 0.098085 	 0.130780 
 rs0302 	 8.013548 	 0.098085 	 0.163476 
 rs0303 	 7.228866 	 0.065390 	 0.098085 
 rs0306 	 7.784683 	 0.228866 	 0.326951 
 rs0308 	 7.228866 	 0.163476 	 0.163476 
 rs0310 	 7.490427 	 0.326951 	 0.490427 
 rs1331 	 7.163476 	 0.065390 	 0.130780 
 rs0313 	 7.228866 	 0.228866 	 0.588512 
 rs0314 	 7.228866 	 0.130780 	 0.326951 
 rs0315 	 7.000000 	 0.000000 	 0.294256 
 rs0316 	 7.817378 	 0.326951 	 0.359646 
 rs0318 	 7.719292 	 0.098085 	 0.196171 
 rs0320 	 7.490427 	 0.294256 	 0.719292 
 rs0323 	 7.196171 	 0.163476 	 0.163476 
 rs0328 	 7.000000 	 0.000000 	 0.098085 
 rs0331 	 7.065390 	 0.065390 	 0.261561 
 rs0334 	 7.261561 	 0.163476 	 0.163476 
 rs0336 	 7.196171 	 0.130780 	 0.228866 
 rs0337 	 7.261561 	 0.130780 	 0.261561 
 rs0339 	 7.425036 	 0.294256 	 0.261561 
 rs0340 	 7.228866 	 0.163476 	 0.261561 
 rs0341 	 7.359646 	 0.163476 	 0.523122 
 rs0342 	 7.326951 	 0.130780 	 0.130780 
 rs0343 	 7.457732 	 0.130780 	 0.130780 
 rs0344 	 7.457732 	 0.163476 	 0.163476 
 rs0345 	 7.359646 	 0.065390 	 0.098085 
 rs0346 	 7.326951 	 0.098085 	 0.130780 
 rs0348 	 7.948158 	 0.196171 	 0.294256 
 rs0349 	 7.523122 	 0.098085 	 0.098085 
 rs0350 	 7.555817 	 0.163476 	 0.196171 
 rs0351 	 7.588512 	 0.261561 	 0.359646 
 rs0354 	 7.490427 	 0.130780 	 0.130780 
 rs0356 	 7.588512 	 0.294256 	 0.294256 
 rs0358 	 7.719292 	 0.261561 	 0.294256 
 rs0362 	 7.686597 	 0.326951 	 0.719292 
 rs0363 	 7.392341 	 0.130780 	 0.163476 
 rs0364 	 7.261561 	 0.065390 	 0.130780 
 rs0365 	 7.163476 	 0.098085 	 0.130780 
 rs0371 	 7.163476 	 0.163476 	 0.196171 
 rs0372 	 7.425036 	 0.098085 	 0.163476 
 rs0373 	 7.653902 	 0.294256 	 0.261561 
 rs0374 	 7.196171 	 0.098085 	 0.130780 
 rs0376 	 7.196171 	 0.130780 	 0.326951 
 rs0377 	 7.196171 	 0.130780 	 0.163476 
 rs0378 	 7.588512 	 0.228866 	 0.261561 
 rs0380 	 7.850073 	 0.425036 	 0.751987 
 rs0381 	 7.000000 	 0.000000 	 0.392341 
 rs0382 	 7.555817 	 0.228866 	 0.294256 
 rs0384 	 7.294256 	 0.163476 	 0.261561 
 rs0386 	 7.555817 	 0.163476 	 0.588512 
 rs0388 	 7.326951 	 0.098085 	 0.098085 
 rs0389 	 7.425036 	 0.098085 	 0.065390 
 rs0390 	 7.000000 	 0.000000 	 0.392341 
 rs0391 	 7.196171 	 0.163476 	 0.163476 
 rs0392 	 7.882768 	 0.163476 	 0.719292 
 rs0393 	 7.163476 	 0.130780 	 0.163476 
 rs0394 	 7.588512 	 0.098085 	 0.163476 
 rs0396 	 8.144329 	 0.359646 	 0.457732 
 rs0404 	 7.098085 	 0.065390 	 0.196171 
 rs0405 	 7.294256 	 0.130780 	 0.163476 
 rs0406 	 7.261561 	 0.163476 	 0.261561 
 rs0408 	 7.653902 	 0.163476 	 0.392341 
 rs0409 	 7.000000 	 0.000000 	 0.359646 
 rs0411 	 7.359646 	 0.098085 	 0.098085 
 rs1332 	 7.359646 	 0.098085 	 0.098085 
 rs0415 	 7.784683 	 0.098085 	 0.163476 
 rs0416 	 7.000000 	 0.000000 	 0.163476 
 rs0418 	 7.261561 	 0.098085 	 0.130780 
 rs0419 	 7.359646 	 0.196171 	 0.130780 
 rs0420 	 7.000000 	 0.000000 	 0.326951 
 rs0421 	 7.359646 	 0.065390 	 0.098085 
 rs0422 	 7.457732 	 0.098085 	 0.098085 
 rs0424 	 7.359646 	 0.065390 	 0.098085 
 rs0425 	 7.294256 	 0.294256 	 0.163476 
 rs0427 	 7.261561 	 0.098085 	 0.130780 
 rs0428 	 7.196171 	 0.130780 	 0.228866 
 rs0429 	 7.294256 	 0.130780 	 0.065390 
 rs0430 	 7.261561 	 0.098085 	 0.130780 
 rs0432 	 8.405890 	 0.130780 	 0.196171 
 rs0433 	 7.196171 	 0.163476 	 0.228866 
 rs0434 	 7.490427 	 0.163476 	 0.392341 
 rs0435 	 7.098085 	 0.065390 	 0.098085 
 rs0437 	 7.719292 	 0.196171 	 0.196171 
 rs0440 	 7.784683 	 0.130780 	 0.425036 
 rs0442 	 7.098085 	 0.065390 	 0.228866 
 rs0444 	 7.294256 	 0.098085 	 0.163476 
 rs0446 	 7.359646 	 0.130780 	 0.196171 
 rs1333 	 7.359646 	 0.130780 	 0.196171 
 rs1336 	 7.000000 	 0.000000 	 0.294256 
 rs0448 	 7.294256 	 0.130780 	 0.130780 
 rs0449 	 8.046243 	 0.359646 	 0.392341 
 rs0450 	 8.602060 	 0.457732 	 0.000000 
 rs0451 	 8.078939 	 0.228866 	 0.261561 
 rs0452 	 7.555817 	 0.294256 	 0.228866 
 rs0453 	 7.817378 	 0.457732 	 0.784683 
 rs0454 	 7.000000 	 0.000000 	 0.294256 
 rs0456 	 7.130780 	 0.098085 	 0.196171 
 rs0457 	 7.719292 	 0.065390 	 0.130780 
 rs0460 	 7.326951 	 0.098085 	 0.130780 
 rs0463 	 8.177024 	 0.425036 	 0.392341 
 rs0466 	 7.817378 	 0.359646 	 0.784683 
 rs0467 	 7.130780 	 0.098085 	 0.130780 
 rs0468 	 7.000000 	 0.000000 	 0.294256 
 rs0469 	 7.523122 	 0.130780 	 0.228866 
 rs0470 	 7.196171 	 0.098085 	 0.098085 
 rs0472 	 7.425036 	 0.065390 	 0.098085 
 rs0473 	 7.490427 	 0.130780 	 0.098085 
 rs0476 	 7.130780 	 0.130780 	 0.163476 
 rs0477 	 7.000000 	 0.000000 	 0.294256 
 rs0480 	 7.032695 	 0.032695 	 0.130780 
 rs0484 	 7.392341 	 0.098085 	 0.130780 
 rs0485 	 7.425036 	 0.130780 	 0.130780 
 rs0493 	 7.784683 	 0.490427 	 0.457732 
 rs0495 	 7.196171 	 0.098085 	 0.130780 
 rs0496 	 7.163476 	 0.163476 	 0.130780 
 rs0497 	 7.457732 	 0.098085 	 0.163476 
 rs0498 	 7.588512 	 0.326951 	 0.359646 
 rs0501 	 7.294256 	 0.098085 	 0.130780 
 rs0503 	 7.719292 	 0.392341 	 0.196171 
 rs0505 	 7.686597 	 0.359646 	 0.915463 
 rs0508 	 7.163476 	 0.065390 	 0.130780 
 rs0513 	 8.046243 	 0.261561 	 0.228866 
 rs0516 	 7.457732 	 0.163476 	 0.130780 
 rs0517 	 7.588512 	 0.359646 	 0.490427 
 rs0519 	 7.359646 	 0.196171 	 0.163476 
 rs0520 	 7.228866 	 0.130780 	 0.196171 
