#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rs0057 	 7.751311 	 0.392341 	 0.588512 
 rs1317 	 8.666774 	 1.307804 	 0.261561 
 rs0060 	 7.980177 	 0.588512 	 0.326951 
 rs1318 	 7.947482 	 0.588512 	 0.784682 
 rs1319 	 8.928335 	 0.130780 	 0.032695 
 rs0062 	 7.980177 	 0.555817 	 0.196171 
 rs0063 	 8.143652 	 0.588512 	 0.457731 
 rs0064 	 8.503298 	 0.130780 	 0.065390 
 rs0065 	 8.078262 	 0.621207 	 0.326951 
 rs0066 	 7.358970 	 0.000000 	 0.653902 
 rs0068 	 8.143652 	 0.653902 	 0.359646 
 rs0070 	 7.620531 	 0.261561 	 0.588512 
 rs0074 	 8.470603 	 0.163476 	 0.130780 
 rs0077 	 8.895640 	 0.163476 	 0.065390 
 rs0080 	 8.961030 	 0.032695 	 0.000000 
 rs0081 	 7.358970 	 0.000000 	 1.471280 
 rs0082 	 7.391665 	 0.032695 	 0.621207 
 rs0083 	 7.424360 	 0.065390 	 0.457731 
 rs0084 	 7.947482 	 0.588512 	 1.013548 
 rs0085 	 8.241738 	 0.588512 	 0.326951 
 rs0088 	 8.078262 	 0.621207 	 0.294256 
 rs0087 	 8.470603 	 0.163476 	 0.130780 
 rs0089 	 8.862945 	 0.163476 	 0.065390 
 rs0090 	 7.751311 	 0.392341 	 0.588512 
 rs0092 	 7.947482 	 0.588512 	 1.013548 
 rs0093 	 8.830249 	 0.130780 	 0.098085 
 rs0094 	 8.666774 	 0.392341 	 0.261561 
 rs0095 	 7.358970 	 0.000000 	 0.882768 
 rs0096 	 8.862945 	 0.130780 	 0.065390 
 rs0097 	 8.241738 	 0.784682 	 0.425036 
 rs0098 	 8.699469 	 0.621207 	 0.098085 
 rs0104 	 8.699469 	 0.163476 	 0.130780 
 rs0105 	 7.718616 	 0.359646 	 0.555817 
 rs0107 	 7.947482 	 0.588512 	 1.013548 
 rs0109 	 8.078262 	 0.457731 	 0.261561 
 rs0111 	 7.358970 	 0.000000 	 0.719292 
 rs1321 	 8.961030 	 1.602060 	 0.000000 
 rs1322 	 7.358970 	 0.000000 	 0.653902 
 rs0113 	 8.568689 	 0.098085 	 0.098085 
 rs0114 	 8.732164 	 0.163476 	 0.098085 
 rs0118 	 8.339823 	 0.261561 	 0.425036 
 rs0120 	 8.307128 	 0.163476 	 0.196171 
 rs0121 	 8.699469 	 0.196171 	 0.098085 
 rs0122 	 8.045567 	 0.621207 	 0.359646 
 rs0124 	 7.391665 	 0.032695 	 0.751987 
 rs0125 	 8.961030 	 0.301030 	 -0.301030 
 rs0126 	 8.470603 	 0.196171 	 0.392341 
 rs0127 	 8.666774 	 0.359646 	 0.294256 
 rs0128 	 8.797554 	 0.163476 	 0.098085 
 rs0129 	 8.928335 	 0.098085 	 0.032695 
 rs0130 	 7.718616 	 0.359646 	 0.555817 
 rs0132 	 7.391665 	 0.032695 	 0.653902 
 rs0133 	 8.535994 	 0.098085 	 0.065390 
 rs0134 	 8.601384 	 0.098085 	 0.098085 
 rs0135 	 8.601384 	 0.163476 	 0.130780 
 rs0136 	 8.601384 	 0.130780 	 0.032695 
 rs0137 	 8.339823 	 0.294256 	 0.261561 
 rs0138 	 7.685921 	 0.326951 	 0.523122 
 rs0139 	 7.391665 	 0.032695 	 0.686597 
 rs0140 	 7.391665 	 0.032695 	 0.784682 
 rs0141 	 8.012872 	 0.588512 	 0.261561 
 rs0142 	 8.535994 	 0.065390 	 0.065390 
 rs0143 	 8.895640 	 0.098085 	 0.065390 
 rs0145 	 8.339823 	 0.294256 	 0.130780 
 rs0146 	 8.209043 	 0.523122 	 0.261561 
 rs0147 	 8.437908 	 0.294256 	 0.163476 
 rs0148 	 8.961030 	 0.032695 	 0.000000 
 rs0149 	 8.143652 	 0.621207 	 0.392341 
 rs1323 	 8.110957 	 0.425036 	 0.294256 
 rs1324 	 8.503298 	 0.130780 	 0.163476 
 rs0150 	 7.587836 	 0.228866 	 0.555817 
 rs0151 	 8.012872 	 0.588512 	 0.359646 
 rs0152 	 7.980177 	 0.588512 	 0.261561 
 rs0154 	 7.587836 	 0.228866 	 0.653902 
 rs1325 	 7.947482 	 0.588512 	 1.013548 
 rs0155 	 8.568689 	 0.261561 	 0.326951 
 rs0156 	 8.176347 	 0.228866 	 0.261561 
 rs0159 	 8.699469 	 0.130780 	 0.032695 
 rs0161 	 8.078262 	 0.653902 	 0.425036 
 rs0163 	 8.437908 	 0.098085 	 0.098085 
 rs0165 	 8.209043 	 0.457731 	 0.457731 
 rs0166 	 8.797554 	 0.196171 	 0.065390 
 rs0167 	 8.209043 	 0.751987 	 0.490427 
 rs0168 	 7.587836 	 0.228866 	 0.653902 
 rs0170 	 8.078262 	 0.588512 	 0.359646 
 rs0171 	 8.078262 	 0.523122 	 0.425036 
 rs0172 	 8.274433 	 0.555817 	 0.457731 
 rs0173 	 7.882092 	 0.457731 	 0.392341 
 rs0174 	 7.849396 	 0.425036 	 0.425036 
 rs0175 	 8.503298 	 0.196171 	 0.326951 
 rs0177 	 7.391665 	 0.032695 	 1.307804 
 rs0178 	 8.961030 	 1.602060 	 0.000000 
 rs0179 	 8.666774 	 1.307804 	 0.294256 
 rs0180 	 8.372518 	 0.228866 	 0.425036 
 rs0181 	 8.961030 	 1.602060 	 0.000000 
 rs0182 	 8.372518 	 0.294256 	 0.425036 
 rs0183 	 8.895640 	 0.130780 	 0.032695 
 rs0188 	 8.339823 	 0.196171 	 0.098085 
 rs0190 	 8.862945 	 0.163476 	 0.065390 
 rs0191 	 8.503298 	 0.098085 	 0.032695 
 rs0193 	 8.437908 	 0.098085 	 0.130780 
 rs0194 	 8.830249 	 0.228866 	 0.065390 
 rs0196 	 7.358970 	 0.000000 	 1.438584 
 rs0201 	 7.358970 	 0.000000 	 1.602060 
 rs0202 	 7.947482 	 0.555817 	 0.196171 
 rs0203 	 8.470603 	 0.098085 	 0.098085 
 rs0206 	 8.895640 	 0.098085 	 0.065390 
 rs0209 	 8.862945 	 0.130780 	 0.065390 
 rs0210 	 7.653226 	 0.261561 	 0.621207 
 rs0211 	 8.895640 	 0.130780 	 0.032695 
 rs0212 	 8.012872 	 0.588512 	 0.326951 
 rs0214 	 8.568689 	 0.163476 	 0.130780 
 rs0215 	 7.457055 	 0.098085 	 0.588512 
 rs0218 	 7.947482 	 0.588512 	 1.013548 
 rs0220 	 7.947482 	 0.555817 	 0.359646 
 rs0221 	 8.699469 	 0.163476 	 0.130780 
 rs0222 	 8.862945 	 0.163476 	 0.065390 
 rs0223 	 8.862945 	 0.163476 	 0.065390 
 rs0225 	 8.372518 	 0.098085 	 0.098085 
 rs0226 	 8.110957 	 0.555817 	 0.261561 
 rs0227 	 8.895640 	 0.130780 	 0.032695 
 rs0228 	 8.045567 	 0.588512 	 0.294256 
 rs0231 	 8.274433 	 0.523122 	 0.359646 
 rs1329 	 7.457055 	 0.098085 	 0.621207 
 rs0236 	 7.489750 	 0.130780 	 0.588512 
 rs0237 	 8.601384 	 0.098085 	 0.065390 
 rs0239 	 8.372518 	 0.359646 	 0.130780 
 rs0240 	 8.797554 	 0.098085 	 0.163476 
 rs0241 	 8.339823 	 0.294256 	 0.425036 
 rs0242 	 8.339823 	 0.326951 	 0.392341 
 rs0243 	 8.797554 	 0.196171 	 0.065390 
 rs0244 	 8.110957 	 0.294256 	 0.294256 
 rs0246 	 8.241738 	 0.686597 	 0.392341 
 rs0247 	 7.391665 	 0.032695 	 0.555817 
 rs0250 	 8.503298 	 0.130780 	 0.359646 
 rs0253 	 8.862945 	 0.163476 	 0.032695 
 rs0255 	 8.143652 	 0.588512 	 0.359646 
 rs0256 	 8.274433 	 0.261561 	 0.490427 
 rs0257 	 8.078262 	 0.621207 	 0.326951 
 rs0259 	 8.568689 	 0.163476 	 0.065390 
 rs0260 	 8.928335 	 0.098085 	 0.032695 
 rs0261 	 8.601384 	 0.130780 	 0.098085 
 rs0262 	 8.045567 	 0.588512 	 0.261561 
 rs0263 	 8.830249 	 0.163476 	 0.065390 
 rs0264 	 7.555141 	 0.196171 	 0.784682 
 rs0266 	 8.470603 	 0.098085 	 0.065390 
 rs0267 	 7.947482 	 0.588512 	 1.013548 
 rs0268 	 7.947482 	 0.588512 	 1.013548 
 rs0269 	 8.241738 	 0.490427 	 0.457731 
 rs0270 	 8.895640 	 0.163476 	 0.032695 
 rs0272 	 8.176347 	 0.588512 	 0.490427 
 rs0273 	 8.176347 	 0.588512 	 0.490427 
 rs0274 	 8.307128 	 0.294256 	 0.392341 
 rs0275 	 7.947482 	 0.588512 	 1.013548 
 rs0276 	 8.209043 	 0.555817 	 0.359646 
 rs0277 	 7.685921 	 0.294256 	 0.588512 
 rs1330 	 7.587836 	 0.228866 	 0.523122 
 rs0280 	 8.437908 	 0.098085 	 0.065390 
 rs0282 	 8.470603 	 0.098085 	 0.098085 
 rs0283 	 8.241738 	 0.523122 	 0.490427 
 rs0285 	 7.980177 	 0.555817 	 0.294256 
 rs0289 	 8.339823 	 0.359646 	 0.359646 
 rs0290 	 7.882092 	 0.490427 	 0.392341 
 rs0291 	 7.424360 	 0.065390 	 0.686597 
 rs0292 	 8.209043 	 0.719292 	 0.392341 
 rs0297 	 7.685921 	 0.326951 	 0.588512 
 rs0302 	 7.391665 	 0.032695 	 0.653902 
 rs0303 	 7.391665 	 0.032695 	 0.588512 
 rs0306 	 8.339823 	 0.163476 	 0.098085 
 rs0308 	 8.666774 	 0.196171 	 0.098085 
 rs0310 	 8.797554 	 0.261561 	 0.130780 
 rs1331 	 7.555141 	 0.196171 	 0.621207 
 rs0313 	 8.732164 	 0.392341 	 0.098085 
 rs0314 	 8.339823 	 0.294256 	 0.425036 
 rs0315 	 7.947482 	 0.588512 	 1.013548 
 rs0316 	 8.503298 	 0.130780 	 0.098085 
 rs0318 	 7.358970 	 0.000000 	 0.850073 
 rs0320 	 8.862945 	 0.392341 	 0.065390 
 rs0323 	 8.339823 	 0.326951 	 0.261561 
 rs0328 	 8.012872 	 0.588512 	 0.392341 
 rs0331 	 8.274433 	 0.294256 	 0.457731 
 rs0334 	 8.470603 	 0.098085 	 0.130780 
 rs0336 	 8.143652 	 0.555817 	 0.425036 
 rs0337 	 8.372518 	 0.196171 	 0.359646 
 rs0339 	 8.895640 	 0.130780 	 0.032695 
 rs0340 	 8.405213 	 0.294256 	 0.359646 
 rs0341 	 8.241738 	 0.784682 	 0.588512 
 rs0342 	 7.947482 	 0.555817 	 0.359646 
 rs0343 	 8.045567 	 0.621207 	 0.261561 
 rs0344 	 8.143652 	 0.686597 	 0.294256 
 rs0345 	 7.391665 	 0.032695 	 0.621207 
 rs0346 	 7.424360 	 0.065390 	 0.686597 
 rs0348 	 8.241738 	 0.523122 	 0.228866 
 rs0349 	 7.391665 	 0.032695 	 0.555817 
 rs0350 	 8.405213 	 0.163476 	 0.196171 
 rs0351 	 8.862945 	 0.130780 	 0.065390 
 rs0354 	 8.012872 	 0.588512 	 0.294256 
 rs0356 	 8.895640 	 0.163476 	 0.032695 
 rs0358 	 8.372518 	 0.098085 	 0.098085 
 rs0362 	 8.928335 	 0.098085 	 0.032695 
 rs0363 	 7.980177 	 0.621207 	 0.326951 
 rs0364 	 7.358970 	 0.000000 	 0.686597 
 rs0365 	 7.587836 	 0.228866 	 0.621207 
 rs0371 	 8.732164 	 0.196171 	 0.098085 
 rs0372 	 7.914787 	 0.523122 	 0.392341 
 rs0373 	 8.634079 	 0.326951 	 0.196171 
 rs0374 	 7.980177 	 0.588512 	 0.326951 
 rs0376 	 8.339823 	 0.294256 	 0.425036 
 rs0377 	 8.470603 	 0.130780 	 0.098085 
 rs0378 	 8.830249 	 0.130780 	 0.065390 
 rs0380 	 8.666774 	 0.621207 	 0.261561 
 rs0381 	 8.961030 	 1.602060 	 0.000000 
 rs0382 	 8.895640 	 0.098085 	 0.032695 
 rs0384 	 8.209043 	 0.588512 	 0.425036 
 rs0386 	 8.241738 	 0.653902 	 0.555817 
 rs0388 	 7.457055 	 0.098085 	 0.621207 
 rs0389 	 7.424360 	 0.065390 	 0.523122 
 rs0390 	 8.961030 	 1.602060 	 0.000000 
 rs0391 	 8.666774 	 0.196171 	 0.098085 
 rs0392 	 8.078262 	 0.588512 	 0.621207 
 rs0393 	 8.176347 	 0.588512 	 0.294256 
 rs0394 	 7.489750 	 0.130780 	 0.719292 
 rs0396 	 8.895640 	 0.065390 	 0.032695 
 rs0404 	 7.358970 	 0.000000 	 0.686597 
 rs0405 	 7.653226 	 0.261561 	 0.490427 
 rs0406 	 8.339823 	 0.294256 	 0.359646 
 rs0408 	 8.307128 	 0.261561 	 0.392341 
 rs0409 	 7.358970 	 0.000000 	 0.653902 
 rs0411 	 7.849396 	 0.457731 	 0.359646 
 rs1332 	 7.980177 	 0.588512 	 0.294256 
 rs0415 	 7.358970 	 0.000000 	 0.751987 
 rs0416 	 7.358970 	 0.000000 	 0.784682 
 rs0418 	 7.587836 	 0.196171 	 0.621207 
 rs0419 	 8.405213 	 0.261561 	 0.163476 
 rs0420 	 8.961030 	 1.602060 	 0.000000 
 rs0421 	 7.358970 	 0.000000 	 0.588512 
 rs0422 	 7.457055 	 0.098085 	 0.588512 
 rs0424 	 7.620531 	 0.196171 	 0.457731 
 rs0425 	 8.241738 	 0.261561 	 0.098085 
 rs0427 	 7.980177 	 0.555817 	 0.294256 
 rs0428 	 8.241738 	 0.621207 	 0.326951 
 rs0429 	 7.947482 	 0.555817 	 0.228866 
 rs0430 	 7.424360 	 0.065390 	 0.719292 
 rs0432 	 7.424360 	 0.065390 	 0.555817 
 rs0433 	 8.339823 	 0.326951 	 0.359646 
 rs0434 	 8.078262 	 0.686597 	 0.588512 
 rs0435 	 7.882092 	 0.490427 	 0.392341 
 rs0437 	 8.241738 	 0.490427 	 0.228866 
 rs0440 	 8.405213 	 0.065390 	 0.163476 
 rs0442 	 7.358970 	 0.000000 	 0.653902 
 rs0444 	 7.391665 	 0.032695 	 0.621207 
 rs0446 	 8.666774 	 0.163476 	 0.098085 
 rs1333 	 8.666774 	 0.163476 	 0.098085 
 rs1336 	 7.947482 	 0.588512 	 1.013548 
 rs0448 	 8.078262 	 0.523122 	 0.228866 
 rs0449 	 8.437908 	 0.130780 	 0.098085 
 rs0450 	 8.601384 	 0.098085 	 0.000000 
 rs0451 	 8.241738 	 0.196171 	 0.130780 
 rs0452 	 8.535994 	 0.130780 	 0.065390 
 rs0453 	 8.961030 	 0.359646 	 0.000000 
 rs0454 	 7.947482 	 0.588512 	 1.013548 
 rs0456 	 8.176347 	 0.326951 	 0.261561 
 rs0457 	 7.358970 	 0.000000 	 0.653902 
 rs0460 	 7.587836 	 0.196171 	 0.621207 
 rs0463 	 8.634079 	 0.359646 	 0.163476 
 rs0466 	 8.928335 	 0.359646 	 0.032695 
 rs0467 	 7.882092 	 0.490427 	 0.392341 
 rs0468 	 7.358970 	 0.000000 	 1.602060 
 rs0469 	 7.980177 	 0.588512 	 0.392341 
 rs0470 	 7.587836 	 0.228866 	 0.555817 
 rs0472 	 7.391665 	 0.032695 	 0.588512 
 rs0473 	 7.620531 	 0.261561 	 0.555817 
 rs0476 	 8.535994 	 0.163476 	 0.163476 
 rs0477 	 7.947482 	 0.588512 	 1.013548 
 rs0480 	 8.143652 	 0.621207 	 0.392341 
 rs0484 	 7.620531 	 0.261561 	 0.653902 
 rs0485 	 8.012872 	 0.621207 	 0.326951 
 rs0493 	 8.666774 	 0.817378 	 0.228866 
 rs0495 	 7.882092 	 0.490427 	 0.359646 
 rs0496 	 8.666774 	 0.196171 	 0.098085 
 rs0497 	 7.457055 	 0.098085 	 0.784682 
 rs0498 	 8.895640 	 0.163476 	 0.032695 
 rs0501 	 7.947482 	 0.523122 	 0.326951 
 rs0503 	 8.928335 	 0.130780 	 0.000000 
 rs0505 	 8.961030 	 0.392341 	 0.000000 
 rs0508 	 7.816701 	 0.425036 	 0.457731 
 rs0513 	 8.241738 	 0.784682 	 0.228866 
 rs0516 	 8.110957 	 0.555817 	 0.228866 
 rs0517 	 8.568689 	 0.163476 	 0.098085 
 rs0519 	 8.405213 	 0.294256 	 0.228866 
 rs0520 	 8.078262 	 0.523122 	 0.392341 
