#Name   Z    Err_down    Err_up
rs0095      7.35897      0.00000     0.915463
rs0096      8.86294     0.130780    0.0653902
rs0097      8.20904     0.653902     0.425036
rs0098      8.69947     0.588512    0.0980853
rs0104      8.69947     0.163475    0.0980853
rs0105      7.81670     0.457731     0.457731
rs0107      8.79755      1.43858     0.163476
rs0109      7.75131     0.163475     0.261561
rs0111      7.39166    0.0326951     0.719292
rs1321      8.79755      1.43858     0.163476
rs1322      7.35897      0.00000     0.686597
rs0113      8.60138     0.130780    0.0653902
rs0114      8.76486     0.163476    0.0980853
rs0118      8.33982     0.228866     0.457731
rs0120      8.33982     0.130780     0.196171
rs0121      8.66677     0.130780    0.0980853
rs0122      8.11096     0.621207     0.359646
rs0124      7.42436    0.0653902     0.751987
rs0125      8.96103      1.60206     -1.60206
rs0126      8.47060     0.196171     0.392341
rs0127      8.83025     0.228866    0.0980853
rs0128      8.79755     0.163475    0.0980854
rs0129      8.92834    0.0980853    0.0326951
rs0130      7.98018     0.621207     0.326951
rs0132      7.48975     0.130780     0.621207
rs0133      8.56869     0.130780    0.0326951
rs0134      8.63408     0.130780    0.0326951
rs0135      8.60138     0.163476     0.130780
rs0136      8.63408     0.163476      0.00000
rs0137      8.33982     0.228866     0.261561
rs0138      7.71862     0.359646     0.490427
rs0139      7.52245     0.163476     0.555817
rs0140      7.35897      0.00000     0.850073
rs0141      7.98018     0.425036     0.326951
rs0142      8.56869    0.0980853    0.0980853
rs0143      8.89564     0.130780    0.0653901
rs0145      8.30713     0.196171     0.130780
rs0146      8.24174     0.490426     0.196171
rs0147      8.47060     0.261561     0.130780
rs0148      8.96103    0.0326951      0.00000
rs0149      8.17635     0.490426     0.359646
rs1323      8.20904     0.392341     0.261561
rs1324      8.53599     0.130780     0.130780
rs0150      7.65323     0.294256     0.523122
rs0151      8.14365     0.686597     0.294256
rs0152      7.68592     0.261561     0.555817
rs0154      7.65323     0.294256     0.555817
rs1325      8.79755      1.43858     0.163476
rs0155      8.56869     0.294256     0.326951
rs0156      8.27443     0.490426     0.130780
rs0159      8.66677    0.0980853      0.00000
rs0161      8.17635     0.621207     0.326951
rs0163      8.47060     0.130780    0.0653902
rs0165      8.27443     0.490426     0.392341
rs0166      8.76486     0.130780    0.0980853
rs0167      8.17635     0.588512     0.555817
rs0168      7.98018     0.621207     0.261561
rs0170      8.14365     0.588512     0.294256
rs0171      8.20904     0.588512     0.294256
rs0172      8.27443     0.392341     0.425036
rs0173      7.68592     0.196171     0.555817
rs0174      7.78401     0.326951     0.490426
rs0175      8.50330     0.196171     0.294256
rs0177      7.35897      0.00000      1.47128
rs0178      8.83025     0.130780     0.130780
rs0179      8.79755      1.43858     0.163476
rs0180      8.43791     0.261561     0.359646
rs0181      8.92834     0.850073    0.0326951
rs0182      8.37252     0.196171     0.392341
rs0183      8.89564     0.130780    0.0653901
rs0188      8.33982     0.163475    0.0980853
rs0190      8.86294     0.163476    0.0653902
rs0191      8.50330     0.130780    0.0326952
rs0193      8.47060     0.130780    0.0980853
rs0194      8.83025     0.196171    0.0653902
rs0196      8.11096     0.751987     0.719292
rs0201      8.79755      1.43858     0.163476
rs0202      7.91479     0.490426     0.326951
rs0203      8.47060    0.0980853    0.0980853
rs0206      8.92834     0.163476    0.0326951
rs0209      8.86294     0.130780    0.0653902
rs0210      7.94748     0.588512     0.326951
rs0211      8.89564     0.130780    0.0326951
rs0212      8.07826     0.555817     0.294256
rs0214      8.56869     0.130780     0.130780
rs0215      7.58784     0.228866     0.555817
rs0218      8.79755      1.43858     0.163476
rs0220      8.11096     0.719292     0.228866
rs0221      8.69947     0.163475    0.0980853
rs0222      8.86294     0.163476    0.0653902
rs0223      8.86294     0.163476    0.0653902
rs0225      8.40521     0.130780    0.0653902
rs0226      8.17635     0.555817     0.196171
rs0227      8.89564     0.130780    0.0326951
rs0228      7.75131     0.228866     0.588512
rs0231      8.27443     0.490426     0.359646
rs1329      7.52245     0.163476     0.621207
rs0236      7.58784     0.228866     0.555817
rs0237      8.63408     0.130780    0.0326951
rs0239      8.37252     0.686597     0.130780
rs0240      8.96103     0.326951      0.00000
rs0241      8.33982     0.261561     0.457731
rs0242      8.33982     0.261561     0.392341
rs0243      8.73216     0.163476     0.130780
rs0244      8.27443     0.621207    0.0980853
rs0246      8.20904     0.490427     0.392341
rs0247      7.48975     0.130780     0.425036
rs0250      8.53599     0.163476     0.359646
rs0253      8.83025     0.163476    0.0653902
rs0255      8.20904     0.555817     0.294256
rs0256      8.47060     0.359646     0.228866
rs0257      8.07826     0.490426     0.359646
rs0259      8.53599    0.0980854    0.0980853
rs0260      8.92834    0.0980853    0.0326951
rs0261      8.60138     0.130780    0.0653902
rs0262      8.11096     0.555817     0.228866
rs0263      8.83025     0.163476    0.0653902
rs0264      8.11096     0.751987     0.261561
rs0266      8.50330     0.130780    0.0653902
rs0267      8.79755      1.43858     0.163476
rs0268      8.79755      1.43858     0.163476
rs0269      8.24174     0.490426     0.457731
rs0270      8.86294     0.130780    0.0653902
rs0272      8.20904     0.523122     0.457731
rs0273      8.20904     0.523122     0.457731
rs0274      8.33982     0.326951     0.359646
rs0275      8.79755      1.43858     0.163476
rs0276      8.20904     0.457731     0.359646
rs0277      7.71862     0.326951     0.555817
rs1330      7.55514     0.196171     0.621207
rs0280      8.47060     0.130780    0.0653902
rs0282      8.50330     0.130780    0.0653902
rs0283      8.27443     0.425036     0.457731
rs0285      7.88209     0.392341     0.392341
rs0289      8.30713     0.326951     0.359646
rs0290      7.75131     0.359646     0.523122
rs0291      7.52245     0.163476     0.621207
rs0292      8.17635     0.555817     0.425036
rs0297      7.68592     0.326951     0.588512
rs0302      7.58784     0.228866     0.490426
rs0303      7.45706    0.0980853     0.555817
rs0306      8.33982    0.0980853     0.130780
rs0308      8.63408     0.130780     0.130780
rs0310      8.76486     0.228866     0.163476
rs1331      7.62053     0.261561     0.621207
rs0313      8.69947     0.359646     0.130780
rs0314      8.37252     0.294256     0.425036
rs0315      8.79755      1.43858     0.163476
rs0316      8.47060    0.0980853     0.130780
rs0318      8.76486      1.40589    0.0653902
rs0320      8.86294     0.392341    0.0653902
rs0323      8.33982     0.261561     0.228866
rs0328      8.07826     0.490426     0.359646
rs0331      8.27443     0.261561     0.457731
rs0334      8.50330     0.130780    0.0980853
rs0336      8.24174     0.523122     0.326951
rs0337      8.43791     0.228866     0.228866
rs0339      8.89564     0.163476    0.0326951
rs0340      8.40521     0.228866     0.359646
rs0341      8.17635     0.588512     0.719292
rs0342      7.98018     0.621207     0.326951
rs0343      8.04557     0.523122     0.294256
rs0344      8.14365     0.555817     0.326951
rs0345      7.35897      0.00000     0.653902
rs0346      7.52245     0.163476     0.621207
rs0348      8.24174     0.326951     0.196171
rs0349      7.39166    0.0326951     0.555817
rs0350      8.43791     0.163475     0.130780
rs0351      8.89564     0.163476    0.0326951
rs0354      8.11096     0.621207     0.261561
rs0356      8.89564     0.163476    0.0326951
rs0358      8.37252    0.0980853     0.130780
rs0362      8.92834    0.0980853    0.0326951
rs0363      7.81670     0.457731     0.490427
rs0364      7.35897      0.00000     0.751987
rs0365      7.65323     0.294256     0.588512
rs0371      8.73216     0.163476    0.0980853
rs0372      8.07826     0.686597     0.261561
rs0373      8.56869     0.261561     0.261561
rs0374      7.94748     0.490427     0.392341
rs0376      8.37252     0.261561     0.392341
rs0377      8.47060     0.130780    0.0980853
rs0378      8.83025     0.130780    0.0653902
rs0380      8.79755     0.261561     0.130780
rs0381      8.96103      1.60206      0.00000
rs0382      8.89564    0.0980854    0.0326951
rs0384      8.24174     0.555817     0.392341
rs0386      8.20904     0.490427     0.621207
rs0388      7.58784     0.228866     0.490426
rs0389      7.58784     0.228866     0.261561
rs0390      8.96103      1.60206      0.00000
rs0391      8.63408     0.130780     0.130780
rs0392      8.73216      1.20972    0.0326951
rs0393      8.17635     0.457731     0.294256
rs0394      7.48975     0.130780     0.751987
rs0396      8.92834    0.0653902      0.00000
rs0404      7.39166    0.0326951     0.719292
rs0405      7.94748     0.555817     0.261561
rs0406      8.33982     0.228866     0.326951
rs0408      8.33982     0.228866     0.326951
rs0409      7.35897      0.00000     0.784682
rs0411      7.75131     0.326951     0.425036
rs1332      7.68592     0.228866     0.588512
rs0415      7.35897      0.00000     0.817378
rs0416      7.35897      0.00000     0.751987
rs0418      7.71862     0.359646     0.490427
rs0419      8.37252     0.163476     0.196171
rs0420      8.96103      1.60206      0.00000
rs0421      7.45706    0.0980853     0.359646
rs0422      7.48975     0.130780     0.588512
rs0424      7.75131     0.261561     0.294256
rs0425      8.24174     0.228866     0.130780
rs0427      7.75131     0.261561     0.555817
rs0428      8.24174     0.490426     0.294256
rs0429      7.91479     0.490426     0.326951
rs0430      7.48975     0.130780     0.686597
rs0432      7.68592     0.326951     0.326951
rs0433      8.33982     0.294256     0.326951
rs0434      8.11096     0.621207     0.653902
rs0435      7.84940     0.490426     0.392341
rs0437      8.24174     0.425036     0.196171
rs0440      8.40521    0.0653902     0.163476
rs0442      7.35897      0.00000     0.784682
rs0444      7.48975     0.130780     0.588512
rs0446      8.66677     0.130780    0.0980853
rs1333      8.66677     0.130780    0.0980853
rs1336      8.79755      1.43858     0.163476
rs0448      8.14365     0.523122     0.196171
rs0449      8.47060     0.163476    0.0980853
rs0450      8.56869    0.0653902    0.0326951
rs0451      8.27443     0.130780     0.163475
rs0452      8.50330    0.0980853    0.0980853
rs0453      8.96103    0.0653901      0.00000
rs0454      8.79755      1.43858     0.163476
rs0456      8.24174     0.294256     0.228866
rs0457      7.35897      0.00000     0.751987
rs0460      7.65323     0.294256     0.523122
rs0463      8.60138     0.261561    0.0980853
rs0466      8.92834    0.0653902    0.0326951
rs0467      7.81670     0.425036     0.457731
rs0468      8.11096     0.751987     0.850073
rs0469      8.14365     0.784682     0.326951
rs0470      7.58784     0.228866     0.621207
rs0472      7.39166    0.0326951     0.588512
rs0473      7.48975     0.130780     0.719292
rs0476      8.56869     0.163476    0.0980853
rs0477      8.79755      1.43858     0.163476
rs0480      8.17635     0.457731     0.359646
rs0484      7.55514     0.196171     0.719292
rs0485      8.07826     0.621207     0.294256
rs0493      8.69947     0.719292     0.196171
rs0495      7.78401     0.392341     0.490426
rs0496      8.66677     0.163476    0.0980853
rs0497      7.39166    0.0326951     0.850073
rs0498      8.89564     0.163476    0.0326951
rs0501      7.75131     0.294256     0.555817
rs0503      8.92834     0.130780      0.00000
rs0505      8.96103     0.392341      0.00000
rs0508      7.98018     0.555817     0.326951
rs0513      8.11096     0.555817     0.359646
rs0516      8.11096     0.490426     0.228866
rs0517      8.56869     0.130780    0.0980853
rs0519      8.37252     0.196171     0.261561
rs0520      8.20904     0.588512     0.261561
rs0521      8.33982     0.294256     0.457731
rs0522      8.60138     0.130780     0.130780
rs0524      8.07826     0.523122     0.261561
rs0526      8.27443     0.326951     0.359646
rs0528      8.96103    0.0980853      0.00000
rs0529      8.27443     0.555817     0.228866
rs0531      8.92834    0.0980853    0.0326951
rs0532      8.37252     0.163476     0.196171
rs0534      8.79755      1.43858     0.163476
rs0536      8.79755     0.751987     0.130780
rs0537      8.86294     0.163476    0.0326952
rs0538      8.63408     0.425036     0.130780
rs0541      8.89564     0.130780    0.0326951
rs0543      8.17635     0.588512     0.294256
rs0545      7.35897      0.00000     0.751987
rs0548      8.11096     0.588512     0.686597
rs0549      8.27443     0.425036     0.326951
rs0553      8.04557     0.523122     0.326951
rs0554      8.96103      0.00000      0.00000
rs0555      8.76486     0.130780    0.0980853
rs0556      7.35897      0.00000     0.457731
rs0559      8.30713     0.261561     0.392341
rs0560      8.79755     0.130780    0.0980854
rs0561      8.86294     0.130780    0.0653902
rs0562      7.94748     0.588512     0.359646
rs0564      7.98018     0.523122     0.359646
rs0566      8.11096     0.555817     0.457731
rs0568      8.11096     0.490426     0.261561
rs0570      8.33982     0.621207     0.490427
rs0571      7.45706    0.0980853     0.686597
rs0572      8.86294     0.163476    0.0653902
rs0573      7.98018     0.555817     0.326951
rs0574      8.86294     0.228866    0.0653902
rs0578      8.76486     0.163476    0.0980853
rs0580      8.66677     0.130780     0.130780
rs0582      8.43791    0.0980853    0.0326952
rs0585      8.07826     0.653902     0.326951
rs0586      8.11096     0.686597     0.490426
rs0587      8.43791     0.130780     0.359646
rs0588      7.35897      0.00000      1.20972
rs0589      8.14365     0.621207     0.653902
rs0591      8.53599     0.163476    0.0653901
rs0597      8.24174     0.457731     0.359646
rs0598      8.96103    0.0653901      0.00000
rs0602      8.30713     0.261561     0.425036
rs0603      8.30713     0.163476    0.0980853
rs0605      8.63408     0.130780     0.130780
rs0609      8.33982     0.228866     0.261561
rs0610      8.69947     0.163475     0.130780
rs0612      8.92834    0.0980853    0.0326951
rs0615      8.56869     0.130780    0.0980853
rs0618      8.14365     0.686597     0.326951
rs0620      8.20904     0.523122     0.392341
rs0623      7.65323     0.294256     0.588512
rs0627      8.53599     0.130780     0.130780
rs0631      8.11096     0.457731     0.294256
rs0636      8.50330     0.196171     0.359646
rs0638      8.69947     0.163475    0.0980853
rs0640      8.17635     0.490426     0.294256
rs0644      7.78401     0.294256     0.523122
rs0645      8.60138     0.163476    0.0980853
rs0650      8.60138     0.163476    0.0326952
rs1337      8.11096     0.751987     0.686597
rs0656      8.63408     0.163476     0.130780
rs0657      8.60138     0.130780     0.163476
rs0660      8.92834     0.130780    0.0326951
rs0669      8.96103      1.60206      0.00000
rs0671      8.24174     0.457731     0.326951
rs0672      8.56869    0.0980853      0.00000
rs0678      7.81670     0.425036     0.490427
rs0679      8.20904     0.163476     0.359646
rs0688      8.96103    0.0326951      0.00000
rs0700      7.84940     0.490426     0.425036
rs0708      8.60138     0.130780      0.00000
rs0710      8.17635     0.490426     0.359646
rs0712      7.94748     0.523122     0.326951
rs0719      8.96103     0.130780      0.00000
rs0722      8.04557     0.555817     0.326951
rs0731      8.50330     0.261561     0.359646
rs0736      7.94748     0.523122     0.359646
rs0742      8.83025     0.490427    0.0980853
rs0741      8.96103    0.0653901      0.00000
rs0744      8.76486     0.163476    0.0653902
rs0743      7.68592     0.294256     0.523122
rs0745      8.40521     0.130780    0.0653902
rs0751      8.50330    0.0980853    0.0980853
rs0754      8.53599     0.130780     0.130780
rs0740      8.24174     0.523122     0.359646
rs0758      8.73216     0.163476    0.0980853
rs0752      8.20904     0.588512     0.294256
rs0757      8.69947     0.163475     0.163476
rs0756      8.07826     0.555817     0.359646
rs0764      8.37252     0.326951     0.392341
rs0763      8.33982     0.261561     0.359646
rs0774      8.14365     0.621207     0.261561
rs0775      7.71862     0.359646     0.555817
rs0781      8.50330    0.0653902     0.130780
rs0776      8.27443     0.425036     0.359646
rs0779      8.92834     0.425036    0.0326951
rs0794      8.33982     0.261561     0.359646
rs0802      7.98018     0.523122     0.326951
rs0800      8.20904     0.490427     0.261561
rs1339      8.79755      1.43858     0.163476
rs1338      8.27443     0.261561     0.425036
rs0824      8.79755      1.43858     0.163476
rs0834      8.69947     0.130780     0.130780
rs1340      7.52245     0.163476     0.751987
rs0840      8.27443     0.294256     0.425036
rs0839      8.47060    0.0980853    0.0980853
rs0845      8.37252     0.294256     0.392341
rs0846      8.17635     0.490426     0.163475
rs0855      8.60138     0.130780    0.0980853
rs0850      8.76486     0.130780    0.0980853
rs0843      8.63408     0.163476     0.130780
rs0869      8.24174     0.326951     0.228866
rs0871      8.40521     0.228866     0.326951
rs0882      8.79755      1.43858     0.163476
rs0895      7.58784     0.228866     0.588512
rs0891      8.69947     0.130780    0.0980853
rs0888      8.50330    0.0980853     0.163476
rs0896      8.79755      1.43858     0.163476
rs0897      8.43791     0.196171     0.392341
rs0922      8.30713     0.163476     0.228866
rs0974      8.96103    0.0326951      0.00000
rs0962      8.50330     0.130780    0.0980853
rs1354      8.79755     0.294256    0.0653902
rs0767      7.84940     0.490426     0.490426
rs0768      8.40521     0.228866     0.425036
rs0738      8.50330     0.130780    0.0980853
rs0734      8.50330     0.163476     0.130780
rs0727      8.53599     0.359646     0.163475
rs0726      7.94748     0.588512     0.392341
rs0724      8.89564     0.130780    0.0326951
rs0782      8.14365     0.784682     0.490427
rs0778      8.14365     0.555817     0.261561
rs0777      7.45706    0.0980853     0.784682
rs0784      8.92834    0.0980853      0.00000
rs0788      8.17635     0.523122     0.228866
rs0795      7.81670     0.392341     0.425036
rs0797      8.53599    0.0980854    0.0980853
rs0798      8.56869     0.130780    0.0980853
rs0799      7.68592     0.326951     0.555817
rs0832      8.07826     0.588512     0.261561
rs0827      8.79755      1.43858     0.163476
rs0828      8.24174     0.490426     0.392341
rs0804      8.14365     0.653902     0.228866
rs0812      8.83025     0.196171    0.0653902
rs0810      7.62053     0.261561     0.588512
rs0811      8.43791    0.0980853    0.0980854
rs0809      8.89564    0.0980854    0.0653901
rs0808      8.79755      1.43858     0.163476
rs0806      8.76486     0.130780    0.0980853
rs0876      8.11096     0.751987     0.392341
rs1343      7.94748     0.588512     0.326951
rs0860      8.79755      1.43858     0.163476
rs0842      7.58784     0.228866     0.425036
rs0847      8.66677     0.163476     0.130780
rs0866      8.60138     0.130780     0.130780
rs0857      7.35897      0.00000     0.555817
rs0853      8.27443     0.392341     0.359646
rs0867      7.98018     0.621207     0.261561
rs0868      8.60138     0.130780     0.130780
rs0870      8.14365     0.686597     0.686597
rs0906      8.17635     0.523122     0.425036
rs0893      8.14365     0.621207     0.261561
rs0880      8.56869     0.130780    0.0980853
rs0879      8.63408     0.163476     0.196171
rs0875      8.47060     0.261561     0.425036
rs0872      8.14365     0.653902     0.294256
rs0900      8.79755      1.43858     0.163476
rs0923      7.58784     0.228866     0.555817
rs0919      7.68592     0.326951     0.588512
rs0908      7.42436    0.0653902     0.588512
rs0907      8.27443     0.457731     0.294256
rs0915      7.39166    0.0326951     0.784682
rs0917      7.45706    0.0980853     0.719292
rs0916      8.27443     0.523122     0.359646
rs0920      8.17635     0.523122     0.294256
rs0921      8.89564     0.130780    0.0326951
rs0932      7.58784     0.228866     0.588512
rs0926      7.94748     0.588512     0.326951
rs0930      7.98018     0.523122     0.359646
rs0934      8.37252     0.294256     0.359646
rs0945      8.37252     0.228866     0.392341
rs0944      8.20904     0.523122     0.359646
rs0968      7.58784     0.228866     0.425036
rs0953      8.56869     0.130780    0.0653902
rs1347      8.96103      1.60206      0.00000
rs0976      7.39166    0.0326951     0.817378
rs0975      8.20904     0.555817     0.294256
