#Name 	 q_Estimate 	 Err_down 	 Err_up
 rf0072 	 8.111634 	 0.098085 	 0.130780 
 rf0073 	 7.751987 	 0.098085 	 0.065390 
 rf0074 	 7.163476 	 0.065390 	 0.130780 
 rf0075 	 7.588512 	 0.032695 	 0.065390 
 rf0076 	 8.602060 	 8.602060 	 -8.602060 
 rf0077 	 7.555817 	 0.130780 	 0.163476 
 rf0079 	 7.490427 	 0.196171 	 0.196171 
 rf0083 	 8.602060 	 8.602060 	 -8.602060 
 rf0084 	 7.359646 	 0.098085 	 0.196171 
 rf0092 	 7.065390 	 0.065390 	 0.098085 
 rf0098 	 7.065390 	 0.065390 	 0.163476 
 rf0099 	 7.523122 	 0.163476 	 0.163476 
 rf0104 	 7.751987 	 0.228866 	 0.326951 
 rf0106 	 7.490427 	 0.196171 	 0.163476 
 rf0107 	 8.602060 	 8.602060 	 -8.602060 
 rf0108 	 7.686597 	 0.130780 	 0.196171 
 rf0109 	 7.359646 	 0.098085 	 0.098085 
 rf0111 	 7.457732 	 0.098085 	 0.130780 
 rf0115 	 7.359646 	 0.065390 	 0.032695 
 rf0117 	 7.588512 	 0.130780 	 0.098085 
 rf0118 	 8.602060 	 8.602060 	 -8.602060 
 rf0119 	 8.602060 	 8.602060 	 -8.602060 
 rf0120 	 8.602060 	 8.602060 	 -8.602060 
 rf0122 	 8.602060 	 8.602060 	 -8.602060 
 rf0125 	 7.621207 	 0.000000 	 0.032695 
 rf0126 	 7.098085 	 0.098085 	 0.098085 
 rf0127 	 7.588512 	 0.032695 	 0.032695 
 rf0128 	 7.425036 	 0.130780 	 0.163476 
 rf0129 	 7.359646 	 0.130780 	 0.130780 
 rf0132 	 7.294256 	 0.065390 	 0.065390 
 rf0133 	 7.392341 	 0.032695 	 0.065390 
 rf0134 	 7.261561 	 0.098085 	 0.163476 
 rf0138 	 8.602060 	 8.602060 	 -8.602060 
 rf0143 	 7.425036 	 0.130780 	 0.130780 
 rf0145 	 7.261561 	 0.065390 	 0.098085 
 rf0147 	 7.163476 	 0.098085 	 0.065390 
 rf0150 	 7.098085 	 0.098085 	 0.098085 
 rf0154 	 7.653902 	 0.163476 	 0.196171 
 rf0156 	 7.261561 	 0.130780 	 0.098085 
 rf0157 	 8.602060 	 8.602060 	 -8.602060 
 rf0158 	 7.621207 	 0.196171 	 0.228866 
 rf0160 	 7.228866 	 0.130780 	 0.196171 
 rf0164 	 7.098085 	 0.098085 	 0.130780 
 rf0165 	 7.130780 	 0.130780 	 0.228866 
 rf0166 	 8.602060 	 8.602060 	 -8.602060 
 rf0167 	 7.000000 	 0.000000 	 0.196171 
 rf0169 	 7.653902 	 0.163476 	 0.196171 
 rf0170 	 8.602060 	 8.602060 	 -8.602060 
 rf0171 	 7.000000 	 0.000000 	 0.359646 
 rf0172 	 7.163476 	 0.130780 	 0.163476 
 rf0173 	 7.032695 	 0.032695 	 0.163476 
 rf0175 	 7.359646 	 0.130780 	 0.196171 
 rf0176 	 7.294256 	 0.130780 	 0.163476 
 rf0177 	 7.392341 	 0.098085 	 0.130780 
 rf0179 	 7.588512 	 0.130780 	 0.196171 
 rf0180 	 7.392341 	 0.130780 	 0.130780 
 rf0182 	 7.000000 	 0.000000 	 0.228866 
 rf0190 	 7.457732 	 0.032695 	 0.098085 
 rf0191 	 7.065390 	 0.065390 	 0.130780 
 rf0192 	 7.621207 	 0.196171 	 0.228866 
 rf0193 	 7.098085 	 0.098085 	 0.098085 
 rf0195 	 7.163476 	 0.098085 	 0.196171 
 rf0197 	 7.523122 	 0.130780 	 0.196171 
 rf0199 	 7.326951 	 0.163476 	 0.326951 
 rf0201 	 7.686597 	 0.098085 	 0.098085 
 rf0204 	 7.784683 	 0.130780 	 0.130780 
 rf0205 	 7.130780 	 0.098085 	 0.130780 
 rf0206 	 7.261561 	 0.032695 	 0.098085 
 rf0207 	 8.602060 	 8.602060 	 -8.602060 
 rf0209 	 7.032695 	 0.032695 	 0.196171 
 rf0210 	 7.588512 	 0.130780 	 0.098085 
 rf0216 	 7.098085 	 0.098085 	 0.163476 
 rf0217 	 7.294256 	 0.098085 	 0.196171 
 rf0221 	 7.294256 	 0.032695 	 0.000000 
 rf0223 	 7.065390 	 0.065390 	 0.130780 
 rf0226 	 7.261561 	 0.130780 	 0.261561 
 rf0227 	 7.392341 	 0.130780 	 0.196171 
 rf0229 	 7.261561 	 0.130780 	 0.163476 
 rf0233 	 7.228866 	 0.032695 	 0.032695 
 rf0234 	 7.098085 	 0.098085 	 0.163476 
 rf0236 	 7.588512 	 0.196171 	 0.261561 
 rf0237 	 7.163476 	 0.065390 	 0.130780 
 rf0238 	 7.523122 	 0.196171 	 0.228866 
 rf0241 	 8.602060 	 8.602060 	 -8.602060 
 rf0242 	 7.294256 	 0.065390 	 0.032695 
 rf0246 	 8.602060 	 8.602060 	 -8.602060 
 rf0247 	 7.621207 	 0.098085 	 0.196171 
 rf0248 	 8.602060 	 8.602060 	 -8.602060 
 rf0249 	 7.392341 	 0.032695 	 0.032695 
 rf0250 	 8.602060 	 8.602060 	 -8.602060 
 rf0251 	 7.326951 	 0.130780 	 0.130780 
 rf0252 	 7.621207 	 0.163476 	 0.228866 
 rf0256 	 7.196171 	 0.065390 	 0.130780 
 rf0257 	 8.602060 	 8.602060 	 -8.602060 
 rf0258 	 7.261561 	 0.065390 	 0.130780 
 rf0259 	 7.457732 	 0.163476 	 0.294256 
 rf0261 	 7.653902 	 0.098085 	 0.032695 
 rf0262 	 7.392341 	 0.098085 	 1.013548 
 rf0263 	 7.490427 	 0.130780 	 0.163476 
 rf0264 	 7.196171 	 0.098085 	 0.163476 
 rf0265 	 7.784683 	 0.130780 	 0.196171 
 rf0266 	 8.602060 	 8.602060 	 -8.602060 
 rf0267 	 7.359646 	 0.098085 	 0.163476 
 rf0268 	 7.490427 	 0.196171 	 0.326951 
 rf0271 	 7.425036 	 0.065390 	 0.065390 
 rf0272 	 7.784683 	 0.098085 	 0.163476 
 rf0277 	 7.588512 	 0.130780 	 0.163476 
 rf0280 	 8.602060 	 8.602060 	 -8.602060 
 rf0283 	 7.523122 	 0.065390 	 0.000000 
 rf0284 	 7.817378 	 0.163476 	 0.196171 
 rf0286 	 7.588512 	 0.065390 	 0.098085 
 rf0287 	 7.228866 	 0.032695 	 0.032695 
 rf0292 	 7.163476 	 0.098085 	 0.098085 
 rf0294 	 7.032695 	 0.032695 	 0.163476 
 rf0295 	 7.359646 	 0.032695 	 0.032695 
 rf0297 	 7.555817 	 0.130780 	 0.130780 
 rf0298 	 7.425036 	 0.130780 	 0.163476 
 rf0299 	 7.555817 	 0.130780 	 0.228866 
 rf0300 	 7.457732 	 0.130780 	 0.130780 
 rf0302 	 7.261561 	 0.032695 	 0.098085 
 rf0303 	 7.490427 	 0.130780 	 0.196171 
 rf0305 	 7.523122 	 0.130780 	 0.163476 
 rf0306 	 7.653902 	 0.196171 	 0.294256 
 rf0309 	 7.196171 	 0.032695 	 0.065390 
 rf0314 	 8.602060 	 8.602060 	 -8.602060 
 rf0315 	 8.602060 	 8.602060 	 -8.602060 
 rf0316 	 7.359646 	 0.098085 	 0.098085 
 rf0319 	 7.326951 	 0.000000 	 0.000000 
 rf0320 	 7.817378 	 0.163476 	 0.228866 
 rf0323 	 7.392341 	 0.130780 	 0.098085 
 rf0324 	 7.457732 	 0.000000 	 0.000000 
 rf0325 	 7.294256 	 0.000000 	 0.032695 
 rf0326 	 8.602060 	 8.602060 	 -8.602060 
 rf0328 	 7.196171 	 0.065390 	 0.130780 
 rf0329 	 7.294256 	 0.065390 	 0.032695 
 rf0332 	 7.850073 	 0.163476 	 0.098085 
 rf0333 	 7.228866 	 0.098085 	 0.130780 
 rf0335 	 7.719292 	 0.261561 	 0.392341 
 rf0338 	 7.915463 	 0.130780 	 0.098085 
 rf0339 	 7.228866 	 0.098085 	 0.098085 
 rf0340 	 8.602060 	 8.602060 	 -8.602060 
 rf0341 	 7.196171 	 0.098085 	 0.065390 
 rf0342 	 7.294256 	 0.098085 	 0.163476 
 rf0343 	 7.228866 	 0.098085 	 0.065390 
 rf0348 	 7.000000 	 0.000000 	 0.098085 
 rf0351 	 7.588512 	 0.130780 	 0.163476 
 rf0354 	 7.294256 	 0.098085 	 0.163476 
 rf0358 	 7.850073 	 0.098085 	 0.163476 
 rf0363 	 7.980853 	 0.130780 	 0.098085 
 rf0364 	 7.294256 	 0.098085 	 0.163476 
 rf0365 	 7.457732 	 0.098085 	 0.065390 
 rf0366 	 7.653902 	 0.098085 	 0.163476 
 rf0367 	 7.915463 	 0.196171 	 0.196171 
 rf0368 	 8.602060 	 8.602060 	 -8.602060 
 rf0370 	 7.621207 	 0.130780 	 0.130780 
 rf0372 	 7.457732 	 0.000000 	 0.000000 
 rf0374 	 7.425036 	 0.261561 	 0.457732 
 rf0375 	 7.294256 	 0.032695 	 0.000000 
 rf0376 	 7.555817 	 0.032695 	 0.098085 
 rf0377 	 7.261561 	 0.032695 	 0.000000 
 rf0378 	 7.261561 	 0.130780 	 0.130780 
 rf0381 	 7.621207 	 0.163476 	 0.163476 
 rf0383 	 7.065390 	 0.065390 	 0.196171 
 rf0385 	 7.425036 	 0.130780 	 0.130780 
 rf0386 	 7.228866 	 0.098085 	 0.130780 
 rf0388 	 7.032695 	 0.032695 	 0.098085 
 rf0389 	 7.555817 	 0.065390 	 0.098085 
 rf0391 	 7.555817 	 0.196171 	 0.261561 
 rf0392 	 8.602060 	 8.602060 	 -8.602060 
 rf0395 	 7.130780 	 0.098085 	 0.130780 
 rf0396 	 7.163476 	 0.098085 	 0.065390 
 rf0397 	 7.130780 	 0.032695 	 0.065390 
 rf0398 	 7.261561 	 0.098085 	 0.098085 
 rf0399 	 7.392341 	 0.065390 	 0.130780 
 rf0400 	 7.000000 	 0.000000 	 0.163476 
 rf0401 	 8.602060 	 8.602060 	 -8.602060 
 rf0403 	 7.555817 	 0.130780 	 0.098085 
 rf0405 	 7.457732 	 0.032695 	 0.065390 
 rf0411 	 7.326951 	 0.032695 	 0.032695 
 rf0412 	 7.457732 	 0.130780 	 0.130780 
 rf0413 	 7.359646 	 0.130780 	 0.196171 
 rf0415 	 7.261561 	 0.065390 	 0.130780 
 rf0417 	 7.196171 	 0.098085 	 0.098085 
 rf0419 	 7.980853 	 0.130780 	 0.130780 
 rf0425 	 7.359646 	 0.130780 	 0.130780 
 rf0426 	 8.602060 	 8.602060 	 -8.602060 
 rf0427 	 7.196171 	 0.098085 	 0.163476 
 rf0428 	 7.653902 	 0.130780 	 0.130780 
 rf0431 	 8.602060 	 8.602060 	 -8.602060 
 rf0432 	 7.425036 	 0.163476 	 0.228866 
 rf0434 	 7.751987 	 0.130780 	 0.196171 
 rf0435 	 7.326951 	 0.032695 	 0.032695 
 rf0436 	 7.686597 	 0.261561 	 0.915463 
 rf0439 	 8.602060 	 8.602060 	 -8.602060 
 rf0441 	 8.602060 	 8.602060 	 -8.602060 
 rf0443 	 7.653902 	 0.163476 	 0.228866 
 rf0444 	 7.359646 	 0.000000 	 0.000000 
 rf0447 	 7.425036 	 0.032695 	 0.032695 
 rf0448 	 7.359646 	 0.130780 	 0.130780 
 rf0453 	 7.392341 	 0.163476 	 0.261561 
 rf0454 	 7.555817 	 0.130780 	 0.228866 
 rf0455 	 7.130780 	 0.098085 	 0.163476 
 rf0456 	 7.425036 	 0.130780 	 0.163476 
 rf0459 	 8.602060 	 8.602060 	 -8.602060 
 rf0460 	 7.163476 	 0.098085 	 0.065390 
 rf0461 	 7.686597 	 0.130780 	 0.098085 
 rf0462 	 7.653902 	 0.261561 	 0.326951 
 rf0463 	 7.163476 	 0.098085 	 0.098085 
 rf0464 	 8.602060 	 8.602060 	 -8.602060 
 rf0465 	 8.602060 	 8.602060 	 -8.602060 
 rf0466 	 7.425036 	 0.130780 	 0.130780 
 rf0467 	 7.359646 	 0.228866 	 0.261561 
 rf0468 	 7.065390 	 0.065390 	 0.130780 
 rf0473 	 7.261561 	 0.130780 	 0.130780 
 rf0474 	 7.850073 	 0.130780 	 0.130780 
 rf0476 	 7.555817 	 0.163476 	 0.196171 
 rf0477 	 7.653902 	 0.098085 	 0.163476 
 rf0479 	 7.719292 	 0.163476 	 0.261561 
 rf0480 	 7.457732 	 0.261561 	 0.457732 
 rf0482 	 7.621207 	 0.163476 	 0.228866 
 rf0485 	 8.602060 	 8.602060 	 -8.602060 
 rf0487 	 7.621207 	 0.163476 	 0.228866 
 rf0488 	 7.359646 	 0.098085 	 0.130780 
 rf0493 	 7.490427 	 0.065390 	 0.065390 
 rf0496 	 7.915463 	 0.196171 	 0.196171 
 rf0497 	 8.602060 	 8.602060 	 -8.602060 
 rf0498 	 8.602060 	 8.602060 	 -8.602060 
 rf0499 	 7.588512 	 0.130780 	 0.196171 
 rf0500 	 7.228866 	 0.098085 	 0.163476 
 rf0503 	 7.555817 	 0.098085 	 0.065390 
 rf0504 	 7.196171 	 0.032695 	 0.000000 
 rf0505 	 7.621207 	 0.163476 	 0.228866 
 rf0506 	 7.294256 	 0.065390 	 0.065390 
 rf0507 	 7.392341 	 0.130780 	 0.196171 
 rf0510 	 7.719292 	 0.000000 	 0.000000 
 rf0511 	 7.555817 	 0.163476 	 0.163476 
 rf0513 	 7.130780 	 0.098085 	 0.163476 
 rf0524 	 8.602060 	 8.602060 	 -8.602060 
 rf0545 	 7.196171 	 0.098085 	 1.046243 
 rf0583 	 8.602060 	 8.602060 	 -8.602060 
 rf0607 	 7.686597 	 0.130780 	 0.196171 
 rf0622 	 8.602060 	 8.602060 	 -8.602060 
 rf0630 	 8.602060 	 8.602060 	 -8.602060 
 rf0642 	 8.602060 	 8.602060 	 -8.602060 
 rf0644 	 8.602060 	 8.602060 	 -8.602060 
 rf0663 	 8.602060 	 8.602060 	 -8.602060 
 rf0684 	 7.098085 	 0.098085 	 0.163476 
 rf0693 	 8.602060 	 8.602060 	 -8.602060 
 rf0695 	 8.602060 	 8.602060 	 -8.602060 
 rf0707 	 7.294256 	 0.130780 	 0.163476 
 rf0713 	 7.555817 	 0.261561 	 0.392341 
 rf0716 	 7.196171 	 0.098085 	 0.032695 
 rf0730 	 7.196171 	 0.130780 	 0.163476 
 rf0745 	 8.602060 	 8.602060 	 -8.602060 
 rf0783 	 8.602060 	 8.602060 	 -8.602060 
 rf0795 	 7.523122 	 0.098085 	 0.163476 
 rs0001 	 7.719292 	 0.098085 	 0.130780 
 rs0002 	 7.392341 	 0.098085 	 0.163476 
 rs0003 	 7.523122 	 0.098085 	 0.130780 
 rs0010 	 7.588512 	 0.130780 	 0.098085 
 rs0011 	 7.621207 	 0.163476 	 0.163476 
 rs0012 	 7.555817 	 0.130780 	 0.130780 
 rs0013 	 7.490427 	 0.163476 	 0.163476 
 rs0014 	 7.588512 	 0.032695 	 0.000000 
 rs0017 	 7.098085 	 0.098085 	 0.065390 
 rs0020 	 8.602060 	 8.602060 	 -8.602060 
 rs0022 	 7.359646 	 0.032695 	 0.032695 
 rs0023 	 7.326951 	 0.130780 	 0.196171 
 rs0027 	 8.602060 	 8.602060 	 -8.602060 
 rs0029 	 7.392341 	 0.032695 	 0.098085 
 rs0030 	 7.457732 	 0.098085 	 0.098085 
 rs0035 	 7.915463 	 0.098085 	 0.163476 
 rs0038 	 7.163476 	 0.130780 	 0.163476 
 rs0039 	 7.751987 	 0.196171 	 0.196171 
 rs0042 	 7.490427 	 0.163476 	 0.130780 
 rs0045 	 7.392341 	 0.098085 	 0.130780 
 rs0046 	 8.602060 	 8.602060 	 -8.602060 
 rs0048 	 7.261561 	 0.130780 	 0.130780 
 rs0050 	 7.196171 	 0.098085 	 0.098085 
 rs0051 	 7.196171 	 0.098085 	 0.130780 
 rs0052 	 7.359646 	 0.130780 	 0.130780 
 rs0053 	 7.228866 	 0.032695 	 0.000000 
 rs0054 	 7.621207 	 0.196171 	 0.196171 
 rs0062 	 7.653902 	 0.130780 	 0.098085 
 rs0063 	 7.392341 	 0.065390 	 0.098085 
 rs0064 	 7.196171 	 0.098085 	 0.098085 
 rs0065 	 7.555817 	 0.163476 	 0.196171 
 rs0068 	 7.490427 	 0.196171 	 0.326951 
 rs0070 	 8.602060 	 8.602060 	 -8.602060 
 rs0071 	 7.000000 	 0.000000 	 0.130780 
 rs0077 	 7.065390 	 0.065390 	 0.130780 
 rs0080 	 7.392341 	 0.065390 	 0.032695 
 rs0081 	 7.653902 	 0.196171 	 0.228866 
 rs0083 	 7.686597 	 0.098085 	 0.196171 
 rs0084 	 7.392341 	 0.130780 	 0.098085 
 rs0085 	 7.392341 	 0.098085 	 0.163476 
 rs0087 	 7.359646 	 0.098085 	 0.130780 
 rs0088 	 7.653902 	 0.163476 	 0.163476 
 rs0089 	 7.065390 	 0.065390 	 0.130780 
 rs0090 	 8.602060 	 8.602060 	 -8.602060 
 rs0092 	 7.555817 	 0.163476 	 0.163476 
 rs0093 	 7.098085 	 0.098085 	 0.163476 
 rs0094 	 7.392341 	 0.098085 	 0.163476 
 rs0095 	 8.602060 	 8.602060 	 -8.602060 
 rs0096 	 7.196171 	 0.098085 	 0.098085 
 rs0097 	 7.817378 	 0.130780 	 0.163476 
 rs0098 	 7.196171 	 0.098085 	 0.130780 
 rs0103 	 7.098085 	 0.098085 	 0.130780 
 rs0104 	 7.261561 	 0.098085 	 0.098085 
 rs0105 	 7.555817 	 0.196171 	 0.294256 
 rs0107 	 8.602060 	 8.602060 	 -8.602060 
 rs0109 	 7.621207 	 0.000000 	 0.000000 
 rs0111 	 7.817378 	 0.228866 	 0.326951 
 rs0113 	 7.359646 	 0.065390 	 0.032695 
 rs0118 	 7.392341 	 0.098085 	 0.196171 
 rs0120 	 7.359646 	 0.098085 	 0.098085 
 rs0121 	 7.163476 	 0.130780 	 0.130780 
 rs0122 	 8.602060 	 8.602060 	 -8.602060 
 rs0123 	 7.000000 	 0.000000 	 0.130780 
 rs0124 	 7.784683 	 0.196171 	 0.261561 
 rs0126 	 7.392341 	 0.065390 	 0.098085 
 rs0127 	 7.490427 	 0.098085 	 0.130780 
 rs0128 	 7.196171 	 0.098085 	 0.098085 
 rs0130 	 7.653902 	 0.163476 	 0.261561 
 rs0133 	 7.065390 	 0.065390 	 0.130780 
 rs0134 	 7.065390 	 0.065390 	 0.098085 
 rs0135 	 7.261561 	 0.098085 	 0.130780 
 rs0136 	 7.130780 	 0.065390 	 0.032695 
 rs0137 	 7.392341 	 0.098085 	 0.098085 
 rs0138 	 7.719292 	 0.163476 	 0.163476 
 rs0140 	 8.602060 	 8.602060 	 -8.602060 
 rs0141 	 7.490427 	 0.130780 	 0.196171 
 rs0143 	 7.130780 	 0.098085 	 0.098085 
 rs0145 	 7.326951 	 0.098085 	 0.098085 
 rs0146 	 7.686597 	 0.130780 	 0.065390 
 rs0147 	 7.359646 	 0.065390 	 0.130780 
 rs0148 	 7.130780 	 0.065390 	 0.065390 
 rs0149 	 7.392341 	 0.163476 	 0.163476 
 rs0150 	 7.588512 	 0.163476 	 0.228866 
 rs0156 	 7.425036 	 0.130780 	 0.098085 
 rs0157 	 8.602060 	 8.602060 	 -8.602060 
 rs0159 	 7.032695 	 0.032695 	 0.065390 
 rs0162 	 8.602060 	 8.602060 	 -8.602060 
 rs0163 	 7.228866 	 0.065390 	 0.130780 
 rs0165 	 7.490427 	 0.098085 	 0.163476 
 rs0166 	 7.196171 	 0.065390 	 0.098085 
 rs0167 	 7.719292 	 0.163476 	 0.163476 
 rs0168 	 7.817378 	 0.130780 	 0.196171 
 rs0170 	 7.588512 	 0.130780 	 0.163476 
 rs0171 	 7.555817 	 0.130780 	 0.163476 
 rs0172 	 7.326951 	 0.130780 	 0.130780 
 rs0174 	 7.621207 	 0.163476 	 0.130780 
 rs0175 	 7.392341 	 0.065390 	 0.098085 
 rs0178 	 7.850073 	 0.130780 	 0.130780 
 rs0180 	 7.392341 	 0.098085 	 0.130780 
 rs0181 	 8.602060 	 8.602060 	 -8.602060 
 rs0183 	 7.130780 	 0.065390 	 0.098085 
 rs0185 	 7.196171 	 0.130780 	 0.130780 
 rs0188 	 7.228866 	 0.065390 	 0.098085 
 rs0189 	 7.098085 	 0.098085 	 0.065390 
 rs0190 	 7.359646 	 0.065390 	 0.098085 
 rs0191 	 7.490427 	 0.032695 	 0.000000 
 rs0192 	 7.392341 	 0.098085 	 0.130780 
 rs0193 	 7.294256 	 0.098085 	 0.130780 
 rs0194 	 7.457732 	 0.000000 	 0.065390 
 rs0195 	 7.130780 	 0.098085 	 0.130780 
 rs0196 	 7.425036 	 0.065390 	 0.032695 
 rs0200 	 8.602060 	 8.602060 	 -8.602060 
 rs0201 	 7.032695 	 0.032695 	 0.098085 
 rs0202 	 7.261561 	 0.000000 	 0.065390 
 rs0203 	 7.032695 	 0.032695 	 0.130780 
 rs0206 	 7.098085 	 0.098085 	 0.098085 
 rs0209 	 7.294256 	 0.098085 	 0.065390 
 rs0211 	 7.065390 	 0.065390 	 0.130780 
 rs0212 	 7.523122 	 0.163476 	 0.228866 
 rs0215 	 8.602060 	 8.602060 	 -8.602060 
 rs0216 	 8.602060 	 8.602060 	 -8.602060 
 rs0218 	 7.555817 	 0.163476 	 0.163476 
 rs0220 	 7.850073 	 0.130780 	 0.163476 
 rs0221 	 7.196171 	 0.065390 	 0.130780 
 rs0224 	 7.130780 	 0.098085 	 0.130780 
 rs0225 	 7.228866 	 0.130780 	 0.098085 
 rs0226 	 7.621207 	 0.130780 	 0.098085 
 rs0227 	 7.130780 	 0.098085 	 0.130780 
 rs0228 	 7.621207 	 0.130780 	 0.130780 
 rs0231 	 7.490427 	 0.098085 	 0.130780 
 rs0236 	 7.621207 	 0.196171 	 0.294256 
 rs0237 	 7.425036 	 0.032695 	 0.032695 
 rs0239 	 7.555817 	 0.000000 	 0.032695 
 rs0240 	 7.000000 	 0.000000 	 0.098085 
 rs0241 	 7.457732 	 0.065390 	 0.163476 
 rs0242 	 7.359646 	 0.130780 	 0.130780 
 rs0243 	 7.294256 	 0.065390 	 0.098085 
 rs0244 	 8.602060 	 8.602060 	 -8.602060 
 rs0246 	 7.882768 	 0.130780 	 0.130780 
 rs0247 	 8.602060 	 8.602060 	 -8.602060 
 rs0250 	 7.098085 	 0.098085 	 0.130780 
 rs0253 	 7.261561 	 0.000000 	 0.065390 
 rs0255 	 7.653902 	 0.130780 	 0.163476 
 rs0256 	 7.621207 	 0.098085 	 0.130780 
 rs0257 	 7.523122 	 0.163476 	 0.196171 
 rs0259 	 7.326951 	 0.065390 	 0.065390 
 rs0260 	 7.065390 	 0.065390 	 0.163476 
 rs0261 	 7.326951 	 0.032695 	 0.032695 
 rs0262 	 7.686597 	 0.130780 	 0.130780 
 rs0263 	 7.163476 	 0.098085 	 0.065390 
 rs0264 	 7.882768 	 0.130780 	 0.196171 
 rs0266 	 7.294256 	 0.065390 	 0.032695 
 rs0267 	 7.163476 	 0.098085 	 0.098085 
 rs0268 	 7.163476 	 0.098085 	 0.098085 
 rs0269 	 7.588512 	 0.130780 	 0.163476 
 rs0270 	 7.196171 	 0.130780 	 0.098085 
 rs0273 	 7.490427 	 0.130780 	 0.196171 
 rs0274 	 7.457732 	 0.098085 	 0.098085 
 rs0275 	 7.588512 	 0.130780 	 0.098085 
 rs0276 	 7.457732 	 0.098085 	 0.163476 
 rs0277 	 7.653902 	 0.196171 	 0.196171 
 rs0280 	 7.098085 	 0.065390 	 0.130780 
 rs0282 	 7.261561 	 0.065390 	 0.098085 
 rs0283 	 7.457732 	 0.098085 	 0.130780 
 rs0284 	 7.653902 	 0.098085 	 0.098085 
 rs0289 	 7.392341 	 0.130780 	 0.130780 
 rs0297 	 8.602060 	 8.602060 	 -8.602060 
 rs0299 	 7.163476 	 0.098085 	 0.098085 
 rs0303 	 7.523122 	 0.130780 	 0.621207 
 rs0306 	 7.228866 	 0.065390 	 0.098085 
 rs0308 	 7.196171 	 0.130780 	 0.163476 
 rs0313 	 7.196171 	 0.098085 	 0.130780 
 rs0314 	 7.392341 	 0.098085 	 0.163476 
 rs0315 	 7.425036 	 0.065390 	 0.065390 
 rs0316 	 7.130780 	 0.065390 	 0.098085 
 rs0318 	 8.602060 	 8.602060 	 -8.602060 
 rs0320 	 7.228866 	 0.098085 	 0.065390 
 rs0323 	 7.392341 	 0.098085 	 0.098085  rs0325 	 8.602060 	 8.602060 	 -8.602060 
 rs0328 	 7.359646 	 0.130780 	 0.228866 
 rs0329 	 7.588512 	 0.065390 	 0.098085 
 rs0331 	 7.392341 	 0.130780 	 0.098085 
 rs0334 	 7.359646 	 0.098085 	 0.130780 
 rs0336 	 7.457732 	 0.098085 	 0.196171 
 rs0337 	 7.392341 	 0.098085 	 0.098085 
 rs0339 	 7.130780 	 0.098085 	 0.098085 
 rs0340 	 7.392341 	 0.130780 	 0.098085 
 rs0341 	 7.621207 	 0.130780 	 0.163476 
 rs0343 	 7.719292 	 0.130780 	 0.130780 
 rs0344 	 7.719292 	 0.130780 	 0.130780 
 rs0345 	 8.602060 	 8.602060 	 -8.602060 
 rs0349 	 8.602060 	 8.602060 	 -8.602060 
 rs0350 	 7.523122 	 0.065390 	 0.098085 
 rs0351 	 7.457732 	 0.098085 	 0.098085 
 rs0354 	 7.784683 	 0.130780 	 0.130780 
 rs0356 	 7.359646 	 0.098085 	 0.098085 
 rs0358 	 7.228866 	 0.098085 	 0.098085 
 rs0364 	 7.817378 	 0.228866 	 0.228866 
 rs0365 	 7.588512 	 0.196171 	 0.294256 
 rs0367 	 8.602060 	 8.602060 	 -8.602060 
