#Name   q    Err_down    Err_up
rs0080      8.56937     0.915463      0.00000
rs0081      7.00000      0.00000     0.326951
rs0082      7.06539    0.0326948     0.228866
rs0083      7.35965    0.0980854     0.130780
rs0084      7.00000      0.00000     0.490427
rs0085      7.06539    0.0653901     0.163476
rs0088      7.35965     0.228866     0.163476
rs0087      7.45773     0.228866    0.0980854
rs0089      7.32695     0.326951     0.261561
rs0090      7.42504    0.0980854     0.294256
rs0092      7.00000      0.00000     0.490427
rs0093      7.35965     0.294256     0.228866
rs0094      7.35965     0.294256     0.555817
rs0095      7.49043    0.0980854     0.163476
rs0096      7.39234     0.261561     0.326951
rs0097      7.68660     0.326951     0.425036
rs0098      8.17702      1.17702     0.425036
rs0104      7.16348    0.0980854     0.326951
rs0105      7.00000      0.00000     0.130780
rs0107      7.00000      0.00000     0.490427
rs0109      7.29426     0.163476    0.0653901
rs0111      7.29426    0.0980854     0.163475
rs1321      7.00000      0.00000     0.523122
rs1322      7.00000      0.00000     0.555817
rs0113      7.71929     0.261561     0.882768
rs0114      7.16348    0.0980854     0.326951
rs0118      7.16348    0.0980854     0.228866
rs0120      7.06539    0.0653901     0.228866
rs0121      7.06539    0.0653901     0.326951
rs0122      7.42504     0.196171     0.261561
rs0124      7.29426    0.0980854     0.163475
rs0125      8.60206      1.60206     -1.60206
rs0126      7.26156    0.0980854     0.294256
rs0127      7.65390     0.294256     0.915463
rs0128      7.16348     0.130780     0.359646
rs0129      7.39234     0.294256     0.425036
rs0130      7.19617     0.130781     0.196170
rs0132      7.22887    0.0653901     0.130781
rs0133      8.60206     0.751987      0.00000
rs0134      7.75199     0.359646     0.850073
rs0135      7.09809    0.0653901     0.326951
rs0136      8.30780     0.686597     0.294256
rs0137      7.16348    0.0980854     0.163476
rs0138      7.32695     0.163476     0.130780
rs0139      8.14433     0.130781     0.326951
rs0140      7.68660    0.0980854     0.294256
rs0141      7.06539    0.0326948     0.163476
rs0142      7.71929    0.0653901     0.425037
rs0143      7.49043     0.392341     0.326951
rs0145      7.45773     0.130780     0.196171
rs0146      7.52312     0.196171     0.261561
rs0147      7.16348    0.0980854     0.555817
rs0148      7.62121     0.392342     0.490426
rs0149      7.03270    0.0326953     0.163476
rs1323      7.19617     0.130781     0.163476
rs1324      7.19617     0.163476     0.163476
rs0150      7.03270      0.00000     0.163476
rs0151      7.49043     0.163476     0.163476
rs0152      7.39234     0.130780     0.163476
rs0154      7.32695     0.130780     0.163476
rs1325      7.00000      0.00000     0.490427
rs0155      7.26156    0.0980854     0.392341
rs0156      7.16348     0.130780     0.261561
rs0159      8.60206      1.14433      0.00000
rs0161      7.06539    0.0653901     0.130781
rs0163      7.49043     0.163476     0.261561
rs0165      7.29426     0.228866     0.261560
rs0166      7.39234     0.261561     0.228866
rs0167      7.49043     0.228866     0.457732
rs0168      7.42504    0.0653901     0.261561
rs0170      7.29426     0.228866     0.228866
rs0171      7.26156     0.228866     0.228866
rs0172      7.00000      0.00000     0.228866
rs0173      7.29426     0.196171     0.130780
rs0174      7.26156     0.196171     0.130780
rs0175      7.39234     0.228866     0.392342
rs0177      7.35965    0.0980854     0.621207
rs0178      7.00000      0.00000     0.261561
rs0179      7.00000      0.00000      1.56937
rs0180      7.16348    0.0980854     0.261561
rs0181      7.00000      0.00000     0.425036
rs0182      7.06539    0.0653901     0.261561
rs0183      7.35965     0.261561     0.490427
rs0188      8.60206     0.653902      0.00000
rs0190      7.65390     0.425036     0.392342
rs0191      8.60206     0.621207      0.00000
rs0193      7.06539    0.0653901     0.228866
rs0194      8.11163     0.490426     0.490427
rs0196      7.00000      0.00000     0.326951
rs0201      7.00000      0.00000     0.490427
rs0202      7.06539    0.0326948     0.261561
rs0203      7.78468     0.261561     0.588512
rs0206      7.45773     0.392341     0.359646
rs0209      7.65390     0.425036     0.326951
rs0210      7.19617     0.130781     0.196170
rs0211      7.39234     0.326951     0.196171
rs0212      7.06539    0.0653901     0.130781
rs0214      7.06539    0.0653901     0.294256
rs0215      7.16348    0.0653901     0.130781
rs0218      7.00000      0.00000     0.490427
rs0220      7.49043     0.130780     0.261561
rs0221      7.09809    0.0653901     0.359646
rs0222      7.42504     0.228866     0.457731
rs0223      7.42504     0.228866     0.457731
rs0225      7.52312     0.163476     0.261561
rs0226      7.35965     0.228866     0.196170
rs0227      7.35965     0.326951     0.228866
rs0228      7.29426     0.228866     0.163475
rs0231      7.26156     0.196171     0.294256
rs1329      7.35965    0.0653901     0.196170
rs0236      7.16348    0.0980854     0.130781
rs0237      8.01355     0.392341     0.588512
rs0239      7.49043     0.425036     0.130781
rs0240      8.17702      1.04624     0.425036
rs0241      7.35965     0.228866     0.392341
rs0242      7.06539    0.0653901     0.228866
rs0243      7.49043     0.261561     0.326951
rs0244      7.22887     0.196170     0.294256
rs0246      7.78468     0.294256     0.457732
rs0247      7.62121     0.130781     0.163476
rs0250      8.01355     0.882768     0.588512
rs0253      7.42504     0.261561     0.392341
rs0255      7.45773     0.294256     0.261561
rs0256      7.78468     0.457732     0.196170
rs0257      7.13078    0.0980849     0.130781
rs0259      7.39234     0.261561     0.392342
rs0260      7.42504     0.326951     0.392341
rs0261      7.68660     0.359646     0.751987
rs0262      7.42504     0.196171     0.163476
rs0263      7.35965     0.261561     0.261561
rs0264      7.52312     0.130781     0.261561
rs0266      8.60206     0.621207      0.00000
rs0267      7.00000      0.00000     0.490427
rs0268      7.00000      0.00000     0.490427
rs0269      7.42504     0.326951     0.392341
rs0270      7.42504     0.294256     0.359646
rs0272      7.16348     0.130780     0.163476
rs0273      7.16348     0.130780     0.163476
rs0274      7.16348    0.0980854     0.228866
rs0275      7.00000      0.00000     0.490427
rs0276      7.16348    0.0980854     0.163476
rs0277      7.19617     0.130781     0.163476
rs1330      7.09809    0.0653901     0.196171
rs0280      8.34050     0.490427     0.261560
rs0282      8.01355     0.359646     0.555818
rs0283      7.06539    0.0653901     0.196171
rs0285      7.39234     0.163476     0.163476
rs0289      7.09809    0.0980854     0.196171
rs0290      7.26156     0.163476     0.196170
rs0291      7.29426    0.0980854     0.130780
rs0292      7.45773     0.261560     0.326952
rs0297      7.32695     0.130780     0.163476
rs0302      8.01355     0.130780     0.228867
rs0303      7.22887    0.0980854    0.0980854
rs0306      7.68660     0.196171     0.261561
rs0308      7.09809    0.0653901     0.294256
rs0310      7.42504     0.359646     0.784682
rs1331      7.13078    0.0980849     0.196171
rs0313      7.06539    0.0653901     0.555817
rs0314      7.16348    0.0980854     0.228866
rs0315      7.00000      0.00000     0.490427
rs0316      7.71929     0.392341     0.555817
rs0318      7.71929     0.130780     0.817378
rs0320      7.42504     0.359646     0.719293
rs0323      7.42504     0.326951     0.228866
rs0328      7.00000      0.00000     0.130780
rs0331      7.06539    0.0653901     0.294256
rs0334      7.16348    0.0980854     0.196171
rs0336      7.13078    0.0980849     0.163476
rs0337      7.19617    0.0980854     0.228866
rs0339      7.35965     0.294256     0.457731
rs0340      7.13078    0.0653901     0.228866
rs0341      7.39234     0.294256     0.555817
rs0342      7.32695     0.163476     0.163476
rs0343      7.42504     0.163476     0.228866
rs0344      7.42504     0.196171     0.261561
rs0345      7.35965    0.0980854     0.130780
rs0346      7.32695     0.130780     0.163476
rs0348      7.98085     0.228866     0.326951
rs0349      7.49043    0.0653901     0.196171
rs0350      7.58851     0.228866     0.196171
rs0351      7.65390     0.392341     0.457731
rs0354      7.49043     0.163476     0.196171
rs0356      7.68660     0.490427     0.359646
rs0358      7.58851     0.163476     0.261561
rs0362      7.62121     0.457732     0.948158
rs0363      7.39234     0.163476     0.228866
rs0364      7.26156    0.0980854     0.130780
rs0365      7.09809    0.0653901     0.228866
rs0371      7.06539    0.0653901     0.326951
rs0372      7.45773     0.163475     0.228866
rs0373      7.68660     0.326951     0.326951
rs0374      7.22887     0.196170     0.163476
rs0376      7.13078    0.0980849     0.228866
rs0377      7.13078    0.0980849     0.228866
rs0378      7.65390     0.326951     0.294256
rs0380      7.88277     0.490427     0.719293
rs0381      7.00000      0.00000     0.523122
rs0382      7.65390     0.457731     0.326951
rs0384      7.32695     0.261561     0.261561
rs0386      7.55582     0.196170     0.653902
rs0388      7.32695     0.130780     0.130780
rs0389      7.35965    0.0326953     0.163476
rs0390      7.00000      0.00000     0.555817
rs0391      7.09809    0.0653901     0.359646
rs0392      7.91546     0.261561     0.686597
rs0393      7.13078    0.0980849     0.196171
rs0394      7.58851     0.130781     0.163476
rs0396      8.04624     0.457732     0.555817
rs0404      7.06539    0.0326948     0.196171
rs0405      7.29426     0.196171     0.130780
rs0406      7.19617    0.0980854     0.196170
rs0408      7.65390     0.228866     0.457731
rs0409      7.00000      0.00000     0.294256
rs0411      7.35965     0.163476    0.0980849
rs1332      7.35965     0.163476     0.130780
rs0415      7.78468    0.0980854     0.261561
rs0416      7.00000      0.00000     0.130780
rs0418      7.26156     0.130781     0.130780
rs0419      7.35965     0.228866     0.163476
rs0420      7.00000      0.00000     0.555817
rs0421      7.35965    0.0653901     0.130780
rs0422      7.39234    0.0653901     0.196171
rs0424      7.39234     0.196170    0.0653901
rs0425      7.03270    0.0326953     0.326951
rs0427      7.29426     0.228866     0.130780
rs0428      7.13078    0.0980849     0.163476
rs0429      7.16348    0.0980854     0.196171
rs0430      7.26156    0.0980854     0.130780
rs0432      8.40589     0.130780     0.196171
rs0433      7.13078    0.0980849     0.261561
rs0434      7.49043     0.196170     0.490427
rs0435      7.03270    0.0326953     0.130780
rs0437      7.71929     0.294256     0.261561
rs0440      7.75199    0.0980854     0.457731
rs0442      7.06539    0.0653901     0.196171
rs0444      7.29426     0.130781     0.163475
rs0446      7.35965     0.163476     0.196170
rs1333      7.35965     0.163476     0.196170
rs1336      7.00000      0.00000     0.490427
rs0448      7.29426     0.196171     0.130780
rs0449      7.98085     0.490427     0.621207
rs0450      8.60206     0.621207      0.00000
rs0451      8.04624     0.196171     0.359646
rs0452      7.42504     0.261561     0.359646
rs0453      7.78468     0.653903     0.817378
rs0454      7.00000      0.00000     0.457731
rs0456      7.13078    0.0980849     0.196171
rs0457      7.71929    0.0980849     0.196171
rs0460      7.32695     0.130780     0.130780
rs0463      8.20972     0.392341     0.392342
rs0466      7.78468     0.490427     0.817378
rs0467      7.06539    0.0653901     0.130781
rs0468      7.00000      0.00000     0.425036
rs0469      7.55582     0.228866     0.261561
rs0470      7.09809    0.0326953     0.228866
rs0472      7.42504    0.0980854     0.130780
rs0473      7.39234    0.0653901     0.261561
rs0476      7.06539    0.0653901     0.228866
rs0477      7.00000      0.00000     0.490427
rs0480      7.03270    0.0326953     0.163476
rs0484      7.35965     0.130781     0.228866
rs0485      7.42504     0.163476     0.228866
rs0493      7.78468     0.555817     0.490427
rs0495      7.19617     0.163476     0.163476
rs0496      7.06539    0.0653901     0.294256
rs0497      7.39234    0.0653901     0.261561
rs0498      7.58851     0.425036     0.621207
rs0501      7.29426     0.196171     0.163475
rs0503      7.65390     0.457731     0.392342
rs0505      7.65390     0.523122     0.948158
rs0508      7.19617     0.163476     0.130780
rs0513      8.11163     0.294256     0.261561
rs0516      7.39234     0.163476     0.196171
rs0517      7.39234     0.294256     0.719292
rs0519      7.39234     0.261561     0.163476
rs0520      7.26156     0.228866     0.196170
rs0521      7.16348    0.0980854     0.261561
rs0522      7.13078    0.0980849     0.228866
rs0524      7.03270    0.0326953     0.163476
rs0526      7.29426     0.228866     0.261560
rs0528      7.52312     0.457732     0.228866
rs0529      7.52312     0.326951     0.261561
rs0531      7.32695     0.261561     0.425036
rs0532      7.26156    0.0980854     0.196170
rs0534      7.00000      0.00000     0.490427
rs0536      7.88277     0.555817     0.719293
rs0537      7.68660     0.326951     0.425036
rs0538      7.26156     0.196171      1.17702
rs0541      7.62121     0.359646     0.359646
rs0543      7.39234     0.294256     0.163476
rs0545      7.32695     0.130780     0.163476
rs0548      7.49043     0.196170     0.555817
rs0549      7.26156     0.196171     0.261561
rs0553      7.26156     0.228866     0.163476
rs0554      7.68660     0.163476     0.326951
rs0555      7.09809    0.0980854     0.294256
rs0556      8.11163     0.163475     0.163476
rs0559      7.45773     0.196170     0.457732
rs0560      7.16348    0.0980854     0.457732
rs0561      7.55582     0.359646     0.359646
rs0562      7.00000      0.00000    0.0980854
rs0564      7.09809    0.0653901     0.130780
rs0566      7.42504     0.261561     0.261561
rs0568      7.62121     0.228866     0.196170
rs0570      7.45773     0.294256     0.882769
rs0571      7.32695    0.0653901     0.228866
rs0572      7.39234     0.294256     0.294256
rs0573      7.22887     0.130780     0.196171
rs0574      7.68660     0.490427     0.261561
rs0578      7.39234     0.326951     0.228866
rs0580      7.26156     0.130781     0.196170
rs0582      8.60206     0.588512      0.00000
rs0585      7.03270    0.0326953     0.130780
rs0586      7.52312     0.196171     0.359646
rs0587      7.78468     0.588512     0.719292
rs0588      7.00000      0.00000    0.0980854
rs0589      7.65390     0.326951     0.555817
rs0591      7.81738     0.261561     0.751988
rs0597      7.03270    0.0326953     0.196170
rs0598      7.71929     0.555817     0.294256
rs0602      7.00000      0.00000     0.228866
rs0603      8.60206     0.621207      0.00000
rs0605      7.06539    0.0653901     0.294256
rs0609      7.65390     0.163476     0.261561
rs0610      7.49043     0.261561     0.359646
rs0612      7.62121     0.392342     0.425036
rs0615      7.03270    0.0326953     0.261561
rs0618      7.29426     0.228866     0.228866
rs0620      7.06539    0.0653901     0.163476
rs0623      7.13078    0.0653901     0.228866
rs0627      7.13078    0.0980849     0.294256
rs0631      7.13078    0.0980849     0.163476
rs0636      7.32695     0.130780     0.294256
rs0638      7.13078    0.0980849     0.359646
rs0640      7.22887     0.196170     0.196171
rs0644      7.22887     0.196170     0.163476
rs0645      7.06539    0.0653901     0.261561
rs0650      8.01355     0.425036     0.588512
rs1337      7.00000      0.00000     0.326951
rs0656      7.26156     0.130781     0.294256
rs0657      7.32695     0.196171     0.163476
rs0660      7.42504     0.326951     0.359646
rs0669      7.00000      0.00000     0.523122
rs0671      7.09809    0.0653901     0.196171
rs0672      8.60206     0.719293      0.00000
rs0678      7.19617     0.163476     0.163476
rs0679      7.98085     0.294256     0.555817
rs0688      7.94816     0.588512     0.588511
rs0700      7.03270    0.0326953    0.0980849
rs0708      8.60206     0.817378      0.00000
rs0710      7.13078    0.0980849     0.130781
rs0712      7.03270    0.0326953     0.163476
rs0719      8.20972      1.07894     0.392342
rs0722      7.09809    0.0653901     0.130780
rs0731      7.45773     0.261560     0.392342
rs0736      7.00000      0.00000     0.130780
rs0742      7.65390     0.359646     0.653902
rs0741      7.71929     0.555817     0.359646
rs0744      7.45773     0.228866     0.261561
rs0743      7.32695     0.130780     0.163476
rs0745      8.60206     0.621207      0.00000
rs0751      7.71929     0.294256     0.555817
rs0754      7.09809    0.0653901     0.294256
rs0740      7.26156     0.196171     0.261561
rs0758      7.16348    0.0980854     0.392341
rs0752      8.60206     0.948158      0.00000
rs0757      7.09809    0.0653901     0.392341
rs0756      7.09809    0.0653901     0.130780
rs0764      7.16348    0.0980854     0.261561
rs0763      7.06539    0.0653901     0.196171
rs0774      7.26156     0.228866     0.261561
rs0775      7.19617     0.163476     0.163476
rs0781      7.71929     0.359646     0.555817
rs0776      7.13078    0.0653901     0.196171
rs0779      7.68660     0.490427     0.915463
rs0794      7.09809    0.0653901     0.261561
rs0802      7.06539    0.0326948     0.130781
rs0800      7.81738     0.196170     0.163476
rs1339      7.00000      0.00000     0.490427
rs1338      7.03270    0.0326953     0.196170
rs0824      7.00000      0.00000     0.490427
rs0834      7.19617     0.163476     0.359646
rs1340      7.32695    0.0980854     0.261561
rs0840      7.45773     0.294256     0.392342
rs0839      7.75199     0.326951     0.490427
rs0845      7.00000      0.00000     0.196171
rs0846      7.88277     0.130780     0.359647
rs0855      7.06539    0.0653901     0.261561
rs0850      7.06539    0.0653901     0.261561
rs0843      7.09809    0.0653901     0.326951
rs0869      7.52312     0.261561     0.228866
rs0871      7.49043     0.261561     0.326951
rs0882      7.00000      0.00000     0.490427
rs0895      7.35965    0.0653901     0.261561
rs0891      7.09809    0.0980854     0.326951
rs0888      7.22887     0.130780     0.196171
rs0896      7.00000      0.00000     0.490427
rs0897      7.19617    0.0980854     0.294256
rs0922      7.22887     0.130780     0.196171
rs0974      7.78468     0.555817     0.425036
rs0962      7.16348    0.0980854     0.294256
rs1354      8.14433     0.523122     0.457731
rs0767      7.00000      0.00000     0.130780
rs0768      7.06539    0.0653901     0.326951
rs0738      7.09809    0.0653901     0.261561
rs0734      7.16348    0.0980854     0.294256
rs0727      7.81738     0.425036     0.261561
rs0726      7.29426     0.163476     0.163475
rs0724      7.32695     0.261561     0.294256
rs0782      7.71929     0.326951     0.425037
rs0778      7.22887     0.196170     0.163476
rs0777      7.65390     0.130780     0.196171
rs0784      7.78468     0.392342     0.457732
rs0788      7.39234     0.261561     0.163476
rs0795      8.01355     0.621207     0.588512
rs0797      7.68660     0.326951     0.555817
rs0798      7.68660     0.457732     0.457732
rs0799      7.35965     0.228866      1.24241
rs0832      7.52312     0.196171     0.228866
rs0827      7.00000      0.00000     0.490427
rs0828      7.26156     0.196171     0.294256
rs0804      7.91546     0.261561     0.196170
rs0812      7.45773     0.261560     0.326952
rs0810      7.13078    0.0980849     0.196171
rs0811      7.81738     0.228866     0.719292
rs0809      7.55582     0.425036     0.326951
rs0808      7.00000      0.00000     0.490427
rs0806      7.13078     0.130780     0.294256
rs0876      7.94816     0.359646     0.261560
rs1343      7.29426     0.130781     0.163475
rs0860      7.00000      0.00000     0.490427
rs0842      7.35965    0.0653901     0.163476
rs0847      7.19617    0.0980854     0.261560
rs0866      7.06539    0.0653901     0.261561
rs0857      7.78468     0.130781     0.163476
rs0853      7.00000      0.00000     0.196171
rs0867      7.42504    0.0653901     0.261561
rs0868      7.09809    0.0980854     0.196171
rs0870      8.04624     0.686597     0.326951
rs0906      7.52312     0.196171     0.359646
rs0893      7.45773     0.196170     0.261561
rs0880      7.09809    0.0653901     0.326951
rs0879      7.09809    0.0980854     0.326951
rs0875      7.13078    0.0653901     0.392342
rs0872      7.03270    0.0326953     0.130780
rs0900      7.00000      0.00000     0.490427
rs0923      7.03270    0.0326953     0.196170
rs0919      7.26156     0.130781     0.163476
rs0908      7.42504    0.0653901     0.163476
rs0907      7.09809    0.0980854     0.163476
rs0915      7.42504    0.0653901     0.196171
rs0917      7.71929     0.163476     0.163476
rs0916      7.29426     0.228866     0.261560
rs0920      7.09809    0.0980854    0.0980854
rs0921      7.35965     0.261561     0.425036
rs0932      7.22887    0.0980854    0.0980854
rs0926      7.35965     0.130781     0.196170
rs0930      7.19617     0.163476     0.163476
rs0934      7.16348    0.0980854     0.228866
rs0945      7.06539    0.0653901     0.261561
rs0944      7.26156     0.228866     0.261561
rs0968      7.45773     0.163475     0.261561
rs0953      7.75199     0.228866     0.850073
rs1347      7.00000      0.00000     0.523122
