#Name 	 Z_Estimate 	 Err_down 	 Err_up
 rf0696 	 8.961030 	 1.602060 	 0.000000 
 rf0373 	 8.961030 	 0.301030 	 -0.301030 
 rf0697 	 7.816701 	 0.457731 	 0.457731 
 rf0701 	 7.457055 	 0.098085 	 0.686597 
 rf0702 	 7.358970 	 0.000000 	 0.621207 
 rf0381 	 8.110957 	 0.653902 	 0.326951 
 rf0703 	 7.424360 	 0.065390 	 0.686597 
 rf0385 	 8.339823 	 0.359646 	 0.392341 
 rf0776 	 7.391665 	 0.032695 	 0.621207 
 rf0495 	 8.307128 	 0.490427 	 0.065390 
 rf0496 	 7.522445 	 0.163476 	 1.242414 
 rf0777 	 7.358970 	 0.000000 	 0.621207 
 rf0778 	 7.358970 	 0.000000 	 0.817378 
 rf0499 	 8.961030 	 1.602060 	 0.000000 
 rf0502 	 8.241738 	 0.882768 	 0.719292 
 rf0503 	 8.961030 	 1.602060 	 0.000000 
 rf0784 	 8.961030 	 0.457731 	 0.000000 
 rf0785 	 8.307128 	 0.261561 	 0.196171 
 rf0789 	 7.358970 	 0.000000 	 0.686597 
 rf0505 	 8.961030 	 1.602060 	 0.000000 
 rf0506 	 8.535994 	 0.523122 	 0.228866 
 rf0792 	 8.078262 	 0.621207 	 0.326951 
 rf0507 	 8.274433 	 0.621207 	 0.261561 
 rf0510 	 8.961030 	 0.301030 	 -0.301030 
 rf0513 	 8.797554 	 0.228866 	 0.098085 
 rf0795 	 7.358970 	 0.000000 	 0.653902 
 rf0796 	 7.424360 	 0.032695 	 0.098085 
 rf0797 	 7.816701 	 0.457731 	 0.457731 
 rf0290 	 8.895640 	 0.130780 	 0.032695 
 rf0323 	 8.535994 	 0.294256 	 0.326951 
 rf0453 	 8.241738 	 0.686597 	 0.326951 
 rf0763 	 7.587836 	 0.228866 	 0.686597 
 rf0436 	 8.143652 	 0.751987 	 0.621207 
 rf0439 	 7.358970 	 0.000000 	 0.686597 
 rf0441 	 7.751311 	 0.392341 	 0.588512 
 rf0476 	 8.143652 	 0.653902 	 0.425036 
 rf0477 	 8.241738 	 0.817378 	 0.523122 
 rf0771 	 8.732164 	 0.163476 	 0.130780 
 rf0487 	 8.961030 	 1.602060 	 0.000000 
 rf0488 	 8.961030 	 1.602060 	 0.000000 
 rf0756 	 7.489750 	 0.130780 	 0.751987 
 rf0413 	 8.339823 	 0.425036 	 0.359646 
 rf0723 	 8.143652 	 0.653902 	 0.392341 
 rf0427 	 8.601384 	 0.228866 	 0.163476 
 rf0464 	 7.980177 	 0.588512 	 0.294256 
 rf0430 	 7.587836 	 0.228866 	 0.621207 
 rf0761 	 7.457055 	 0.098085 	 0.686597 
 rf0750 	 8.078262 	 0.653902 	 0.392341 
 rf0432 	 8.176347 	 0.686597 	 0.294256 
 rf0434 	 8.045567 	 0.653902 	 0.326951 
 rf0788 	 7.587836 	 0.228866 	 0.653902 
 rf0712 	 8.666774 	 1.307804 	 0.261561 
 rf0729 	 8.307128 	 0.523122 	 0.425036 
 rf0731 	 7.424360 	 0.065390 	 0.686597 
 rf0419 	 7.882092 	 0.523122 	 0.392341 
 rf0425 	 8.405213 	 0.326951 	 0.425036 
 rf0753 	 7.489750 	 0.130780 	 0.621207 
 rf0435 	 8.405213 	 0.392341 	 0.098085 
 rf0454 	 8.045567 	 0.621207 	 0.326951 
 rf0455 	 8.307128 	 0.523122 	 0.065390 
 rf0762 	 8.372518 	 0.490427 	 0.196171 
 rf0467 	 8.405213 	 0.294256 	 0.196171 
 rf0479 	 7.685921 	 0.326951 	 0.621207 
 rf0714 	 8.045567 	 0.621207 	 0.326951 
 rf0412 	 8.307128 	 0.490427 	 0.294256 
 rf0717 	 8.176347 	 0.653902 	 0.425036 
 rf0718 	 8.110957 	 0.523122 	 0.326951 
 rf0444 	 8.372518 	 0.294256 	 0.098085 
 rf0705 	 8.209043 	 0.686597 	 0.326951 
 rf0713 	 8.012872 	 0.621207 	 0.326951 
 rf0473 	 8.437908 	 0.130780 	 0.196171 
 rf0480 	 7.457055 	 0.098085 	 0.751987 
 rf0482 	 8.961030 	 1.602060 	 0.000000 
 rf0485 	 7.522445 	 0.163476 	 0.653902 
 rf0474 	 7.980177 	 0.588512 	 0.359646 
 rf0772 	 7.358970 	 0.000000 	 0.588512 
 rf0775 	 7.358970 	 0.000000 	 0.425036 
 rf0428 	 7.980177 	 0.588512 	 0.228866 
 rf0764 	 7.980177 	 0.621207 	 0.359646 
 rf0460 	 8.862945 	 0.261561 	 0.065390 
 rf0461 	 8.241738 	 0.588512 	 0.294256 
 rf0791 	 7.424360 	 0.065390 	 0.751987 
 rf0728 	 8.143652 	 0.719292 	 0.359646 
 rf0745 	 7.391665 	 0.032695 	 0.588512 
 rf0748 	 8.961030 	 0.130780 	 0.000000 
 rf0431 	 7.391665 	 0.032695 	 0.621207 
 rf0459 	 7.587836 	 0.228866 	 0.653902 
 rf0440 	 8.274433 	 0.326951 	 0.555817 
 rf0393 	 7.424360 	 0.065390 	 0.751987 
 rf0749 	 7.391665 	 0.032695 	 0.686597 
 rs0002 	 8.339823 	 0.359646 	 0.425036 
 rs0003 	 8.961030 	 1.602060 	 0.000000 
 rs0004 	 8.012872 	 0.588512 	 0.294256 
 rs0005 	 8.241738 	 0.882768 	 0.392341 
 rs1314 	 8.503298 	 0.130780 	 0.196171 
 rs0006 	 8.241738 	 0.784682 	 0.523122 
 rs0007 	 8.012872 	 0.621207 	 0.326951 
 rs0009 	 7.522445 	 0.163476 	 0.719292 
 rs0010 	 8.110957 	 0.621207 	 0.392341 
 rs0011 	 7.980177 	 0.588512 	 0.294256 
 rs0012 	 8.307128 	 0.523122 	 0.425036 
 rs0013 	 8.274433 	 0.555817 	 0.490427 
 rs0014 	 8.307128 	 0.228866 	 0.196171 
 rs0015 	 7.391665 	 0.032695 	 0.686597 
 rs0018 	 8.928335 	 0.196171 	 0.032695 
 rs0019 	 8.764859 	 0.228866 	 0.098085 
 rs0021 	 8.961030 	 1.602060 	 0.000000 
 rs0022 	 8.503298 	 0.163476 	 0.098085 
 rs0023 	 8.666774 	 0.196171 	 0.098085 
 rs0029 	 8.797554 	 0.261561 	 0.098085 
 rs0030 	 8.372518 	 0.196171 	 0.163476 
 rs0032 	 8.961030 	 0.163476 	 0.000000 
 rs0035 	 7.947482 	 0.588512 	 0.359646 
 rs0037 	 7.587836 	 0.228866 	 0.621207 
 rs0039 	 7.784006 	 0.425036 	 0.490427 
 rs0040 	 8.176347 	 0.588512 	 0.326951 
 rs0041 	 8.110957 	 0.751987 	 0.457731 
 rs0042 	 8.372518 	 0.326951 	 0.457731 
 rs0043 	 8.961030 	 1.602060 	 0.000000 
 rs0044 	 8.568689 	 0.228866 	 0.294256 
 rs0045 	 8.372518 	 0.326951 	 0.490427 
 rs0046 	 8.862945 	 0.425036 	 0.065390 
 rs1315 	 8.274433 	 0.196171 	 0.163476 
 rs0048 	 8.666774 	 0.228866 	 0.163476 
 rs0049 	 8.961030 	 0.130780 	 0.000000 
 rs1316 	 8.764859 	 0.294256 	 0.163476 
 rs0050 	 8.732164 	 0.228866 	 0.130780 
 rs0051 	 8.797554 	 0.196171 	 0.098085 
 rs0052 	 8.470603 	 0.163476 	 0.196171 
 rs0053 	 8.928335 	 0.163476 	 0.032695 
 rs0054 	 8.143652 	 0.719292 	 0.326951 
 rs0055 	 8.895640 	 0.228866 	 0.032695 
 rs0056 	 8.339823 	 0.326951 	 0.425036 
 rs0057 	 7.947482 	 0.588512 	 0.457731 
 rs1317 	 8.666774 	 0.817378 	 0.294256 
 rs0060 	 7.980177 	 0.588512 	 0.326951 
 rs1318 	 7.947482 	 0.588512 	 0.980853 
 rs1319 	 8.928335 	 0.196171 	 0.032695 
 rs0062 	 7.980177 	 0.588512 	 0.228866 
 rs0063 	 8.437908 	 0.196171 	 0.196171 
 rs0064 	 8.503298 	 0.130780 	 0.098085 
 rs0065 	 8.078262 	 0.653902 	 0.326951 
 rs0066 	 7.489750 	 0.130780 	 0.686597 
 rs0068 	 8.372518 	 0.392341 	 0.457731 
 rs0070 	 7.587836 	 0.228866 	 0.686597 
 rs0074 	 8.503298 	 0.196171 	 0.196171 
 rs0077 	 8.928335 	 0.228866 	 0.032695 
 rs0080 	 8.961030 	 0.065390 	 0.000000 
 rs0081 	 8.666774 	 1.307804 	 0.261561 
 rs0082 	 7.391665 	 0.032695 	 0.621207 
 rs0083 	 7.424360 	 0.065390 	 0.457731 
 rs0084 	 8.961030 	 1.602060 	 0.000000 
 rs0085 	 8.307128 	 0.523122 	 0.392341 
 rs0088 	 8.110957 	 0.653902 	 0.294256 
 rs0087 	 8.503298 	 0.196171 	 0.098085 
 rs0089 	 8.895640 	 0.228866 	 0.065390 
 rs0090 	 7.947482 	 0.588512 	 0.425036 
 rs0092 	 8.961030 	 1.602060 	 0.000000 
 rs0093 	 8.862945 	 0.196171 	 0.065390 
 rs0094 	 8.666774 	 0.359646 	 0.261561 
 rs0095 	 7.358970 	 0.000000 	 0.915463 
 rs0096 	 8.895640 	 0.196171 	 0.032695 
 rs0097 	 8.241738 	 0.784682 	 0.425036 
 rs0098 	 8.732164 	 0.719292 	 0.130780 
 rs0104 	 8.764859 	 0.261561 	 0.098085 
 rs0105 	 7.980177 	 0.621207 	 0.326951 
 rs0107 	 8.961030 	 1.602060 	 0.000000 
 rs0109 	 8.045567 	 0.588512 	 0.098085 
 rs0111 	 7.358970 	 0.000000 	 0.719292 
 rs1321 	 8.961030 	 1.602060 	 0.000000 
 rs1322 	 7.358970 	 0.000000 	 0.915463 
 rs0113 	 8.568689 	 0.163476 	 0.098085 
 rs0114 	 8.732164 	 0.196171 	 0.130780 
 rs0118 	 8.372518 	 0.326951 	 0.457731 
 rs0120 	 8.339823 	 0.196171 	 0.228866 
 rs0121 	 8.732164 	 0.261561 	 0.098085 
 rs0122 	 8.078262 	 0.686597 	 0.359646 
 rs0124 	 7.358970 	 0.000000 	 0.817378 
 rs0125 	 8.961030 	 0.301030 	 -0.301030 
 rs0126 	 8.503298 	 0.294256 	 0.359646 
 rs0127 	 8.666774 	 0.294256 	 0.294256 
 rs0128 	 8.764859 	 0.228866 	 0.130780 
 rs0129 	 8.928335 	 0.130780 	 0.032695 
 rs0130 	 7.947482 	 0.588512 	 0.392341 
 rs0132 	 7.424360 	 0.065390 	 0.686597 
 rs0133 	 8.535994 	 0.163476 	 0.065390 
 rs0134 	 8.601384 	 0.196171 	 0.130780 
 rs0135 	 8.732164 	 0.261561 	 0.130780 
 rs0136 	 8.568689 	 0.163476 	 0.065390 
 rs0137 	 8.339823 	 0.326951 	 0.294256 
 rs0138 	 7.882092 	 0.490427 	 0.392341 
 rs0139 	 7.489750 	 0.130780 	 0.621207 
 rs0140 	 7.424360 	 0.065390 	 0.784682 
 rs0141 	 8.012872 	 0.588512 	 0.294256 
 rs0142 	 8.568689 	 0.098085 	 0.065390 
 rs0143 	 8.928335 	 0.196171 	 0.032695 
 rs0145 	 8.339823 	 0.490427 	 0.098085 
 rs0146 	 8.241738 	 0.621207 	 0.261561 
 rs0147 	 8.535994 	 0.359646 	 0.196171 
 rs0148 	 8.961030 	 0.098085 	 0.000000 
 rs0149 	 8.307128 	 0.555817 	 0.326951 
 rs1323 	 8.143652 	 0.457731 	 0.228866 
 rs1324 	 8.503298 	 0.130780 	 0.196171 
 rs0150 	 7.555141 	 0.196171 	 0.621207 
 rs0151 	 8.078262 	 0.653902 	 0.294256 
 rs0152 	 8.012872 	 0.588512 	 0.261561 
 rs0154 	 7.980177 	 0.621207 	 0.326951 
 rs1325 	 8.961030 	 1.602060 	 0.000000 
 rs0155 	 8.797554 	 0.425036 	 0.130780 
 rs0156 	 8.143652 	 0.490427 	 0.294256 
 rs0159 	 8.601384 	 0.163476 	 0.130780 
 rs0161 	 8.143652 	 0.751987 	 0.490427 
 rs0163 	 8.470603 	 0.163476 	 0.130780 
 rs0165 	 8.339823 	 0.490427 	 0.392341 
 rs0166 	 8.830249 	 0.228866 	 0.065390 
 rs0167 	 8.241738 	 0.686597 	 0.523122 
 rs0168 	 7.947482 	 0.588512 	 0.326951 
 rs0170 	 8.143652 	 0.686597 	 0.326951 
 rs0171 	 8.143652 	 0.621207 	 0.425036 
 rs0172 	 8.405213 	 0.228866 	 0.163476 
 rs0173 	 7.980177 	 0.555817 	 0.326951 
 rs0174 	 8.012872 	 0.588512 	 0.294256 
 rs0175 	 8.503298 	 0.196171 	 0.359646 
 rs0177 	 7.391665 	 0.032695 	 1.307804 
 rs0178 	 8.961030 	 0.294256 	 0.000000 
 rs0179 	 8.961030 	 1.602060 	 0.000000 
 rs0180 	 8.372518 	 0.326951 	 0.425036 
 rs0181 	 8.961030 	 0.392341 	 0.000000 
 rs0182 	 8.568689 	 0.196171 	 0.228866 
 rs0183 	 8.928335 	 0.196171 	 0.032695 
 rs0188 	 8.339823 	 0.359646 	 0.098085 
 rs0190 	 8.928335 	 0.163476 	 0.032695 
 rs0191 	 8.470603 	 0.163476 	 0.065390 
 rs0193 	 8.470603 	 0.163476 	 0.163476 
 rs0194 	 8.830249 	 0.294256 	 0.065390 
 rs0196 	 8.241738 	 0.882768 	 0.686597 
 rs0201 	 8.961030 	 1.602060 	 0.000000 
 rs0202 	 7.522445 	 0.163476 	 0.588512 
 rs0203 	 8.470603 	 0.163476 	 0.098085 
 rs0206 	 8.895640 	 0.196171 	 0.065390 
 rs0209 	 8.862945 	 0.228866 	 0.065390 
 rs0210 	 7.849396 	 0.457731 	 0.457731 
 rs0211 	 8.928335 	 0.163476 	 0.032695 
 rs0212 	 8.012872 	 0.621207 	 0.326951 
 rs0214 	 8.601384 	 0.196171 	 0.196171 
 rs0215 	 7.457055 	 0.098085 	 0.653902 
 rs0218 	 8.961030 	 1.602060 	 0.000000 
 rs0220 	 7.980177 	 0.588512 	 0.359646 
 rs0221 	 8.732164 	 0.228866 	 0.130780 
 rs0222 	 8.895640 	 0.196171 	 0.032695 
 rs0223 	 8.895640 	 0.196171 	 0.032695 
 rs0225 	 8.405213 	 0.294256 	 0.130780 
 rs0226 	 8.110957 	 0.588512 	 0.294256 
 rs0227 	 8.895640 	 0.163476 	 0.065390 
 rs0228 	 8.078262 	 0.621207 	 0.294256 
 rs0231 	 8.241738 	 0.621207 	 0.425036 
 rs1329 	 7.522445 	 0.163476 	 0.588512 
 rs0236 	 7.653226 	 0.294256 	 0.588512 
 rs0237 	 8.601384 	 0.196171 	 0.065390 
 rs0239 	 8.078262 	 0.588512 	 0.392341 
 rs0240 	 8.797554 	 0.294256 	 0.163476 
 rs0241 	 8.372518 	 0.359646 	 0.425036 
 rs0242 	 8.437908 	 0.163476 	 0.163476 
 rs0243 	 8.797554 	 0.228866 	 0.098085 
 rs0244 	 8.045567 	 0.621207 	 0.163476 
 rs0246 	 8.274433 	 0.719292 	 0.359646 
 rs0247 	 7.391665 	 0.032695 	 0.555817 
 rs0250 	 8.503298 	 0.130780 	 0.359646 
 rs0253 	 8.862945 	 0.196171 	 0.065390 
 rs0255 	 8.176347 	 0.686597 	 0.326951 
 rs0256 	 8.568689 	 0.523122 	 0.196171 
 rs0257 	 8.078262 	 0.653902 	 0.326951 
 rs0259 	 8.503298 	 0.163476 	 0.130780 
 rs0260 	 8.961030 	 0.130780 	 0.000000 
 rs0261 	 8.535994 	 0.196171 	 0.130780 
 rs0262 	 8.078262 	 0.653902 	 0.261561 
 rs0263 	 8.862945 	 0.196171 	 0.065390 
 rs0264 	 7.947482 	 0.588512 	 0.425036 
 rs0266 	 8.470603 	 0.163476 	 0.098085 
 rs0267 	 8.961030 	 1.602060 	 0.000000 
 rs0268 	 8.961030 	 1.602060 	 0.000000 
 rs0269 	 8.241738 	 0.719292 	 0.425036 
 rs0270 	 8.928335 	 0.196171 	 0.032695 
 rs0272 	 8.274433 	 0.653902 	 0.457731 
 rs0273 	 8.274433 	 0.653902 	 0.457731 
 rs0274 	 8.339823 	 0.326951 	 0.425036 
 rs0275 	 8.961030 	 1.602060 	 0.000000 
 rs0276 	 8.241738 	 0.621207 	 0.359646 
 rs0277 	 7.718616 	 0.359646 	 0.555817 
 rs1330 	 7.555141 	 0.196171 	 0.588512 
 rs0280 	 8.470603 	 0.163476 	 0.065390 
 rs0282 	 8.503298 	 0.163476 	 0.098085 
 rs0283 	 8.307128 	 0.457731 	 0.490427 
 rs0285 	 8.045567 	 0.621207 	 0.294256 
 rs0289 	 8.339823 	 0.555817 	 0.326951 
 rs0290 	 7.980177 	 0.588512 	 0.326951 
 rs0291 	 7.587836 	 0.228866 	 0.621207 
 rs0292 	 8.241738 	 0.719292 	 0.425036 
 rs0297 	 7.685921 	 0.326951 	 0.588512 
 rs0302 	 7.489750 	 0.130780 	 0.653902 
 rs0303 	 7.391665 	 0.032695 	 0.653902 
 rs0306 	 8.405213 	 0.228866 	 0.130780 
 rs0308 	 8.699469 	 0.228866 	 0.163476 
 rs0310 	 8.830249 	 0.359646 	 0.130780 
 rs1331 	 7.555141 	 0.196171 	 0.686597 
 rs0313 	 8.764859 	 0.425036 	 0.130780 
 rs0314 	 8.339823 	 0.294256 	 0.490427 
 rs0315 	 8.961030 	 1.602060 	 0.000000 
 rs0316 	 8.470603 	 0.228866 	 0.130780 
 rs0318 	 7.391665 	 0.032695 	 1.275109 
 rs0320 	 8.895640 	 0.490427 	 0.032695 
 rs0323 	 8.372518 	 0.359646 	 0.261561 
 rs0328 	 8.143652 	 0.588512 	 0.261561 
 rs0331 	 8.372518 	 0.359646 	 0.457731 
 rs0334 	 8.503298 	 0.163476 	 0.196171 
 rs0336 	 8.274433 	 0.653902 	 0.359646 
 rs0337 	 8.437908 	 0.294256 	 0.326951 
 rs0339 	 8.895640 	 0.196171 	 0.065390 
 rs0340 	 8.405213 	 0.294256 	 0.392341 
 rs0341 	 8.241738 	 0.751987 	 0.621207 
 rs0342 	 7.980177 	 0.588512 	 0.359646 
 rs0343 	 8.078262 	 0.653902 	 0.294256 
 rs0344 	 8.209043 	 0.751987 	 0.294256 
 rs0345 	 7.391665 	 0.032695 	 0.621207 
 rs0346 	 7.489750 	 0.130780 	 0.719292 
 rs0348 	 8.241738 	 0.555817 	 0.228866 
 rs0349 	 7.391665 	 0.032695 	 0.588512 
 rs0350 	 8.437908 	 0.228866 	 0.163476 
 rs0351 	 8.895640 	 0.228866 	 0.032695 
 rs0354 	 8.012872 	 0.588512 	 0.326951 
 rs0356 	 8.895640 	 0.196171 	 0.065390 
 rs0358 	 8.405213 	 0.294256 	 0.130780 
 rs0362 	 8.961030 	 0.196171 	 0.000000 
 rs0363 	 8.012872 	 0.653902 	 0.326951 
 rs0364 	 7.424360 	 0.065390 	 0.719292 
 rs0365 	 7.947482 	 0.555817 	 0.359646 
 rs0371 	 8.764859 	 0.228866 	 0.130780 
 rs0372 	 7.947482 	 0.588512 	 0.359646 
 rs0373 	 8.634079 	 0.326951 	 0.228866 
 rs0374 	 8.012872 	 0.588512 	 0.392341 
 rs0376 	 8.437908 	 0.326951 	 0.425036 
 rs0377 	 8.470603 	 0.163476 	 0.196171 
 rs0378 	 8.830249 	 0.196171 	 0.065390 
 rs0380 	 8.666774 	 0.588512 	 0.228866 
 rs0381 	 8.961030 	 1.602060 	 0.000000 
 rs0382 	 8.928335 	 0.196171 	 0.032695 
 rs0384 	 8.274433 	 0.719292 	 0.359646 
 rs0386 	 8.274433 	 0.653902 	 0.555817 
 rs0388 	 7.653226 	 0.294256 	 0.523122 
 rs0389 	 7.424360 	 0.065390 	 0.555817 
 rs0390 	 8.961030 	 1.602060 	 0.000000 
 rs0391 	 8.634079 	 0.228866 	 0.130780 
 rs0392 	 8.110957 	 0.686597 	 0.588512 
 rs0393 	 8.143652 	 0.588512 	 0.359646 
 rs0394 	 7.587836 	 0.228866 	 0.653902 
 rs0396 	 8.928335 	 0.130780 	 0.000000 
 rs0404 	 7.358970 	 0.000000 	 0.686597 
 rs0405 	 7.653226 	 0.294256 	 0.457731 
 rs0406 	 8.339823 	 0.326951 	 0.392341 
 rs0408 	 8.372518 	 0.294256 	 0.359646 
 rs0409 	 7.358970 	 0.000000 	 0.621207 
 rs0411 	 7.816701 	 0.425036 	 0.425036 
 rs1332 	 8.012872 	 0.588512 	 0.261561 
 rs0415 	 7.358970 	 0.000000 	 0.784682 
 rs0416 	 7.358970 	 0.000000 	 0.817378 
 rs0418 	 8.078262 	 0.653902 	 0.294256 
 rs0419 	 8.405213 	 0.326951 	 0.196171 
 rs0420 	 8.961030 	 1.602060 	 0.000000 
 rs0421 	 7.358970 	 0.000000 	 0.588512 
 rs0422 	 7.457055 	 0.098085 	 0.621207 
 rs0424 	 7.816701 	 0.425036 	 0.294256 
 rs0425 	 8.143652 	 0.163476 	 0.196171 
 rs0427 	 7.816701 	 0.425036 	 0.457731 
 rs0428 	 8.274433 	 0.719292 	 0.326951 
 rs0429 	 7.816701 	 0.425036 	 0.359646 
 rs0430 	 7.424360 	 0.065390 	 0.784682 
 rs0432 	 7.685921 	 0.326951 	 0.294256 
 rs0433 	 8.372518 	 0.326951 	 0.425036 
 rs0434 	 8.241738 	 0.784682 	 0.490427 
 rs0435 	 7.587836 	 0.228866 	 0.653902 
 rs0437 	 8.241738 	 0.555817 	 0.228866 
 rs0440 	 8.405213 	 0.065390 	 0.163476 
 rs0442 	 7.358970 	 0.000000 	 0.621207 
 rs0444 	 7.391665 	 0.032695 	 0.588512 
 rs0446 	 8.666774 	 0.163476 	 0.098085 
 rs1333 	 8.666774 	 0.163476 	 0.098085 
 rs1336 	 8.961030 	 1.602060 	 0.000000 
 rs0448 	 8.078262 	 0.523122 	 0.228866 
 rs0449 	 8.437908 	 0.294256 	 0.130780 
 rs0450 	 8.568689 	 0.098085 	 0.032695 
 rs0451 	 8.274433 	 0.228866 	 0.098085 
 rs0452 	 8.503298 	 0.163476 	 0.098085 
 rs0453 	 8.961030 	 0.457731 	 0.000000 
 rs0454 	 8.961030 	 1.602060 	 0.000000 
 rs0456 	 8.143652 	 0.294256 	 0.261561 
 rs0457 	 7.424360 	 0.065390 	 0.653902 
 rs0460 	 7.751311 	 0.359646 	 0.490427 
 rs0463 	 8.634079 	 0.326951 	 0.163476 
 rs0466 	 8.961030 	 0.425036 	 0.000000 
 rs0467 	 7.620531 	 0.261561 	 0.653902 
 rs0468 	 8.961030 	 1.602060 	 0.000000 
 rs0469 	 8.274433 	 0.653902 	 0.457731 
 rs0470 	 7.555141 	 0.196171 	 0.719292 
 rs0472 	 7.424360 	 0.065390 	 0.588512 
 rs0473 	 7.587836 	 0.228866 	 0.653902 
 rs0476 	 8.601384 	 0.261561 	 0.163476 
 rs0477 	 8.961030 	 1.602060 	 0.000000 
 rs0480 	 8.307128 	 0.588512 	 0.359646 
 rs0484 	 7.587836 	 0.228866 	 0.719292 
 rs0485 	 8.045567 	 0.653902 	 0.326951 
 rs0493 	 8.666774 	 0.686597 	 0.228866 
 rs0495 	 7.980177 	 0.588512 	 0.326951 
 rs0496 	 8.732164 	 0.261561 	 0.098085 
 rs0497 	 7.522445 	 0.163476 	 0.751987 
 rs0498 	 8.895640 	 0.228866 	 0.065390 
 rs0501 	 8.045567 	 0.621207 	 0.294256 
 rs0503 	 8.928335 	 0.163476 	 0.032695 
 rs0505 	 8.961030 	 0.523122 	 0.000000 
 rs0508 	 8.012872 	 0.621207 	 0.359646 
 rs0513 	 8.241738 	 0.751987 	 0.261561 
 rs0516 	 8.110957 	 0.621207 	 0.228866 
 rs0517 	 8.568689 	 0.228866 	 0.130780 
 rs0519 	 8.405213 	 0.326951 	 0.261561 
 rs0520 	 8.143652 	 0.621207 	 0.359646 
