#Name   Z    Err_down    Err_up
rs0261      8.96103      1.60206     -1.60206
rs0262      8.17635     0.817378    -0.817378
rs0263      8.40521      0.00000      0.00000
rs0264      8.11096     0.751987    -0.751987
rs0266      8.96103      1.60206     -1.60206
rs0267      8.96103      1.60206     -1.60206
rs0268      8.96103      1.60206     -1.60206
rs0269      8.30713    0.0326951    0.0653902
rs0270      8.89564     0.163476      0.00000
rs0272      8.33982    0.0326951    0.0653902
rs0273      8.33982    0.0326951    0.0653902
rs0274      8.37252    0.0326952     0.130780
rs0275      8.33982    0.0653902    0.0980853
rs0276      8.33982      0.00000    0.0653902
rs0277      8.37252    0.0980853     0.130780
rs1330      8.50330     0.196171    0.0653902
rs0280      8.53599    0.0980854     0.261561
rs0282      8.96103      1.60206     -1.60206
rs0283      8.40521    0.0326951    0.0653902
rs0285      8.27443      0.00000      0.00000
rs0289      8.43791    0.0653901    0.0980854
rs0290      8.37252    0.0980853    0.0653901
rs0291      8.27443    0.0653902    0.0326951
rs0292      8.27443      0.00000    0.0326951
rs0297      8.37252    0.0980853    0.0326951
rs0302      8.01287     0.653902    -0.653902
rs0303      8.27443    0.0653902     0.130780
rs0306      8.96103      1.60206     -1.60206
rs0308      8.43791    0.0980853     0.130780
rs0310      8.79755     0.163475     0.163476
rs1331      8.47060     0.163476    0.0653902
rs0313      8.96103      1.60206     -1.60206
rs0314      8.33982    0.0326951    0.0980853
rs0315      8.53599     0.130780    0.0653901
rs0316      8.96103      1.60206     -1.60206
rs0318      8.24174    0.0326951    0.0326951
rs0320      8.96103      1.60206     -1.60206
rs0323      8.40521    0.0326951    0.0326951
rs0328      8.47060    0.0980853    0.0653902
rs0331      8.43791    0.0653901    0.0653902
rs0334      8.96103      1.60206     -1.60206
rs0336      8.33982    0.0326951     0.228866
rs0337      8.96103      1.60206     -1.60206
rs0339      8.96103      1.60206     -1.60206
rs0340      8.43791    0.0653901    0.0326952
rs0341      8.27443      0.00000      0.00000
rs0342      8.27443    0.0653902    0.0326951
rs0343      8.27443      0.00000    0.0326951
rs0344      8.17635     0.817378    -0.817378
rs0345      8.24174      0.00000    0.0326951
rs0346      8.27443    0.0326951    0.0980853
rs0348      8.04557     0.686597    -0.686597
rs0349      8.11096     0.751987    -0.751987
rs0350      8.96103      1.60206     -1.60206
rs0351      8.66677      0.00000    0.0653902
rs0354      8.27443      0.00000      0.00000
rs0356      8.69947    0.0326951    0.0980853
rs0358      8.96103      1.60206     -1.60206
rs0362      8.86294     0.130780    0.0980853
rs0363      8.33982    0.0980853    0.0653902
rs0364      8.27443      0.00000    0.0653902
rs0365      8.30713    0.0653902     0.163476
rs0371      8.60138    0.0980853    0.0980853
rs0372      8.27443    0.0653902    0.0653902
rs0373      8.96103      1.60206     -1.60206
rs0374      8.27443    0.0980853    0.0980853
rs0376      8.43791    0.0653901     0.196171
rs0377      8.37252    0.0653902     0.130780
rs0378      8.50330    0.0326951    0.0326952
rs0380      8.96103      1.60206     -1.60206
rs0381      8.40521    0.0980853    0.0980853
rs0382      8.53599    0.0326952    0.0980853
rs0384      8.40521    0.0980853    0.0980853
rs0386      8.17635     0.817378    -0.817378
rs0388      8.30713    0.0326951    0.0980853
rs0389      8.27443    0.0326951    0.0326951
rs0390      8.96103      1.60206     -1.60206
rs0391      8.43791    0.0653901     0.130780
rs0392      8.04557     0.686597    -0.686597
rs0393      8.37252    0.0326952    0.0326951
rs0394      8.14365     0.784682    -0.784682
rs0396      8.56869      0.00000      0.00000
rs0404      8.14365     0.784682    -0.784682
rs0405      8.96103      1.60206     -1.60206
rs0406      8.40521      0.00000      0.00000
rs0408      8.11096     0.751987    -0.751987
rs0409      8.47060    0.0653902    0.0980853
rs0411      8.27443    0.0326951    0.0326951
rs1332      8.27443    0.0326951    0.0980853
rs0415      8.04557     0.686597    -0.686597
rs0416      8.27443    0.0326951      0.00000
rs0418      8.33982    0.0653902    0.0326952
rs0419      8.96103      1.60206     -1.60206
rs0420      8.96103      1.60206     -1.60206
rs0421      8.27443    0.0326951    0.0326951
rs0422      8.20904     0.850073    -0.850073
rs0424      8.17635     0.817378    -0.817378
rs0425      8.96103      1.60206     -1.60206
rs0427      8.43791    0.0980853    0.0653902
rs0428      8.53599     0.196171    0.0980853
rs0429      8.30713    0.0326951    0.0980853
rs0430      8.27443    0.0326951    0.0326951
rs0432      7.98018      0.00000      0.00000
rs0433      8.43791    0.0980853     0.163476
rs0434      8.27443    0.0326951    0.0326951
rs0435      8.37252    0.0980853    0.0980853
rs0437      8.11096     0.751987    -0.751987
rs0440      8.96103      1.60206     -1.60206
rs0442      8.27443    0.0326951    0.0653902
rs0444      8.96103      1.60206     -1.60206
rs0446      8.60138      0.00000      0.00000
rs1333      8.60138      0.00000      0.00000
rs1336      8.96103      1.60206     -1.60206
rs0448      8.30713    0.0326951    0.0326951
rs0449      8.56869    0.0653902    0.0653902
rs0450      8.96103      1.60206     -1.60206
rs0451      8.96103      1.60206     -1.60206
rs0452      8.96103      1.60206     -1.60206
rs0453      8.96103      1.60206     -1.60206
rs0454      8.50330    0.0980853    0.0980853
rs0456      8.40521    0.0326951    0.0653902
rs0457      8.04557     0.686597    -0.686597
rs0460      8.27443      0.00000    0.0326951
rs0463      8.04557     0.686597    -0.686597
rs0466      8.53599    0.0326952    0.0653901
rs0467      8.30713    0.0653902    0.0980853
rs0468      8.96103      1.60206     -1.60206
rs0469      8.27443    0.0326951    0.0653902
rs0470      8.27443    0.0980853    0.0980853
rs0472      8.17635     0.817378    -0.817378
rs0473      8.20904      0.00000      0.00000
rs0476      8.53599    0.0980854     0.196171
rs0477      8.04557     0.686597    -0.686597
rs0480      8.40521    0.0653902    0.0653902
rs0484      8.27443    0.0326951    0.0653902
rs0485      8.17635     0.817378    -0.817378
rs0493      8.14365     0.784682    -0.784682
rs0495      8.30713    0.0326951     0.196171
rs0496      8.50330    0.0980853    0.0980853
rs0497      8.17635     0.817378    -0.817378
rs0498      8.73216    0.0653902    0.0980853
rs0501      8.33982    0.0653902    0.0653902
rs0503      8.96103      1.60206     -1.60206
rs0505      8.96103      1.60206     -1.60206
rs0508      8.30713    0.0653902    0.0653902
rs0513      8.07826     0.719292    -0.719292
rs0516      8.96103      1.60206     -1.60206
rs0517      8.96103      1.60206     -1.60206
rs0519      8.96103      1.60206     -1.60206
rs0520      8.30713    0.0326951    0.0653902
rs0521      8.40521    0.0653902      0.00000
rs0522      8.50330    0.0980853    0.0980853
rs0524      8.33982    0.0980853    0.0653902
rs0526      8.33982    0.0326951    0.0653902
rs0528      8.96103      1.60206     -1.60206
rs0529      8.30713      0.00000    0.0326951
rs0531      8.96103      1.60206     -1.60206
rs0532      8.96103      1.60206     -1.60206
rs0534      8.40521    0.0980853    0.0980853
rs0536      8.96103      1.60206     -1.60206
rs0537      8.60138      0.00000    0.0326952
rs0538      8.96103      1.60206     -1.60206
rs0541      8.96103      1.60206     -1.60206
rs0543      8.30713    0.0653902    0.0980853
rs0545      8.27443    0.0653902    0.0653902
rs0548      8.20904     0.850073    -0.850073
rs0549      8.33982      0.00000    0.0326952
rs0553      8.37252    0.0653902    0.0980853
rs0554      8.96103      1.60206     -1.60206
rs0555      8.96103      1.60206     -1.60206
rs0556      8.01287     0.653902    -0.653902
rs0559      8.96103      1.60206     -1.60206
rs0560      8.96103      1.60206     -1.60206
rs0561      8.66677      0.00000    0.0326951
rs0562      8.27443    0.0653902     0.163475
rs0564      8.50330     0.130780    0.0653902
rs0566      8.30713    0.0326951    0.0326951
rs0568      8.37252    0.0653902    0.0653901
rs0570      8.53599     0.130780    0.0980853
rs0571      8.27443    0.0653902    0.0653902
rs0572      8.50330    0.0653902    0.0653902
rs0573      8.43791     0.130780    0.0326952
rs0574      8.96103      1.60206     -1.60206
rs0578      8.53599    0.0653902     0.196171
rs0580      8.47060    0.0653902    0.0653902
rs0582      8.96103      1.60206     -1.60206
rs0585      8.33982    0.0326951     0.196171
rs0586      8.14365     0.784682    -0.784682
rs0587      8.56869    0.0980853    0.0653902
rs0588      8.33982    0.0653902     0.228866
rs0589      8.17635     0.817378    -0.817378
rs0591      8.96103      1.60206     -1.60206
rs0597      8.40521    0.0980853    0.0980853
rs0598      8.96103      1.60206     -1.60206
rs0602      8.37252    0.0653902     0.130780
rs0603      8.96103      1.60206     -1.60206
rs0605      8.40521    0.0653902     0.163476
rs0609      8.40521    0.0326951    0.0653902
rs0610      8.60138    0.0326951    0.0326952
rs0612      8.96103      1.60206     -1.60206
rs0615      8.43791    0.0653901    0.0653902
rs0618      8.43791     0.130780    0.0980854
rs0620      8.37252    0.0326952    0.0653901
rs0623      8.30713    0.0653902     0.163476
rs0627      8.50330    0.0653902    0.0980853
rs0631      8.33982    0.0653902    0.0980853
rs0636      8.53599      0.00000    0.0326951
rs0638      8.73216     0.228866    0.0980853
rs0640      8.33982    0.0326951    0.0326952
rs0644      8.47060    0.0980853    0.0326951
rs0645      8.50330    0.0980853     0.228866
rs0650      8.96103      1.60206     -1.60206
rs1337      8.96103      1.60206     -1.60206
rs0656      8.43791    0.0326951      0.00000
rs0657      8.43791    0.0653901    0.0326952
rs0660      8.96103      1.60206     -1.60206
rs0669      8.96103     0.163476      0.00000
rs0671      8.40521    0.0653902    0.0326951
rs0672      8.60138      0.00000      0.00000
rs0678      8.47060     0.163476    0.0653902
rs0679      8.96103      1.60206     -1.60206
rs0688      8.86294    0.0980853    0.0326952
rs0700      8.40521    0.0653902    0.0653902
rs0708      8.96103      1.60206     -1.60206
rs0710      8.33982    0.0653902    0.0653902
rs0712      8.30713    0.0653902    0.0980853
rs0719      8.96103      1.60206      0.00000
rs0722      8.50330     0.196171    0.0326952
rs0731      8.37252    0.0326952    0.0326951
rs0736      8.33982    0.0653902    0.0980853
rs0742      8.33982      0.00000    0.0326952
rs0741      8.96103      1.60206     -1.60206
rs0744      8.43791    0.0326951    0.0326952
rs0743      8.27443    0.0653902    0.0980853
rs0745      8.96103      1.60206     -1.60206
rs0751      8.96103      1.60206     -1.60206
rs0754      8.43791    0.0653901     0.163476
rs0740      8.30713    0.0653902    0.0980853
rs0758      8.43791    0.0326951    0.0980854
rs0752      8.40521    0.0980853    0.0980853
rs0757      8.96103     0.294256      0.00000
rs0756      8.33982    0.0326951    0.0326952
rs0764      8.40521    0.0326951     0.163476
rs0763      8.47060    0.0980853    0.0653902
rs0774      8.30713    0.0326951     0.196171
rs0775      8.30713    0.0326951     0.130780
rs0781      8.96103      1.60206     -1.60206
rs0776      8.37252    0.0653902    0.0326951
rs0779      8.96103      1.60206     -1.60206
rs0794      8.47060    0.0653902     0.196171
rs0802      8.33982    0.0653902    0.0326952
rs0800      8.40521    0.0326951    0.0326951
rs1339      8.96103      1.60206     -1.60206
rs1338      8.47060    0.0980853    0.0980853
rs0824      8.96103      1.60206     -1.60206
rs0834      8.47060    0.0326952    0.0653902
rs1340      8.27443      0.00000    0.0980853
rs0840      8.20904     0.850073    -0.850073
rs0839      8.96103      1.60206     -1.60206
rs0845      8.47060    0.0653902     0.130780
rs0846      8.40521    0.0653902    0.0653902
rs0855      8.33982     0.980853    -0.980853
rs0850      8.37252      1.01355     -1.01355
rs0843      8.47060    0.0980853     0.130780
rs0869      8.96103      1.60206     -1.60206
rs0871      8.20904     0.850073    -0.850073
rs0882      8.60138    0.0326951    0.0980853
rs0895      8.30713    0.0653902    0.0980853
rs0891      8.50330    0.0326951     0.130780
rs0888      8.96103      1.60206     -1.60206
rs0896      8.53599      1.17702     -1.17702
rs0897      8.40521    0.0653902      0.00000
rs0922      8.40521    0.0653902     0.163476
rs0974      8.96103      1.60206     -1.60206
rs0962      8.37252    0.0326952    0.0653901
rs1354      8.47060      0.00000      0.00000
rs0767      8.33982     0.130780     0.196171
rs0768      8.40521    0.0653902    0.0653902
rs0738      8.40521    0.0653902    0.0653902
rs0734      8.96103      1.60206     -1.60206
rs0727      8.11096     0.751987    -0.751987
rs0726      8.40521     0.130780    0.0326951
rs0724      8.96103      1.60206     -1.60206
rs0782      8.96103      1.60206     -1.60206
rs0778      8.33982    0.0653902    0.0326952
rs0777      8.17635    0.0326951      0.00000
rs0784      8.63408      1.27511     -1.27511
rs0788      8.96103      1.60206     -1.60206
rs0795      8.17635      0.00000      0.00000
rs0797      8.96103      1.60206     -1.60206
rs0798      8.96103      1.60206     -1.60206
rs0799      8.30713    0.0653902    0.0980853
rs0832      8.20904      0.00000      0.00000
rs0827      8.56869    0.0326951    0.0326951
rs0828      8.33982    0.0326951     0.196171
rs0804      8.04557     0.686597    -0.686597
rs0812      8.96103      1.60206     -1.60206
rs0810      8.37252    0.0980853     0.130780
rs0811      8.96103      1.60206     -1.60206
rs0809      8.96103      1.60206     -1.60206
rs0808      8.96103      1.60206     -1.60206
rs0806      8.96103      1.60206     -1.60206
rs0876      8.04557     0.686597    -0.686597
rs1343      8.27443      0.00000    0.0653902
rs0860      8.40521    0.0653902     0.130780
rs0842      8.17635     0.817378    -0.817378
rs0847      8.96103      1.60206     -1.60206
rs0866      8.56869    0.0653902     0.130780
rs0857      8.01287     0.653902    -0.653902
