#Name   q    Err_down    Err_up
rs0494      7.19617     0.130781     0.163476
rs0495      7.26156    0.0326953     0.130780
rs0496      7.03270    0.0326953    0.0980849
rs0505      7.00000      0.00000    0.0653901
rs0508      7.26156    0.0653901    0.0653901
rs0512      7.00000      0.00000    0.0980854
rs0516      7.39234    0.0326948    0.0653901
rs0517      7.09809    0.0980854     0.163476
rs0519      7.22887    0.0653901    0.0326953
rs0520      7.22887    0.0326948    0.0326953
rs0521      7.19617    0.0326953    0.0653901
rs0522      7.09809    0.0653901    0.0980854
rs0524      7.19617    0.0653906    0.0653901
rs0526      7.22887    0.0653901    0.0326953
rs0528      7.00000      0.00000    0.0653901
rs0529      7.45773    0.0653901    0.0653906
rs0531      7.19617     0.163476    0.0980854
rs0532      7.19617    0.0326953    0.0326948
rs0534      7.26156    0.0326953     0.163476
rs0536      7.39234    0.0326948    0.0653901
rs0538      7.09809    0.0326953    0.0326948
rs0541      7.29426     0.163476    0.0980849
rs0542      7.26156     0.130781     0.228866
rs0543      7.42504    0.0653901    0.0980854
rs0545      7.52312    0.0653906    0.0980854
rs0546      7.16348    0.0326953    0.0653901
rs0548      7.49043    0.0653901    0.0653901
rs0549      7.19617      0.00000    0.0326948
rs0553      7.39234     0.130780    0.0653901
rs0554      7.03270    0.0326953    0.0326948
rs0555      7.03270    0.0326953    0.0653901
rs0556      8.14433    0.0980854    0.0653896
rs0559      7.35965    0.0653901    0.0326948
rs0560      7.03270    0.0326953    0.0326948
rs0562      7.06539    0.0326948    0.0980854
rs0564      7.42504     0.196171    0.0653901
rs0566      7.42504    0.0326953    0.0653901
rs0568      7.19617    0.0653906    0.0653901
rs0571      7.45773    0.0653901    0.0653906
rs0572      7.03270    0.0326953     0.228866
rs0573      7.42504    0.0653901    0.0326948
rs0574      7.29426     0.130781     0.130780
rs0578      7.16348    0.0980854     0.130781
rs0579      7.00000      0.00000      0.00000
rs0585      7.22887    0.0326948     0.196171
rs0586      7.42504    0.0326953    0.0326948
rs0588      7.22887    0.0980854     0.163476
rs0591      7.00000      0.00000    0.0326953
rs0598      7.13078    0.0653901     0.163476
rs0599      7.22887     0.130780     0.130781
rs0602      7.06539    0.0653901    0.0653901
rs0609      7.16348    0.0326953    0.0653901
rs0615      7.06539    0.0326948    0.0980854
rs0616      7.16348     0.130780     0.163476
rs0617      7.49043     0.228866     0.163476
rs0618      7.42504    0.0980854    0.0653901
rs0620      7.19617    0.0326953    0.0653901
rs0623      7.26156    0.0326953     0.163476
rs0626      7.16348    0.0326953    0.0326953
rs0627      7.16348    0.0653901     0.130781
rs0630      7.03270    0.0326953     0.130780
rs0637      7.03270    0.0326953     0.130780
rs0638      7.19617     0.130781     0.163476
rs0640      7.42504    0.0980854    0.0326948
rs0641      7.16348    0.0653901     0.196171
rs0644      7.42504    0.0653901    0.0326948
rs0645      7.06539    0.0326948     0.130781
rs0656      7.16348    0.0326953    0.0326953
rs0660      7.00000      0.00000    0.0980854
rs0667      7.06539    0.0326948    0.0653901
rs0670      7.65390     0.457731     0.425036
rs0671      7.19617    0.0653906    0.0326948
rs0677      7.16348    0.0980854     0.196171
rs0679      7.13078    0.0653901    0.0980854
rs0691      7.00000      0.00000     0.294256
rs0696      7.09809    0.0980854     0.196171
rs0703      7.00000      0.00000    0.0653901
rs0708      7.16348     0.130780    0.0980854
rs0710      7.22887    0.0653901    0.0653906
rs0713      7.19617    0.0653906    0.0980854
rs0720      7.03270    0.0326953    0.0326948
rs0722      7.39234     0.163476    0.0326953
rs0724      7.00000      0.00000    0.0980854
rs0726      7.42504    0.0326953    0.0653901
rs0727      7.45773    0.0980849    0.0980854
rs0731      7.22887    0.0653901    0.0653906
rs0733      7.03270    0.0326953     0.163476
rs0734      7.09809    0.0326953    0.0326948
rs0738      7.09809    0.0653901    0.0326948
rs0740      7.22887    0.0653901    0.0653906
rs0741      7.00000      0.00000    0.0653901
rs0743      7.39234    0.0326948    0.0980854
rs0744      7.32695     0.196171    0.0326953
rs0746      7.09809    0.0980854     0.130780
rs0747      7.03270    0.0326953     0.130780
rs0751      7.03270    0.0326953    0.0980849
rs0752      7.35965     0.130781     0.130780
rs0754      7.13078    0.0653901     0.130781
rs0756      7.22887    0.0326948    0.0326953
rs0758      7.09809    0.0653901     0.130780
rs0763      7.09809    0.0326953    0.0653901
rs0766      7.00000      0.00000    0.0653901
rs0767      7.13078    0.0980849    0.0980854
rs0768      7.09809    0.0326953    0.0653901
rs0769      7.06539    0.0653901    0.0980854
rs0774      7.26156    0.0326953     0.196170
rs0775      7.26156    0.0326953     0.163476
rs0777      7.75199    0.0980854    0.0653901
rs0778      7.22887    0.0653901      0.00000
rs0779      7.06539    0.0326948    0.0980854
rs0781      7.06539    0.0326948    0.0980854
rs0782      7.49043    0.0326953    0.0326953
rs0786      7.39234     0.163476    0.0653901
rs0788      7.32695    0.0653901    0.0326953
rs0790      7.42504    0.0326953    0.0980854
rs0793      7.19617    0.0326953     0.163476
