#Name   Z    Err_down    Err_up
rf0456      8.47060    0.0980853     0.130780
rf0459      8.30713    0.0980853    0.0980853
rf0460      8.76486     0.228866    0.0980853
rf0461      8.33982    0.0653902    0.0980853
rf0462      8.37252     0.130780     0.163476
rf0463      8.83025     0.196171    0.0653902
rf0464      8.24174    0.0653902    0.0653902
rf0465      8.40521    0.0980853     0.130780
rf0466      8.47060    0.0980853     0.130780
rf0467      8.50330    0.0980853     0.130780
rf0471      8.43791    0.0980853     0.130780
rf0473      8.50330    0.0980853     0.163476
rf0474      8.33982    0.0980853    0.0653902
rf0476      8.40521    0.0980853     0.163476
rf0477      8.43791    0.0980853    0.0653902
rf0478      8.40521     0.130780     0.425036
rf0479      8.37252    0.0980853     0.130780
rf0480      8.47060    0.0980853    0.0980853
rf0482      8.47060    0.0653902    0.0980853
rf0485      8.17635     0.130780     0.196171
rf0487      8.43791     0.130780    0.0980854
rf0488      8.43791    0.0980853     0.163476
rf0496      8.37252    0.0980853    0.0980853
rf0497      8.27443     0.163476     0.228866
rf0498      8.27443     0.130780     0.228866
rf0499      8.40521    0.0980853     0.130780
rf0500      8.43791    0.0980853    0.0980854
rf0503      8.47060    0.0653902    0.0653902
rf0505      8.43791    0.0980853    0.0980854
rf0507      8.43791    0.0980853     0.130780
rf0510      8.96103      1.60206     -1.60206
rf0511      8.47060    0.0980853    0.0980853
rf0513      8.79755     0.359646    0.0653902
rf0518      8.37252    0.0980853    0.0980853
rf0524      8.40521     0.130780     0.163476
rf0545      8.47060     0.130780    0.0980853
rf0583      8.33982     0.130780     0.196171
rf0591      8.47060    0.0980853     0.196171
rf0607      8.43791    0.0980853    0.0980854
rf0622      8.30713    0.0980853     0.196171
rf0630      8.20904     0.130780     0.196171
rf0632      8.20904     0.163476     0.294256
rf0642      8.24174    0.0653902    0.0653902
rf0644      8.11096     0.130780     0.555817
rf0663      8.27443    0.0980853    0.0980853
rf0684      8.79755     0.359646    0.0653902
rf0693      8.33982     0.130780    0.0980853
rf0695      8.43791    0.0980853    0.0653902
rf0701      8.43791     0.130780    0.0980854
rf0707      8.40521    0.0653902     0.326951
rf0713      8.37252     0.130780     0.196171
rf0730      8.69947     0.294256    0.0980853
rf0739      8.40521     0.130780     0.163476
rf0745      8.17635    0.0980853     0.163475
rf0783      8.40521    0.0980853    0.0980853
rf0795      8.37252    0.0653902    0.0653901
rs0001      8.37252    0.0980853    0.0980853
rs0002      8.43791    0.0980853     0.196171
rs0003      8.43791     0.130780     0.130780
rs0010      8.47060    0.0980853    0.0653902
rs0011      8.43791     0.130780    0.0980854
rs0012      8.40521    0.0980853     0.163476
rs0013      8.40521    0.0980853     0.196171
rs0017      8.56869    0.0653902     0.130780
rs0019      8.63408     0.163476     0.163475
rs0020      8.40521    0.0980853     0.130780
rs0023      8.79755     0.457731    0.0653902
rs0030      8.43791    0.0980853    0.0980854
rs0035      8.24174    0.0653902    0.0653902
rs0038      8.56869     0.130780     0.163476
rs0039      8.37252    0.0653902    0.0980853
rs0041      8.37252    0.0980853     0.163476
rs0042      8.40521    0.0980853     0.228866
rs0045      8.47060    0.0980853     0.163476
rs0046      8.86294    0.0980853    0.0326952
rs0047      8.37252     0.130780     0.163476
rs0048      8.69947     0.294256    0.0980853
rs0050      8.69947     0.228866    0.0980853
rs0051      8.79755     0.294256    0.0653902
rs0052      8.43791    0.0980853     0.228866
rs0054      8.37252    0.0980853     0.163476
rs0062      8.33982    0.0653902    0.0980853
rs0063      8.53599    0.0653902    0.0326951
rs0064      8.83025     0.228866    0.0653902
rs0065      8.43791    0.0980853     0.130780
rs0068      8.43791     0.130780     0.130780
rs0070      8.40521    0.0980853     0.130780
rs0077      8.92834     0.130780      0.00000
rs0081      8.43791     0.130780    0.0980854
rs0082      8.43791     0.130780    0.0980854
rs0083      8.37252    0.0980853    0.0980853
rs0084      8.47060    0.0980853     0.163476
rs0085      8.47060    0.0980853     0.130780
rs0087      8.37252    0.0653902     0.228866
rs0088      8.40521    0.0980853    0.0980853
rs0089      8.86294     0.196171    0.0653902
rs0090      8.33982    0.0980853    0.0980853
rs0092      8.40521    0.0980853     0.130780
rs0093      8.89564     0.130780    0.0326951
rs0094      8.47060     0.130780     0.228866
rs0095      8.30713    0.0980853     0.130780
rs0096      8.86294     0.196171    0.0326952
rs0097      8.33982    0.0980853    0.0980853
rs0098      8.76486     0.326951    0.0653902
rs0099      8.33982     0.163475     0.228866
rs0103      8.86294     0.130780    0.0653902
rs0104      8.76486     0.359646    0.0653902
rs0105      8.43791    0.0980853     0.130780
rs0106      8.33982     0.130780     0.196171
rs0111      8.40521    0.0980853    0.0980853
rs0113      8.40521      0.00000    0.0326951
rs0118      8.43791    0.0980853     0.228866
rs0120      8.50330    0.0980853     0.130780
rs0121      8.79755     0.392341    0.0653902
rs0122      8.37252    0.0980853     0.130780
rs0123      8.79755     0.261561    0.0653902
rs0124      8.40521    0.0980853    0.0980853
rs0126      8.50330    0.0980853     0.163476
rs0127      8.56869     0.196171     0.130780
rs0128      8.76486     0.261561    0.0653902
rs0129      8.89564     0.163476    0.0326951
rs0130      8.43791    0.0980853    0.0980854
rs0132      8.30713     0.130780     0.196171
rs0133      8.89564    0.0326952    0.0326951
rs0134      8.47060    0.0326952    0.0326951
rs0135      8.56869     0.130780     0.163476
rs0137      8.47060    0.0653902     0.130780
rs0138      8.40521    0.0980853    0.0980853
rs0140      8.24174    0.0653902    0.0653902
rs0141      8.43791    0.0980853    0.0980854
rs0143      8.89564     0.163476    0.0326951
rs0145      8.43791    0.0980853    0.0653902
rs0146      8.33982    0.0653902    0.0980853
rs0147      8.47060    0.0653902     0.163476
rs0148      8.89564    0.0653902    0.0326951
rs0149      8.43791    0.0980853     0.163476
rs0150      8.43791    0.0980853    0.0980854
rs0153      8.73216     0.228866     0.130780
rs0154      8.37252    0.0980853     0.130780
rs0156      8.37252    0.0653902     0.130780
rs0158      8.33982     0.130780     0.228866
rs0163      8.50330    0.0980853     0.294256
rs0165      8.43791    0.0980853     0.130780
rs0166      8.69947     0.196171    0.0980853
rs0167      8.37252    0.0980853     0.130780
rs0168      8.33982    0.0980853    0.0653902
rs0170      8.43791    0.0980853    0.0980854
rs0171      8.40521    0.0980853     0.163476
rs0172      8.50330     0.130780     0.130780
rs0174      8.43791    0.0980853    0.0980854
rs0175      8.53599     0.130780     0.163475
rs0178      8.33982    0.0980853     0.130780
rs0179      8.47060    0.0980853     0.130780
rs0180      8.50330     0.130780     0.130780
rs0182      8.53599     0.130780     0.130780
rs0183      8.86294     0.196171    0.0326952
rs0184      8.43791     0.130780    0.0980854
rs0185      8.69947     0.228866     0.130780
rs0188      8.79755     0.196171    0.0653902
rs0189      8.79755     0.228866    0.0653902
rs0192      8.50330    0.0653902    0.0980853
rs0193      8.50330     0.130780     0.163476
rs0195      8.96103    0.0980853      0.00000
rs0200      8.96103      1.60206     -1.60206
rs0201      8.92834    0.0980853    0.0326951
rs0203      8.43791    0.0326951    0.0326952
rs0206      8.89564     0.130780    0.0326951
rs0209      8.76486     0.196171    0.0653902
rs0210      8.43791    0.0980853    0.0980854
rs0211      8.89564     0.130780    0.0326951
rs0212      8.43791     0.130780     0.130780
rs0215      8.43791    0.0980853    0.0980854
rs0218      8.43791    0.0980853     0.130780
rs0220      8.33982    0.0653902    0.0980853
rs0221      8.69947     0.261561    0.0980853
rs0224      8.73216     0.261561    0.0653901
rs0225      8.43791    0.0653901     0.294256
rs0226      8.40521    0.0980853    0.0653902
rs0227      8.92834     0.130780      0.00000
rs0228      8.43791    0.0980853    0.0980854
rs0231      8.43791    0.0653901     0.130780
rs0236      8.40521    0.0980853     0.130780
rs0237      8.47060    0.0326952    0.0326951
rs0240      8.96103     0.457731      0.00000
rs0241      8.47060     0.130780     0.130780
rs0242      8.47060    0.0980853     0.196171
rs0243      8.69947     0.196171    0.0980853
rs0246      8.30713    0.0980853    0.0980853
rs0247      8.24174    0.0653902    0.0653902
rs0250      8.86294     0.130780    0.0326952
rs0251      8.40521     0.130780     0.196171
rs0255      8.37252    0.0980853     0.163476
rs0256      8.40521    0.0980853     0.130780
rs0257      8.40521    0.0653902     0.163476
rs0259      8.56869    0.0980853    0.0980853
rs0260      8.92834    0.0653902    0.0326951
rs0262      8.37252    0.0653902    0.0980853
rs0263      8.73216     0.196171    0.0980853
rs0264      8.30713    0.0653902    0.0980853
rs0267      8.86294     0.130780    0.0653902
rs0268      8.86294     0.130780    0.0653902
rs0269      8.37252    0.0980853     0.196171
rs0270      8.86294     0.196171    0.0326952
rs0273      8.43791    0.0980853     0.130780
rs0274      8.47060    0.0653902     0.130780
rs0275      8.43791    0.0980853    0.0980854
rs0276      8.43791    0.0980853     0.130780
rs0277      8.40521    0.0980853     0.130780
rs0280      8.86294     0.228866    0.0326952
rs0282      8.56869    0.0980853     0.163476
rs0283      8.47060    0.0653902    0.0980853
rs0284      8.40521    0.0653902    0.0980853
rs0288      8.79755     0.392341    0.0653902
rs0289      8.47060    0.0980853     0.130780
rs0290      8.40521    0.0980853     0.130780
rs0297      8.40521    0.0653902    0.0980853
rs0303      8.37252     0.130780     0.130780
rs0306      8.43791    0.0653901    0.0980854
rs0308      8.79755     0.425036    0.0653902
rs0313      8.79755     0.392341    0.0653902
rs0314      8.43791    0.0980853     0.196171
rs0316      8.76486     0.294256    0.0980853
rs0318      8.24174    0.0653902     0.228866
rs0320      8.73216     0.196171    0.0980853
rs0323      8.47060    0.0653902     0.130780
rs0325      8.47060    0.0653902    0.0980853
rs0328      8.47060    0.0980853    0.0980853
rs0330      8.30713     0.163476     0.359646
rs0331      8.47060    0.0653902     0.130780
rs0334      8.47060    0.0980853     0.196171
rs0336      8.43791    0.0980853     0.130780
rs0337      8.47060    0.0980853     0.163476
rs0339      8.89564     0.163476    0.0326951
rs0340      8.47060    0.0653902     0.163476
rs0341      8.43791    0.0980853    0.0980854
rs0343      8.37252    0.0980853    0.0980853
rs0344      8.40521    0.0980853    0.0653902
rs0345      8.37252    0.0980853    0.0980853
rs0349      8.30713    0.0980853    0.0653902
rs0350      8.43791    0.0980853    0.0980854
rs0354      8.37252    0.0980853    0.0980853
rs0358      8.50330    0.0980853     0.261561
rs0363      8.37252    0.0980853     0.130780
rs0364      8.40521    0.0653902    0.0980853
rs0365      8.40521    0.0980853     0.130780
rs0367      8.43791    0.0653901    0.0980854
rs0371      8.66677     0.163476    0.0980853
rs0372      8.33982    0.0980853     0.130780
rs0373      8.47060    0.0980853     0.163476
rs0374      8.33982    0.0980853     0.196171
rs0376      8.47060    0.0980853     0.163476
rs0377      8.37252    0.0980853     0.392341
rs0380      8.50330     0.196171     0.130780
rs0384      8.43791    0.0980853     0.130780
rs0386      8.37252    0.0980853     0.130780
rs0389      8.33982    0.0653902    0.0980853
rs0391      8.76486     0.359646    0.0653902
rs0392      8.40521     0.163476    0.0980853
rs0393      8.47060    0.0980853    0.0980853
rs0394      8.30713    0.0980853    0.0653902
rs0401      8.83025     0.294256    0.0653902
rs0408      8.37252    0.0980853     0.130780
rs0409      8.47060    0.0653902     0.163476
rs0410      8.37252     0.130780     0.130780
rs0411      8.40521    0.0980853    0.0653902
rs0416      8.33982    0.0653902    0.0980853
rs0417      8.96103      1.60206     -1.60206
rs0418      8.43791    0.0980853    0.0653902
rs0419      8.40521    0.0980853     0.196171
rs0420      8.83025     0.294256    0.0653902
rs0421      8.33982    0.0653902    0.0980853
rs0422      8.33982    0.0980853    0.0980853
rs0423      8.40521     0.130780     0.130780
rs0424      8.37252    0.0653902    0.0653901
rs0425      8.43791    0.0653901     0.130780
rs0427      8.43791    0.0653901    0.0980854
rs0428      8.43791    0.0980853     0.130780
rs0429      8.40521    0.0980853    0.0980853
rs0430      8.40521    0.0980853    0.0980853
rs0432      8.11096    0.0653902    0.0326951
rs0433      8.47060    0.0980853     0.130780
rs0435      8.43791    0.0980853     0.130780
rs0437      8.30713    0.0653902    0.0653902
rs0442      8.37252    0.0653902    0.0980853
rs0444      8.37252    0.0653902    0.0653901
rs0449      8.73216     0.196171    0.0980853
rs0452      8.47060    0.0980853     0.130780
rs0453      8.89564    0.0980854    0.0326951
rs0454      8.50330    0.0980853     0.130780
rs0456      8.43791    0.0653901    0.0980854
rs0458      8.92834    0.0653902    0.0326951
rs0460      8.37252    0.0980853    0.0980853
rs0463      8.53599     0.261561    0.0653901
rs0467      8.40521     0.130780     0.163476
rs0468      8.40521    0.0653902     0.261561
rs0469      8.37252    0.0980853    0.0653901
rs0470      8.30713    0.0980853     0.228866
rs0472      8.33982    0.0980853    0.0653902
rs0473      8.33982    0.0980853    0.0980853
rs0476      8.53599     0.130780     0.163475
rs0477      8.27443    0.0653902    0.0980853
rs0480      8.43791    0.0980853     0.163476
rs0485      8.37252    0.0980853    0.0980853
rs0492      8.33982     0.130780     0.228866
rs0493      8.37252    0.0980853     0.228866
rs0494      8.79755     0.261561    0.0980854
rs0495      8.43791     0.130780    0.0980854
rs0496      8.66677     0.228866     0.130780
rs0505      8.96103    0.0653901      0.00000
rs0508      8.40521    0.0980853     0.130780
rs0512      8.50330    0.0653902     0.196171
rs0516      8.33982    0.0653902    0.0980853
rs0517      8.92834     0.490427    0.0326951
rs0519      8.40521    0.0980853     0.228866
rs0520      8.47060    0.0980853    0.0653902
rs0521      8.47060    0.0980853     0.130780
rs0522      8.53599     0.130780     0.196171
rs0524      8.40521     0.130780     0.163476
rs0526      8.43791    0.0980853     0.163476
rs0528      8.92834    0.0653902    0.0326951
rs0529      8.40521    0.0980853    0.0980853
rs0531      8.92834    0.0653902    0.0326951
rs0532      8.43791    0.0980853     0.163476
rs0534      8.43791    0.0980853     0.130780
rs0536      8.40521    0.0980853     0.163476
rs0538      8.66677     0.228866    0.0980853
rs0541      8.86294     0.163476    0.0326952
rs0542      8.27443     0.163476     0.523122
rs0543      8.37252    0.0980853     0.163476
rs0545      8.33982    0.0980853     0.130780
rs0546      8.50330    0.0653902    0.0653902
rs0548      8.37252    0.0980853     0.130780
rs0549      8.43791    0.0980853     0.130780
rs0553      8.43791    0.0980853    0.0980854
rs0554      8.96103    0.0653901      0.00000
rs0555      8.83025     0.326951    0.0653902
rs0556      8.11096    0.0653902    0.0326951
rs0559      8.40521    0.0980853     0.130780
rs0560      8.76486     0.196171    0.0980853
rs0562      8.40521     0.130780     0.196171
rs0564      8.47060    0.0980853    0.0980853
rs0566      8.40521    0.0980853    0.0980853
rs0568      8.43791    0.0980853     0.130780
rs0571      8.33982    0.0980853     0.130780
rs0572      8.83025     0.228866    0.0653902
rs0573      8.43791    0.0980853    0.0653902
rs0574      8.83025     0.294256    0.0653902
rs0578      8.69947     0.196171     0.130780
rs0579      8.37252    0.0326952      0.00000
rs0585      8.43791    0.0653901     0.130780
rs0586      8.33982    0.0980853     0.163476
rs0588      8.37252    0.0980853     0.228866
rs0591      8.43791    0.0653901    0.0653902
rs0598      8.92834    0.0653902    0.0326951
rs0599      8.63408     0.130780     0.130780
rs0602      8.40521    0.0980853     0.261561
rs0609      8.47060    0.0653902     0.130780
rs0615      8.43791    0.0653901     0.359646
rs0616      8.60138     0.130780     0.163476
rs0617      8.96103    0.0653901      0.00000
rs0618      8.43791    0.0980853     0.130780
rs0620      8.47060    0.0980853    0.0980853
rs0623      8.43791     0.130780    0.0980854
rs0626      8.47060    0.0653902    0.0980853
rs0627      8.53599    0.0980854     0.130780
rs0630      8.43791    0.0980853     0.294256
rs0637      8.50330    0.0980853     0.326951
rs0638      8.76486     0.359646    0.0980853
rs0640      8.43791    0.0980853     0.130780
rs0641      8.83025     0.359646    0.0653902
rs0644      8.47060    0.0980853    0.0653902
rs0645      8.50330    0.0980853     0.261561
rs0656      8.56869    0.0980853    0.0980853
rs0660      8.92834    0.0980853    0.0326951
rs0667      8.76486     0.196171    0.0980853
rs0670      8.83025     0.261561    0.0980853
rs0671      8.43791    0.0980853     0.163476
rs0677      8.47060     0.130780     0.261561
rs0679      8.73216     0.392341    0.0980853
rs0691      8.92834    0.0326951    0.0326951
rs0696      8.83025     0.196171    0.0653902
rs0703      8.89564     0.163476    0.0326951
rs0708      8.47060    0.0653902    0.0980853
rs0710      8.40521    0.0980853     0.163476
rs0713      8.37252     0.130780     0.196171
rs0720      8.66677     0.163476     0.163476
rs0722      8.43791    0.0653901    0.0980854
rs0724      8.86294     0.163476    0.0653902
rs0726      8.40521    0.0980853     0.130780
rs0727      8.27443    0.0653902     0.359646
rs0731      8.43791    0.0980853     0.261561
rs0733      8.79755     0.294256    0.0653902
rs0734      8.47060    0.0980853     0.228866
rs0738      8.40521    0.0653902     0.326951
rs0740      8.37252    0.0980853     0.228866
rs0741      8.92834    0.0653902    0.0326951
rs0743      8.33982    0.0980853     0.163476
rs0744      8.60138    0.0980853    0.0980853
rs0746      8.50330     0.130780     0.196171
rs0747      8.60138     0.130780     0.130780
rs0751      8.92834     0.555817    0.0326951
rs0752      8.40521    0.0980853     0.196171
rs0754      8.47060    0.0980853     0.261561
rs0756      8.43791    0.0653901    0.0980854
rs0758      8.69947     0.228866     0.130780
rs0763      8.47060    0.0980853     0.163476
rs0766      8.69947     0.228866     0.130780
rs0767      8.43791     0.130780     0.163476
rs0768      8.47060    0.0980853     0.196171
rs0769      8.50330     0.130780     0.163476
rs0774      8.40521     0.130780     0.163476
rs0775      8.43791    0.0980853    0.0980854
rs0777      8.27443    0.0980853     0.130780
rs0778      8.43791    0.0980853     0.130780
rs0779      8.86294     0.294256    0.0326952
rs0781      8.53599    0.0653902     0.294256
rs0782      8.33982    0.0980853    0.0980853
rs0786      8.43791     0.130780     0.130780
rs0788      8.40521    0.0980853    0.0653902
rs0790      8.37252    0.0980853     0.130780
rs0793      8.47060    0.0653902     0.130780
rs0794      8.47060    0.0980853     0.163476
rs0797      8.40521      0.00000    0.0326951
rs0799      8.37252    0.0980853     0.130780
rs0800      8.47060    0.0653902    0.0980853
rs0802      8.43791    0.0980853     0.130780
rs0804      8.24174    0.0653902    0.0980853
rs0805      8.20904    0.0653902    0.0653902
rs0806      8.83025     0.326951    0.0653902
rs0809      8.86294     0.130780    0.0653902
rs0810      8.43791     0.130780    0.0980854
rs0811      8.83025     0.261561    0.0653902
rs0812      8.86294     0.163476    0.0653902
